symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,17159173.0,9874.0,548113632.0,32.05,32.15,31.85,31.85,-,0.3,31.85,1056,31.90,64,26.99,,,,,,,,,
1102,亞泥,2756741.0,1696.0,110459566.0,40.15,40.3,39.95,40.1,-,0.15,40.0,4,40.10,26,13.97,,,,,,,,,
1103,嘉泥,358319.0,429.0,6406591.0,17.95,18.0,17.8,17.85,-,0.25,17.85,12,17.90,12,68.65,,,,,,,,,
1104,環泥,679123.0,663.0,19870466.0,29.35,29.4,29.1,29.25,-,0.15,29.25,13,29.30,24,8.73,,,,,,,,,
1108,幸福,693227.0,227.0,10770695.0,15.6,15.65,15.5,15.55,-,0.05,15.55,12,15.60,159,8.45,,,,,,,,,
1109,信大,262107.0,145.0,4636419.0,17.75,17.75,17.65,17.65,-,0.1,17.65,9,17.75,37,10.38,,,,,,,,,
1110,東泥,137208.0,82.0,2465304.0,17.95,18.1,17.85,18.0,-,0.05,17.95,1,18.00,16,38.3,,,,,,,,,
1201,味全,132414.0,267.0,2481692.0,18.75,18.75,18.7,18.75,-,0.05,18.75,3,18.80,6,66.96,,,,,,,,,
1203,味王,15516.0,176.0,838842.0,54.2,54.4,53.8,54.4,-,0.5,54.1,5,54.60,1,31.63,,,,,,,,,
1210,大成,1592630.0,2963.0,93383679.0,59.2,59.3,58.0,58.5,-,0.5,58.5,28,58.60,16,13.3,,,,,,,,,
1213,大飲,47401.0,24.0,335002.0,7.09,7.1,7.05,7.05,,0.0,7.05,18,7.10,12,0.0,,,,,,,,,
1215,卜蜂,329184.0,589.0,31985764.0,97.0,97.7,96.7,97.0,-,0.3,97.0,4,97.30,12,14.06,,,,,,,,,
1216,統一,6898708.0,4330.0,520109555.0,75.0,75.9,75.0,75.3,-,0.2,75.3,263,75.40,1,22.15,,,,,,,,,
1217,愛之味,1184619.0,730.0,13987750.0,11.9,11.9,11.75,11.85,-,0.05,11.8,52,11.85,46,35.91,,,,,,,,,
1218,泰山,678357.0,643.0,14103090.0,20.8,20.9,20.7,20.75,-,0.05,20.75,21,20.80,16,1.94,,,,,,,,,
1219,福壽,277137.0,230.0,5245691.0,18.95,19.0,18.9,18.9,-,0.05,18.9,53,18.95,3,25.2,,,,,,,,,
1220,台榮,106495.0,111.0,1479401.0,13.95,13.95,13.85,13.9,-,0.05,13.9,5,13.95,6,31.59,,,,,,,,,
1225,福懋油,4203.0,26.0,230964.0,54.9,55.0,54.9,55.0,-,0.5,54.8,2,55.10,1,48.25,,,,,,,,,
1227,佳格,423408.0,431.0,16011715.0,38.0,38.0,37.7,37.8,-,0.2,37.8,29,37.85,4,29.08,,,,,,,,,
1229,聯華,1182052.0,1982.0,76547628.0,64.8,65.4,64.4,64.6,-,0.2,64.6,47,64.70,9,25.53,,,,,,,,,
1231,聯華食,186088.0,391.0,16194020.0,87.2,87.2,86.7,87.2,,0.0,87.0,7,87.20,6,28.31,,,,,,,,,
1232,大統益,56914.0,469.0,8220871.0,144.0,145.0,144.0,144.5,,0.0,144.0,14,145.00,12,19.19,,,,,,,,,
1233,天仁,10136.0,19.0,352296.0,34.7,35.0,34.65,34.8,+,0.05,34.6,2,34.85,2,30.26,,,,,,,,,
1234,黑松,99646.0,109.0,3981319.0,39.95,40.0,39.9,39.9,-,0.05,39.9,35,39.95,3,16.62,,,,,,,,,
1235,興泰,9240.0,20.0,770579.0,83.3,84.0,83.3,84.0,+,0.3,83.7,2,84.00,1,52.17,,,,,,,,,
1236,宏亞,63724.0,102.0,1588906.0,25.65,25.65,24.4,24.4,+,0.35,24.4,7,24.45,1,56.74,,,,,,,,,
1240,茂生農經,35162.0,67.0,1752568.0,49.65,50.1,49.5,49.85,,0.2,49.80,3,49.85,1,17.8,49.84,39370158,49.85,54.80,44.90,2.7,112.0,2.41,1.54
1256,鮮活果汁-KY,5793.0,434.0,1496346.0,258.0,259.0,257.0,259.0,-,2.5,257.0,1,258.00,1,17.57,,,,,,,,,
1259,安心,8401.0,26.0,634292.0,75.5,75.5,75.4,75.5,,-0.4,75.50,1,75.70,1,13.78,75.50,32389500,75.50,83.00,68.00,1.8,112.0,3.44,1.01
1264,德麥,15303.0,248.0,4578066.0,299.5,299.5,298.5,298.5,,-1.5,298.50,2,299.00,1,16.49,299.16,37064367,298.50,328.00,269.00,14.0,112.0,4.02,3.67
1268,漢來美食,55136.0,217.0,8440770.0,154.0,155.0,152.0,152.5,,-1.5,152.00,10,153.00,3,17.17,153.09,42223730,152.50,167.50,137.50,3.0,111.0,1.97,3.12
1301,台塑,5341058.0,5213.0,382736105.0,71.9,71.9,71.5,71.8,-,0.3,71.7,24,71.80,98,159.56,,,,,,,,,
1303,南亞,11809372.0,9715.0,698114526.0,59.6,59.8,58.9,58.9,-,1.0,58.9,138,59.00,78,85.36,,,,,,,,,
1304,台聚,761486.0,909.0,13880304.0,18.35,18.35,18.1,18.2,-,0.2,18.15,40,18.20,6,29.84,,,,,,,,,
1305,華夏,1234261.0,679.0,25239389.0,20.6,20.85,20.25,20.3,-,0.2,20.3,134,20.35,4,36.25,,,,,,,,,
1307,三芳,359750.0,261.0,9548743.0,26.75,26.85,26.35,26.4,-,0.3,26.4,15,26.45,3,15.44,,,,,,,,,
1308,亞聚,971087.0,1120.0,21314606.0,22.15,22.25,21.8,21.85,-,0.3,21.85,51,21.90,1,22.76,,,,,,,,,
1309,台達化,586585.0,646.0,9885903.0,17.05,17.1,16.7,16.75,-,0.35,16.75,40,16.80,5,0.0,,,,,,,,,
1310,台苯,508815.0,815.0,7232715.0,14.25,14.35,14.1,14.2,-,0.05,14.2,8,14.25,12,0.0,,,,,,,,,
1312,國喬,2847078.0,1791.0,40295570.0,14.25,14.3,14.05,14.1,-,0.15,14.1,110,14.15,3,0.0,,,,,,,,,
1313,聯成,1051940.0,588.0,15643412.0,15.05,15.1,14.75,14.8,-,0.25,14.75,155,14.80,1,0.0,,,,,,,,,
1314,中石化,11193243.0,3858.0,106404388.0,9.52,9.62,9.41,9.44,-,0.05,9.44,145,9.45,31,0.0,,,,,,,,,
1315,達新,7742.0,61.0,556933.0,71.8,72.0,71.8,72.0,+,0.2,71.9,2,72.10,1,16.82,,,,,,,,,
1316,上曜,62917862.0,22689.0,1246353103.0,20.15,21.1,18.8,19.1,-,0.5,19.1,78,19.15,61,0.0,,,,,,,,,
1319,東陽,19139776.0,14563.0,1904813819.0,95.8,103.5,94.9,99.1,+,4.1,99.0,68,99.10,172,22.83,,,,,,,,,
1321,大洋,196000.0,51.0,7091200.0,36.1,36.45,36.05,36.1,-,0.05,36.1,8,36.15,5,97.57,,,,,,,,,
1323,永裕,21657.0,20.0,673574.0,31.15,31.15,31.1,31.15,,0.0,31.1,33,31.15,34,22.57,,,,,,,,,
1324,地球,259469.0,219.0,4322307.0,17.1,17.2,16.4,16.7,-,0.2,16.6,23,16.70,9,29.3,,,,,,,,,
1325,恆大,1272807.0,812.0,43572677.0,34.95,34.95,33.9,33.9,-,1.2,33.9,9,34.00,6,86.92,,,,,,,,,
1326,台化,3623152.0,2640.0,203179496.0,56.2,56.5,55.9,56.1,-,0.3,56.0,40,56.10,23,350.62,,,,,,,,,
1336,台翰,176293.0,122.0,3920583.0,22.6,22.65,21.95,22.1,,-0.5,22.10,15,22.20,1,18.26,22.24,78818419,22.10,24.30,19.90,0.41,112.0,1.86,0.95
1337,再生-KY,472719.0,497.0,3651573.0,7.82,7.94,7.66,7.68,-,0.12,7.68,4,7.69,5,0.0,,,,,,,,,
1338,廣華-KY,189795.0,262.0,7311342.0,39.15,39.15,38.0,38.4,-,0.6,38.4,1,38.50,8,0.0,,,,,,,,,
1339,昭輝,1069282.0,981.0,75819991.0,69.8,72.4,69.3,71.1,+,2.0,71.0,6,71.10,8,16.38,,,,,,,,,
1340,勝悅-KY,48428.0,228.0,537588.0,11.2,11.2,11.05,11.1,-,0.05,11.05,5,11.10,6,0.0,,,,,,,,,
1341,富林-KY,3138.0,18.0,192714.0,61.4,61.4,61.4,61.4,,0.0,61.4,1,61.50,4,12.74,,,,,,,,,
1342,八貫,2324140.0,2211.0,299879892.0,131.0,133.0,126.0,129.0,+,0.5,128.5,28,129.00,28,17.04,,,,,,,,,
1402,遠東新,6018425.0,2497.0,190949397.0,31.4,31.9,31.4,31.65,+,0.25,31.65,67,31.70,55,29.58,,,,,,,,,
1409,新纖,2037708.0,963.0,31566453.0,15.6,15.6,15.4,15.4,-,0.2,15.4,282,15.45,8,35.81,,,,,,,,,
1410,南染,210440.0,99.0,7754809.0,37.0,37.2,36.7,36.85,-,0.15,36.8,24,36.85,2,61.42,,,,,,,,,
1413,宏洲,51507.0,46.0,467902.0,9.15,9.15,9.02,9.04,-,0.12,9.03,1,9.14,2,0.0,,,,,,,,,
1414,東和,950449.0,566.0,18541084.0,20.05,20.1,19.25,19.25,-,0.8,19.25,37,19.30,1,275.0,,,,,,,,,
1416,廣豐,440191.0,311.0,5400433.0,12.3,12.4,12.1,12.2,-,0.1,12.2,24,12.25,4,20.68,,,,,,,,,
1417,嘉裕,111294.0,368.0,1333208.0,12.0,12.05,11.95,12.0,-,0.05,11.95,11,12.00,24,37.5,,,,,,,,,
1418,東華,63037.0,85.0,1818515.0,28.7,29.3,28.55,29.0,+,0.3,29.0,6,29.20,1,54.72,,,,,,,,,
1419,新紡,38502.0,34.0,1745637.0,45.5,45.5,45.3,45.3,-,0.45,45.3,6,45.55,1,20.97,,,,,,,,,
1423,利華,141539.0,219.0,4406355.0,31.1,31.3,31.1,31.15,+,0.1,31.15,1,31.20,4,32.79,,,,,,,,,
