symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,29399423.0,10984.0,946064596.0,32.4,32.55,32.05,32.1,+,0.25,32.1,451,32.15,112,31.16,,,,,,,,,
1102,亞泥,5280588.0,1906.0,213069817.0,40.1,40.45,40.0,40.45,+,0.35,40.4,73,40.45,85,14.09,,,,,,,,,
1103,嘉泥,487132.0,501.0,8671480.0,17.85,18.0,17.7,17.7,-,0.15,17.7,78,17.80,1,68.08,,,,,,,,,
1104,環泥,1161464.0,958.0,34374648.0,29.3,29.75,29.25,29.7,+,0.45,29.65,4,29.70,156,8.87,,,,,,,,,
1108,幸福,646869.0,307.0,10156669.0,15.55,15.75,15.55,15.75,+,0.2,15.7,30,15.75,75,8.56,,,,,,,,,
1109,信大,448080.0,215.0,7982846.0,17.75,17.9,17.75,17.85,+,0.2,17.8,16,17.85,6,10.5,,,,,,,,,
1110,東泥,69466.0,54.0,1245221.0,17.9,18.0,17.85,17.9,-,0.1,17.9,2,17.95,1,38.09,,,,,,,,,
1201,味全,704948.0,527.0,13304173.0,18.75,19.0,18.7,18.9,+,0.15,18.9,14,18.95,1,67.5,,,,,,,,,
1203,味王,15389.0,97.0,829477.0,54.2,54.4,53.8,54.4,,0.0,53.7,2,54.10,2,31.63,,,,,,,,,
1210,大成,1159126.0,2651.0,67824341.0,58.6,58.9,58.3,58.4,-,0.1,58.4,108,58.70,10,13.27,,,,,,,,,
1213,大飲,63594.0,26.0,447388.0,7.04,7.1,7.0,7.04,-,0.01,7.03,10,7.13,65,0.0,,,,,,,,,
1215,卜蜂,343125.0,662.0,33350069.0,97.3,97.7,96.8,97.1,+,0.1,97.1,1,97.40,2,14.07,,,,,,,,,
1216,統一,10783567.0,4037.0,824092487.0,75.0,76.7,75.0,76.7,+,1.4,76.5,11,76.70,90,22.56,,,,,,,,,
1217,愛之味,657145.0,503.0,7793465.0,11.9,11.9,11.8,11.85,,0.0,11.85,1,11.90,76,35.91,,,,,,,,,
1218,泰山,1005977.0,705.0,21162925.0,20.75,21.25,20.75,21.2,+,0.45,21.2,9,21.25,38,1.98,,,,,,,,,
1219,福壽,250729.0,213.0,4741543.0,18.9,19.0,18.85,18.9,,0.0,18.9,13,18.95,9,25.2,,,,,,,,,
1220,台榮,61451.0,92.0,854676.0,13.9,14.0,13.8,13.9,,0.0,13.9,12,13.95,14,31.59,,,,,,,,,
1225,福懋油,13734.0,28.0,761482.0,55.3,55.6,55.1,55.6,+,0.6,55.3,2,55.60,1,48.77,,,,,,,,,
1227,佳格,463428.0,427.0,17507773.0,37.8,38.0,37.7,37.7,-,0.1,37.7,139,37.85,3,29.0,,,,,,,,,
1229,聯華,1673644.0,1365.0,109101617.0,64.5,65.6,64.5,65.5,+,0.9,65.2,34,65.50,15,25.89,,,,,,,,,
1231,聯華食,129239.0,356.0,11264344.0,86.9,87.5,86.9,86.9,-,0.3,86.9,9,87.30,1,28.21,,,,,,,,,
1232,大統益,97770.0,251.0,14175923.0,144.5,145.5,144.5,144.5,,0.0,144.5,10,145.00,2,19.19,,,,,,,,,
1233,天仁,10014.0,22.0,348285.0,34.8,34.8,34.7,34.8,,0.0,34.8,3,34.85,1,30.26,,,,,,,,,
1234,黑松,208200.0,155.0,8325735.0,39.9,40.1,39.9,39.95,+,0.05,39.95,9,40.00,2,16.65,,,,,,,,,
1235,興泰,15014.0,23.0,1254879.0,83.3,84.2,83.3,84.2,+,0.2,84.0,2,84.40,2,52.3,,,,,,,,,
1236,宏亞,41435.0,85.0,1005104.0,24.3,24.4,24.1,24.35,-,0.05,24.15,7,24.35,1,135.28,,,,,,,,,
1240,茂生農經,48078.0,63.0,2400493.0,50.0,50.1,49.8,49.8,,-0.05,49.75,5,49.80,1,17.79,49.93,39370158,49.80,54.70,44.85,2.7,112.0,2.41,1.54
1256,鮮活果汁-KY,18439.0,425.0,4696179.0,253.0,255.5,252.5,255.0,-,4.0,255.0,1,257.00,3,17.3,,,,,,,,,
1259,安心,12453.0,39.0,940394.0,75.4,75.9,75.2,75.6,,0.1,75.40,3,75.50,1,13.8,75.52,32389500,75.60,83.10,68.10,1.8,112.0,3.44,1.01
1264,德麥,10153.0,126.0,3044502.0,300.0,300.0,299.5,299.5,,1.0,299.00,1,299.50,1,16.55,299.86,37064367,299.50,329.00,270.00,14.0,112.0,4.01,3.68
1268,漢來美食,90717.0,113.0,13981107.0,151.5,155.0,151.5,154.5,,2.0,154.00,4,154.50,1,20.3,154.12,42223730,154.50,169.50,139.50,3.0,111.0,1.94,3.03
1301,台塑,9951120.0,4472.0,713790786.0,71.8,72.2,71.5,71.7,-,0.1,71.7,219,71.80,80,159.33,,,,,,,,,
1303,南亞,11146475.0,5304.0,660905602.0,58.9,59.7,58.5,59.7,+,0.8,59.6,140,59.70,132,86.52,,,,,,,,,
1304,台聚,722402.0,613.0,13144296.0,18.15,18.4,18.1,18.2,,0.0,18.2,40,18.30,20,29.84,,,,,,,,,
1305,華夏,880431.0,501.0,17903588.0,20.3,20.55,20.25,20.35,+,0.05,20.35,1,20.40,7,36.34,,,,,,,,,
1307,三芳,283626.0,243.0,7507162.0,26.4,26.7,26.35,26.7,+,0.3,26.65,2,26.70,2,15.61,,,,,,,,,
1308,亞聚,656513.0,796.0,14359607.0,21.9,22.05,21.75,22.05,+,0.2,21.95,5,22.05,16,22.97,,,,,,,,,
1309,台達化,481027.0,525.0,8032385.0,16.7,16.85,16.6,16.8,+,0.05,16.8,6,16.85,8,0.0,,,,,,,,,
1310,台苯,318916.0,560.0,4533287.0,14.2,14.3,14.15,14.25,+,0.05,14.25,2,14.30,23,0.0,,,,,,,,,
1312,國喬,1817569.0,1455.0,25682102.0,14.1,14.2,14.05,14.15,+,0.05,14.15,27,14.20,123,0.0,,,,,,,,,
1313,聯成,1763062.0,873.0,25895816.0,14.75,14.8,14.55,14.65,-,0.15,14.65,102,14.75,22,0.0,,,,,,,,,
1314,中石化,10616329.0,3510.0,99880876.0,9.43,9.44,9.38,9.4,-,0.04,9.4,316,9.41,41,0.0,,,,,,,,,
1315,達新,11600.0,61.0,835315.0,72.0,72.0,72.0,72.0,,0.0,71.9,2,72.10,1,16.82,,,,,,,,,
1316,上曜,63476902.0,19029.0,1308804122.0,19.8,21.0,19.4,21.0,+,1.9,21.0,404,--,0,0.0,,,,,,,,,
1319,東陽,8650134.0,7387.0,856679976.0,97.7,101.0,96.9,98.9,-,0.2,98.9,66,99.00,15,22.79,,,,,,,,,
1321,大洋,293240.0,85.0,10561738.0,36.05,36.15,35.95,36.0,-,0.1,35.95,13,36.00,3,97.3,,,,,,,,,
1323,永裕,55118.0,22.0,1715517.0,31.15,31.15,31.1,31.1,-,0.05,31.1,24,31.15,16,33.44,,,,,,,,,
1324,地球,79125.0,90.0,1322416.0,16.5,16.8,16.5,16.7,,0.0,16.7,6,16.80,1,29.3,,,,,,,,,
1325,恆大,1514753.0,1050.0,52426236.0,34.45,35.65,34.15,34.3,+,0.4,34.3,11,34.35,3,87.95,,,,,,,,,
1326,台化,8005475.0,2813.0,455546907.0,56.6,57.2,56.2,57.2,+,1.1,57.1,4,57.20,476,357.5,,,,,,,,,
1336,台翰,105365.0,88.0,2320608.0,22.1,22.3,21.8,22.3,,0.2,22.30,2,22.45,7,18.43,22.02,78818419,22.30,24.50,20.10,0.41,112.0,1.84,0.96
1337,再生-KY,548119.0,436.0,4274823.0,7.69,7.86,7.69,7.76,+,0.08,7.76,1,7.77,3,0.0,,,,,,,,,
1338,廣華-KY,58406.0,165.0,2240393.0,38.45,38.55,38.05,38.35,-,0.05,38.3,3,38.40,2,0.0,,,,,,,,,
1339,昭輝,782214.0,818.0,56592514.0,72.6,73.0,71.5,72.1,+,1.0,72.1,1,72.30,8,16.61,,,,,,,,,
