symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,23247115.0,10558.0,761805523.0,32.5,32.95,32.45,32.7,+,0.25,32.65,324,32.70,156,31.75,,,,,,,,,
1102,亞泥,5701770.0,3513.0,242086927.0,42.1,42.65,42.1,42.5,+,0.5,42.45,4,42.50,142,13.84,,,,,,,,,
1103,嘉泥,572844.0,331.0,10225757.0,17.65,18.0,17.65,17.85,+,0.2,17.85,158,17.90,21,148.75,,,,,,,,,
1104,環泥,2984324.0,1868.0,98343121.0,33.2,33.2,32.7,32.95,-,0.5,32.95,17,33.00,12,10.53,,,,,,,,,
1108,幸福,2237992.0,802.0,37089975.0,16.6,16.65,16.45,16.5,+,0.05,16.50,116,16.55,299,12.69,,,,,,,,,
1109,信大,1259498.0,733.0,25197439.0,19.85,20.15,19.75,20.0,+,0.25,20.00,87,20.05,1,9.95,,,,,,,,,
1110,東泥,115437.0,78.0,2126255.0,18.5,18.6,18.3,18.35,-,0.05,18.35,11,18.40,8,70.58,,,,,,,,,
1201,味全,133452.0,209.0,2530608.0,18.9,19.0,18.9,19.0,+,0.1,18.95,1,19.00,25,35.85,,,,,,,,,
1203,味王,17542.0,107.0,872448.0,49.85,49.9,49.5,49.85,,0.0,49.45,1,49.90,2,27.69,,,,,,,,,
1210,大成,1658532.0,1694.0,96370556.0,58.1,58.3,57.8,58.0,,0.0,58.00,271,58.10,1,12.06,,,,,,,,,
1213,大飲,30041.0,23.0,215582.0,7.2,7.21,7.12,7.12,-,0.07,7.12,19,7.19,6,0.0,,,,,,,,,
1215,卜蜂,259689.0,552.0,28551633.0,110.5,111.0,109.5,109.5,-,1.0,109.50,82,110.00,7,14.22,,,,,,,,,
1216,統一,5120209.0,3674.0,391843011.0,76.1,76.7,76.1,76.4,-,0.1,76.40,21,76.50,42,23.65,,,,,,,,,
1217,愛之味,670842.0,591.0,8041829.0,11.95,12.05,11.95,12.0,+,0.05,11.95,101,12.00,84,29.27,,,,,,,,,
1218,泰山,921799.0,629.0,20257272.0,22.1,22.2,21.75,21.8,-,0.2,21.80,70,21.85,9,0.0,,,,,,,,,
1219,福壽,341850.0,258.0,6445105.0,18.9,18.9,18.8,18.9,+,0.05,18.85,16,18.90,46,20.11,,,,,,,,,
1220,台榮,274062.0,186.0,4200604.0,15.25,15.45,15.25,15.3,+,0.1,15.25,23,15.30,1,20.13,,,,,,,,,
1225,福懋油,3213.0,13.0,181692.0,56.5,56.6,56.5,56.6,-,0.1,56.50,1,56.80,1,35.38,,,,,,,,,
1227,佳格,441213.0,428.0,17036722.0,38.7,38.75,38.5,38.75,+,0.05,38.70,1,38.75,3,28.7,,,,,,,,,
1229,聯華,658357.0,926.0,44853405.0,68.0,68.6,67.9,68.0,+,0.2,67.90,110,68.00,14,25.76,,,,,,,,,
1231,聯華食,128178.0,499.0,12567844.0,98.2,98.5,97.8,97.8,-,0.4,97.80,4,97.90,2,24.89,,,,,,,,,
1232,大統益,39650.0,151.0,5787341.0,146.0,146.0,145.5,146.0,,0.0,146.00,4,146.50,6,19.39,,,,,,,,,
1233,天仁,12245.0,50.0,415347.0,33.95,34.1,33.8,33.85,+,0.05,33.85,3,33.90,1,31.93,,,,,,,,,
1234,黑松,236608.0,215.0,9923575.0,42.0,42.15,41.85,41.9,-,0.15,41.85,28,41.90,10,17.75,,,,,,,,,
1235,興泰,6050.0,4.0,500930.0,82.7,82.9,82.7,82.7,-,0.2,82.50,3,82.90,2,31.69,,,,,,,,,
1236,宏亞,45913.0,84.0,1072440.0,23.55,23.6,23.0,23.4,-,0.05,23.35,9,23.50,2,130.0,,,,,,,,,
1240,茂生農經,52642.0,68.0,2786900.0,52.5,53.2,52.5,53.2,,0.7,53.00,1,53.20,2,12.91,52.94,39370158,53.20,58.50,47.90,2.7,112.0,5.08,1.55
1256,鮮活果汁-KY,4031.0,76.0,944063.0,233.5,233.5,233.5,233.5,-,1.0,234.00,4,235.50,1,18.82,,,,,,,,,
1259,安心,21861.0,39.0,1640815.0,75.0,75.5,74.8,74.8,,-0.1,75.00,1,75.50,13,14.47,75.06,32389500,74.80,82.20,67.40,1.8,112.0,2.41,1.02
1264,德麥,13490.0,132.0,4114251.0,304.5,305.0,304.5,304.5,,0.0,305.00,4,305.50,3,16.69,304.99,37064367,304.50,334.50,274.50,14.0,112.0,4.6,3.58
1268,漢來美食,58099.0,89.0,8970061.0,154.0,155.5,153.5,154.0,,0.0,154.00,5,154.50,6,20.24,154.39,42223730,154.00,169.00,139.00,3.0,111.0,1.95,3.02
1301,台塑,7614473.0,6017.0,548336628.0,71.8,72.4,71.5,72.0,+,0.5,72.00,7,72.10,30,62.61,,,,,,,,,
1303,南亞,6227317.0,4291.0,363994655.0,58.8,58.9,58.2,58.3,-,0.3,58.30,88,58.40,66,72.88,,,,,,,,,
1304,台聚,1697899.0,1082.0,28145322.0,16.6,16.7,16.45,16.5,-,0.1,16.50,174,16.55,22,0.0,,,,,,,,,
1305,華夏,1642607.0,954.0,31366426.0,19.0,19.25,18.9,19.1,+,0.1,19.05,15,19.10,3,32.37,,,,,,,,,
1307,三芳,793439.0,632.0,23881472.0,30.4,30.45,29.65,29.7,-,0.7,29.70,4,29.75,5,15.55,,,,,,,,,
1308,亞聚,766075.0,766.0,15158991.0,19.75,19.9,19.7,19.75,-,0.05,19.70,85,19.75,1,98.75,,,,,,,,,
1309,台達化,509732.0,462.0,8233279.0,16.2,16.3,16.05,16.15,,0.0,16.15,1,16.20,14,0.0,,,,,,,,,
1310,台苯,460485.0,531.0,6238951.0,13.55,13.6,13.5,13.5,-,0.05,13.50,15,13.55,42,0.0,,,,,,,,,
1312,國喬,1824381.0,952.0,24908982.0,13.65,13.75,13.55,13.7,+,0.15,13.65,9,13.70,67,0.0,,,,,,,,,
