symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日參考價,次日漲停價,次日跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1264,德麥,8161,176,2484718,304.0,304.0,304.0,304.0,,0.0,304.0,2,304.5,1,16.67,304.46,"37,064,367",304.0,334.0,274.0,14.0,112.0,4.61,3.57
1268,漢來美食,99406,139,15351540,156.0,156.0,153.5,154.5,,-1.5,154.0,2,154.5,2,20.3,154.43,"42,223,730",154.5,169.5,139.5,3.0,111.0,1.94,3.03
1301,台塑,5500640,5774,388113552,70.9,71.0,69.9,70.8,-,0.1,70.70,58,70.80,21,61.57,,,,,,,,,
1303,南亞,5582800,4680,319257268,57.4,57.4,56.6,57.4,-,0.1,57.30,54,57.40,7,71.75,,,,,,,,,
1304,台聚,1299948,1037,21014545,16.35,16.4,16.1,16.15,-,0.15,16.15,26,16.20,37,0.0,,,,,,,,,
1305,華夏,2614949,1402,49416449,19.0,19.15,18.7,18.85,+,0.1,18.85,3,18.90,27,31.95,,,,,,,,,
1307,三芳,1168167,851,34108671,29.35,29.6,28.95,29.25,-,0.2,29.20,13,29.25,3,15.31,,,,,,,,,
1308,亞聚,1173180,951,22877927,19.6,19.7,19.35,19.45,-,0.1,19.40,50,19.45,6,97.25,,,,,,,,,
1309,台達化,387243,373,6086149,15.85,15.85,15.65,15.7,-,0.1,15.65,14,15.70,6,0.0,,,,,,,,,
1310,台苯,293999,337,3939283,13.5,13.5,13.35,13.4,-,0.05,13.35,58,13.40,25,0.0,,,,,,,,,
1312,國喬,1621199,1309,21693375,13.55,13.55,13.3,13.35,-,0.2,13.35,15,13.40,89,0.0,,,,,,,,,
1313,聯成,1036564,518,13859054,13.45,13.45,13.3,13.3,-,0.1,13.30,11,13.35,9,0.0,,,,,,,,,
1314,中石化,21777234,5291,208408327,9.51,9.63,9.46,9.6,+,0.12,9.59,164,9.60,81,0.0,,,,,,,,,
1315,達新,41163,63,3014316,72.9,73.4,72.9,73.2,+,0.3,73.20,1,73.40,10,20.0,,,,,,,,,
1316,上曜,10475991,4511,208542023,20.05,20.15,19.7,19.95, ,0.0,19.95,51,20.00,262,0.0,,,,,,,,,
1319,東陽,6836662,5109,853384911,123.0,128.0,122.0,123.5,+,0.5,123.00,98,123.50,32,24.22,,,,,,,,,
1321,大洋,143007,70,4950440,34.6,34.8,34.5,34.7,+,0.05,34.65,1,34.70,3,39.43,,,,,,,,,
1323,永裕,14197,35,439856,31.2,31.2,30.9,30.95,-,0.05,30.95,1,31.00,10,33.28,,,,,,,,,
1324,地球,260535,266,3807008,14.55,14.8,14.5,14.55, ,0.0,14.55,5,14.60,5,27.45,,,,,,,,,
1325,恆大,341484,308,10054320,29.9,29.9,29.3,29.35,-,0.4,29.35,16,29.45,3,139.76,,,,,,,,,
1326,台化,2929638,1979,163251804,56.0,56.0,55.5,55.9,-,0.2,55.80,5,55.90,4,38.29,,,,,,,,,
1336,台翰,610701,294,12173486,20.25,20.25,19.8,19.95,,-0.25,19.85,2,19.95,91,14.35,19.93,"78,818,419",19.95,21.9,18.0,0.41,112.0,2.06,0.89
1337,再生-KY,126606,241,905712,7.15,7.19,7.13,7.13,-,0.02,7.13,17,7.15,1,0.0,,,,,,,,,
1338,廣華-KY,62823,97,2251293,35.75,35.9,35.7,35.75,+,0.05,35.70,9,35.75,4,0.0,,,,,,,,,
1339,昭輝,255642,473,17903319,69.8,70.6,69.6,69.8, ,0.0,69.80,5,69.90,6,11.87,,,,,,,,,
1340,勝悅-KY,121653,276,1224661,10.05,10.15,9.99,10.15,+,0.16,10.05,6,10.15,4,0.0,,,,,,,,,
1341,富林-KY,48481,59,3092406,63.6,64.9,63.5,63.5,-,0.2,63.50,5,63.60,1,14.27,,,,,,,,,
1342,八貫,684211,682,95392873,141.0,142.5,138.0,138.5,-,1.5,138.50,15,139.00,10,18.64,,,,,,,,,
1402,遠東新,2525369,1735,83435682,33.15,33.15,32.85,33.15,-,0.1,33.10,46,33.15,123,21.53,,,,,,,,,
1409,新纖,1289450,650,20408585,15.85,15.9,15.75,15.9,+,0.1,15.85,10,15.90,37,33.83,,,,,,,,,
1410,南染,47151,54,1680810,35.8,35.9,35.55,35.8,+,0.2,35.60,2,35.80,1,149.17,,,,,,,,,
1413,宏洲,28498,18,256356,9.0,9.03,8.97,9.03, ,0.0,8.98,4,9.04,5,0.0,,,,,,,,,
1414,東和,542459,333,10686028,19.5,20.35,19.4,19.7,+,0.15,19.65,6,19.75,17,131.33,,,,,,,,,
1416,廣豐,662974,404,8042980,12.15,12.2,12.05,12.15, ,0.0,12.10,43,12.15,27,23.82,,,,,,,,,
1417,嘉裕,234654,356,2684325,11.45,11.55,11.4,11.4,-,0.05,11.35,53,11.40,27,0.0,,,,,,,,,
1418,東華,259263,159,8560727,34.0,34.0,32.6,33.2,-,0.3,33.10,2,33.30,9,44.86,,,,,,,,,
1419,新紡,32870,38,1513677,45.65,46.25,45.5,46.15,+,0.1,46.05,2,46.20,1,21.27,,,,,,,,,
1423,利華,127486,155,3980071,31.0,32.0,31.0,31.15,+,0.15,31.10,2,31.30,1,43.87,,,,,,,,,
1432,大魯閣,367590,645,6758544,18.7,18.7,18.3,18.3,-,0.2,18.30,61,18.35,20,27.31,,,,,,,,,
1434,福懋,665703,737,14949712,22.5,22.55,22.35,22.45,-,0.05,22.40,141,22.45,5,86.35,,,,,,,,,
1435,中福,1286,178,63640,49.5,49.5,49.5,49.5, ,0.0,49.30,1,49.50,3,0.0,,,,,,,,,
1436,華友聯,141249,172,15818573,113.0,113.5,111.0,112.0, ,0.0,111.50,3,112.00,10,11.8,,,,,,,,,
1437,勤益控,177193,120,5686034,32.1,32.2,32.05,32.1,-,0.1,32.05,17,32.10,3,11.38,,,,,,,,,
1438,三地開發,187309,335,9008463,48.2,48.5,47.75,48.5,+,0.4,48.05,9,48.50,2,0.0,,,,,,,,,
1439,雋揚,150329,206,4046889,27.9,27.9,26.4,26.4,-,1.5,26.40,3,26.50,1,13.2,,,,,,,,,
1440,南紡,1797920,1020,28064427,15.6,15.7,15.5,15.6, ,0.0,15.55,136,15.60,4,12.28,,,,,,,,,
1441,大東,18580,147,250109,13.5,13.5,13.4,13.4,-,0.1,13.35,4,13.40,17,0.0,,,,,,,,,
1442,名軒,1029536,780,46157370,45.55,45.6,44.3,44.65,-,0.6,44.65,4,44.70,8,9.48,,,,,,,,,
1443,立益物流,34008,24,973674,28.45,28.7,28.45,28.6,+,0.15,28.50,10,28.70,2,22.17,,,,,,,,,
1444,力麗,879029,797,8025454,9.18,9.21,9.11,9.12,-,0.05,9.12,15,9.14,10,0.0,,,,,,,,,
1445,大宇,720138,364,15592086,21.75,21.85,21.5,21.75,+,0.1,21.75,4,21.80,11,2.82,,,,,,,,,
1446,宏和,233656,118,7914573,34.2,34.2,33.35,33.85,-,0.15,33.60,2,33.85,2,42.31,,,,,,,,,
1447,力鵬,1965763,478,15760220,8.07,8.11,7.98,8.03,-,0.02,8.01,100,8.03,15,0.0,,,,,,,,,
1449,佳和,334239,210,6331888,19.1,19.25,18.8,18.95,-,0.15,18.95,18,19.00,4,31.58,,,,,,,,,
1451,年興,254020,157,4899741,19.4,19.4,19.2,19.25,-,0.1,19.25,1,19.30,1,0.0,,,,,,,,,
1452,宏益,115478,117,1894022,16.4,16.45,16.35,16.35, ,0.0,16.30,21,16.35,1,41.92,,,,,,,,,
1453,大將,791596,595,12582932,15.65,16.25,15.55,15.55,+,0.1,15.55,4,15.60,7,27.28,,,,,,,,,
1454,台富,11172,13,179824,16.05,16.15,16.05,16.1, ,0.0,16.10,4,16.15,5,100.62,,,,,,,,,
1455,集盛,6177729,2144,92653043,15.15,15.25,14.6,14.85,-,0.05,14.85,32,14.90,59,0.0,,,,,,,,,
1456,怡華,149515,94,2898320,19.25,19.6,19.0,19.6,+,0.55,19.60,7,19.65,11,392.0,,,,,,,,,
1457,宜進,360595,373,7286780,20.3,20.3,20.1,20.25,+,0.05,20.20,4,20.25,35,7.94,,,,,,,,,
1459,聯發,136097,101,1334427,9.8,9.82,9.77,9.8,+,0.03,9.80,5,9.81,2,140.0,,,,,,,,,
1460,宏遠,2194416,644,18634622,8.44,8.55,8.28,8.5,+,0.15,8.46,3,8.50,20,0.0,,,,,,,,,
1463,強盛,134120,79,2452888,18.1,18.45,18.1,18.4,+,0.2,18.35,12,18.45,8,28.31,,,,,,,,,
1464,得力,118776,247,1535039,12.95,12.95,12.9,12.9,-,0.05,12.90,27,12.95,8,99.23,,,,,,,,,
1465,偉全,136773,125,2072190,15.25,15.25,15.05,15.05,-,0.2,15.05,1,15.15,9,26.88,,,,,,,,,
1466,聚隆,157292,129,2077187,13.4,13.4,13.1,13.2,-,0.2,13.15,9,13.25,15,0.0,,,,,,,,,
1467,南緯,1133512,251,12395748,10.95,11.0,10.85,10.9, ,0.0,10.85,292,10.90,9,0.0,,,,,,,,,
1468,昶和,47088,33,651511,13.95,14.0,13.7,13.85,-,0.15,13.85,1,13.90,3,81.47,,,,,,,,,
1470,大統新創,20383,14,421217,20.7,20.7,20.5,20.5, ,0.0,20.30,5,20.50,1,35.34,,,,,,,,,
1471,首利,404935,299,6542536,16.15,16.3,16.05,16.1,-,0.05,16.10,2,16.20,20,0.0,,,,,,,,,
1472,三洋實業,210836,187,15725506,72.1,77.0,72.1,74.6,+,2.9,74.20,1,74.60,7,22.34,,,,,,,,,
1473,台南,680009,471,21054069,30.85,31.3,30.6,30.85, ,0.0,30.80,1,30.85,2,14.48,,,,,,,,,
1474,弘裕,191801,121,2387116,12.35,12.5,12.35,12.5,+,0.1,12.50,12,12.55,26,0.0,,,,,,,,,
1475,業旺,70002,41,3531900,50.4,50.6,50.0,50.6,+,0.3,50.10,1,50.60,3,12.02,,,,,,,,,
1476,儒鴻,360164,405,196653228,550.0,550.0,543.0,549.0,+,6.0,546.00,1,549.00,7,29.09,,,,,,,,,
1477,聚陽,1835126,1703,691779098,374.5,379.0,374.5,378.5,+,4.0,378.00,3,378.50,8,22.94,,,,,,,,,
1503,士電,4166337,5426,1284011281,310.0,315.0,298.0,308.0,+,1.0,308.00,13,308.50,8,68.29,,,,,,,,,
1504,東元,19526402,12530,1085101597,56.4,56.6,55.1,55.4,-,0.8,55.40,150,55.50,47,20.07,,,,,,,,,
1506,正道,147270,59,2355280,16.05,16.05,15.9,16.05, ,0.0,15.90,44,16.05,8,55.34,,,,,,,,,
1512,瑞利,17784,35,183484,10.35,10.6,10.2,10.55,-,0.2,10.30,1,10.55,1,263.75,,,,,,,,,
1513,中興電,18348160,13579,3287144499,179.5,182.0,176.5,178.5,+,1.0,178.50,146,179.00,41,55.61,,,,,,,,,
1514,亞力,7576783,5757,820080921,110.5,110.5,106.0,108.5,-,0.5,108.00,69,108.50,5,35.23,,,,,,,,,
1515,力山,4160494,2984,200658226,50.2,50.2,46.65,47.0,-,3.4,47.00,64,47.05,8,27.65,,,,,,,,,
1516,川飛,102569,424,1692238,16.55,16.55,16.4,16.5,+,0.05,16.50,2,16.55,2,48.53,,,,,,,,,
1517,利奇,308010,319,4952744,16.15,16.2,16.0,16.05,-,0.1,16.05,48,16.10,2,0.0,,,,,,,,,
1519,華城,706480,1470,545905220,750.0,792.0,744.0,792.0,+,52.0,790.00,5,792.00,1,80.24,,,,,,,,,
1521,大億,63983,106,2552684,40.05,40.15,39.75,39.9,-,0.35,39.85,2,39.90,1,71.25,,,,,,,,,
1522,堤維西,24040647,16608,1440347240,60.3,61.5,59.0,59.1,-,0.3,59.10,355,59.20,13,18.47,,,,,,,,,
1524,耿鼎,9899222,6277,370659693,37.2,38.15,36.7,37.45,+,0.4,37.45,22,37.50,27,17.58,,,,,,,,,
1525,江申,47327,99,3476121,74.0,74.0,73.2,73.6,-,0.6,73.40,2,74.00,2,13.38,,,,,,,,,
1526,日馳,85225,217,2881979,33.9,33.9,33.7,33.85,-,0.05,33.85,5,33.95,2,44.54,,,,,,,,,
1527,鑽全,387879,525,16488815,43.15,43.15,42.3,42.45,-,0.25,42.45,1,42.50,2,15.9,,,,,,,,,
1528,恩德,1053974,541,13380968,12.85,12.85,12.5,12.85,+,0.15,12.80,15,12.85,12,0.0,,,,,,,,,
1529,樂事綠能,1159031,826,39062630,34.05,34.15,33.5,33.6,-,0.35,33.60,60,33.65,5,36.52,,,,,,,,,
1530,亞崴,39103,69,1268519,32.4,32.5,32.4,32.4,+,0.05,32.35,11,32.45,1,14.86,,,,,,,,,
1531,高林股,41956,137,554251,13.25,13.25,13.15,13.2, ,0.0,13.20,2,13.25,3,165.0,,,,,,,,,
1532,勤美,1583334,911,58906105,37.6,37.6,37.0,37.4,-,0.15,37.40,2,37.45,11,14.67,,,,,,,,,
1533,車王電,96102,97,4650080,48.4,49.0,48.15,48.4,-,0.05,48.35,1,48.40,1,0.0,,,,,,,,,
1535,中宇,662249,677,48282123,73.6,73.9,71.9,73.4,-,1.1,73.40,2,73.80,1,16.31,,,,,,,,,
1536,和大,1088410,1436,56838618,53.0,53.0,51.9,52.0,-,0.8,51.90,35,52.00,2,44.44,,,,,,,,,
1537,廣隆,99845,120,13958874,140.5,140.5,139.5,140.0,-,0.5,139.50,3,140.00,42,18.87,,,,,,,,,
1538,正峰,30010,18,573092,19.0,19.5,19.0,19.2,+,0.2,18.90,2,19.00,10,0.0,,,,,,,,,
1539,巨庭,531857,355,13470896,24.75,25.8,24.6,25.6,+,0.85,25.55,22,25.60,9,26.67,,,,,,,,,
1540,喬福,418517,361,7924729,18.9,19.05,18.85,18.9,+,0.1,18.90,18,18.95,11,14.54,,,,,,,,,
1541,錩泰,10100,11,320250,31.55,31.8,31.55,31.8,+,0.05,31.70,6,31.95,2,21.78,,,,,,,,,
1558,伸興,47418,240,4679349,98.8,98.8,98.6,98.6,-,0.2,98.60,12,98.70,1,25.88,,,,,,,,,
1560,中砂,13945803,16328,3922091173,272.0,294.0,269.5,272.5,+,2.0,272.50,12,273.00,103,46.34,,,,,,,,,
1565,精華,96873,612,18480129,191.5,191.5,190.5,190.5,,-1.0,190.5,5,191.0,2,17.59,190.77,"50,416,516",190.5,209.5,171.5,7.0,112.0,3.67,1.57
1568,倉佑,461180,260,14259450,31.2,31.2,30.75,30.75,-,0.15,30.75,6,30.80,5,11.52,,,,,,,,,
1569,濱川,2567886,521,62496636,24.75,25.75,24.75,25.15,,0.4,25.15,9,25.2,16,,24.34,"121,447,441",25.15,27.65,22.65,1.0,112.0,3.98,0.97
1570,力肯,1225272,461,44472790,33.75,36.95,33.75,36.95,,3.35,36.95,276,0.0,0,102.64,36.3,"51,500,839",36.95,40.6,33.3,1.0,112.0,2.71,2.12
1580,新麥,163426,153,26175752,159.0,162.0,158.5,159.0,,-0.5,159.0,9,159.5,1,13.24,160.17,"50,230,242",159.0,174.5,143.5,9.0,112.0,5.66,2.8
1582,信錦,4974561,3756,437258578,89.3,89.8,86.6,87.2,-,1.9,87.20,37,87.30,1,19.12,,,,,,,,,
1583,程泰,61121,59,4624092,75.8,76.5,75.3,75.3,-,0.5,75.30,18,75.40,1,11.66,,,,,,,,,
1584,精剛,2174751,1184,76731689,35.6,35.6,35.1,35.2,,-0.35,35.2,1,35.25,11,11.69,35.28,"192,470,533",35.2,38.7,31.7,1.5,112.0,4.26,1.83
1586,和勤,120337,107,3860900,32.1,32.3,31.95,32.05,,0.0,31.95,1,32.1,2,,32.08,"86,312,302",32.05,35.25,28.85,0.13,112.0,0.41,1.78
1587,吉茂,6477732,2929,228306391,33.5,36.05,33.25,36.05,+,3.25,36.05,"10,977",--,0,59.1,,,,,,,,,
1589,永冠-KY,646851,810,33058782,51.5,51.6,50.9,51.0,-,0.5,51.00,25,51.10,7,0.0,,,,,,,,,
1590,亞德客-KY,662878,1096,749553605,,,,,-,25.0,"1,120.00",25,"1,125.00",1,32.3,,,,,,,,,
1591,駿吉-KY,396870,298,25673007,65.5,65.5,64.1,64.3,,-1.1,64.3,5,64.4,5,,64.69,"34,798,047",64.3,70.7,57.9,0.0,112.0,0.78,5.24
1593,祺驊,20905,52,980085,46.75,47.0,46.75,46.9,,-0.1,46.85,3,46.95,1,36.64,46.88,"39,784,772",46.9,51.5,42.25,1.6,112.0,3.41,1.44
1595,川寶,23030,23,832334,35.95,36.2,35.95,36.2,,0.1,36.0,6,36.1,1,34.81,36.14,"47,807,134",36.2,39.8,32.6,1.0,112.0,2.76,0.65
1597,直得,664064,607,48593210,72.7,74.0,72.2,72.9,+,0.9,72.90,1,73.00,7,65.09,,,,,,,,,
1598,岱宇,95888,106,2944879,30.9,30.9,30.6,30.65,-,0.25,30.65,2,30.70,7,0.0,,,,,,,,,
1599,宏佳騰,33416,279,1071833,32.1,32.1,32.0,32.1,,-0.05,32.05,1,32.15,1,,32.08,"74,528,764",32.1,35.3,28.9,0.0,112.0,0.0,1.23
1603,華電,5626578,3318,238480787,43.1,43.55,41.85,42.0,-,1.05,42.00,21,42.05,21,14.05,,,,,,,,,
1604,聲寶,991472,776,29747725,29.9,30.15,29.85,30.05,+,0.2,30.00,111,30.05,2,15.02,,,,,,,,,
1605,華新,11729361,6336,431836462,37.3,37.35,36.65,36.7,-,0.6,36.70,117,36.75,1,28.9,,,,,,,,,
1608,華榮,13646637,6216,406663282,30.15,30.2,29.35,30.0,+,0.05,29.95,178,30.00,183,13.45,,,,,,,,,
1609,大亞,22248788,13288,936369560,42.7,42.9,41.7,41.75,-,0.85,41.75,57,41.80,106,11.04,,,,,,,,,
1611,中電,793749,596,13472657,17.1,17.15,16.9,16.95,-,0.1,16.90,49,16.95,12,36.85,,,,,,,,,
1612,宏泰,2885059,1757,88930095,31.15,31.15,30.65,30.95, ,0.0,30.90,2,30.95,24,15.55,,,,,,,,,
1614,三洋電,28562,43,1129219,39.75,39.75,39.3,39.5,-,0.15,39.45,3,39.60,4,31.85,,,,,,,,,
1615,大山,337142,247,19280872,57.2,57.6,57.0,57.1,-,0.4,57.10,19,57.40,5,17.79,,,,,,,,,
1616,億泰,1929516,1239,41168054,21.6,21.7,21.1,21.5,-,0.1,21.40,1,21.50,18,18.07,,,,,,,,,
1617,榮星,4739858,1351,93470171,18.2,19.85,18.15,19.85,+,1.8,19.85,262,--,0,220.56,,,,,,,,,
1618,合機,3557779,2399,132122807,37.65,37.75,36.8,37.2,-,0.25,37.15,2,37.20,35,18.51,,,,,,,,,
1626,艾美特-KY,80958,102,1300774,16.1,16.2,16.0,16.1, ,0.0,16.10,6,16.15,26,94.71,,,,,,,,,
1701,中化,287859,223,6573640,22.85,22.95,22.75,22.8,-,0.05,22.75,31,22.80,19,21.11,,,,,,,,,
1702,南僑,843217,1024,49103513,58.9,58.9,57.9,58.5,-,0.1,58.50,1,58.60,25,13.93,,,,,,,,,
1707,葡萄王,314884,462,50538091,160.5,161.0,159.5,160.5,+,0.5,160.50,14,161.00,21,16.36,,,,,,,,,
1708,東鹼,338109,357,10504163,31.05,31.15,31.0,31.0, ,0.0,31.00,11,31.05,4,0.0,,,,,,,,,
1709,和益,257009,532,5049750,19.7,19.7,19.6,19.6,-,0.05,19.60,35,19.65,19,22.27,,,,,,,,,
1710,東聯,924051,554,16650909,18.1,18.1,17.95,18.05,-,0.05,18.00,20,18.05,78,60.17,,,,,,,,,
1711,永光,3363598,1660,68687772,20.05,20.75,20.0,20.45,+,0.4,20.45,20,20.50,46,127.81,,,,,,,,,
1712,興農,245410,310,9538691,38.9,38.95,38.7,38.95,+,0.05,38.90,1,38.95,2,15.58,,,,,,,,,
1713,國化,1166410,629,57651692,47.65,51.0,47.35,49.95,+,2.5,49.90,3,49.95,11,21.53,,,,,,,,,
1714,和桐,1096968,389,9601600,8.75,8.8,8.73,8.75, ,0.0,8.75,48,8.77,10,14.58,,,,,,,,,
1717,長興,14665184,7641,481227597,31.9,33.3,31.8,32.7,+,0.85,32.70,137,32.75,81,25.55,,,,,,,,,
1718,中纖,1300823,887,9465356,7.28,7.31,7.25,7.27,-,0.05,7.27,7,7.28,9,0.0,,,,,,,,,
1720,生達,367665,302,24424952,66.6,66.6,66.2,66.4, ,0.0,66.40,1,66.50,8,14.22,,,,,,,,,
1721,三晃,974912,958,14639286,15.15,15.15,14.8,15.15,+,0.1,15.10,15,15.15,37,0.0,,,,,,,,,
1722,台肥,1855523,1109,118103258,63.4,64.0,63.2,63.9,+,0.6,63.80,33,63.90,7,15.98,,,,,,,,,
1723,中碳,683125,635,80901603,119.5,119.5,118.0,118.0,-,1.0,118.00,99,118.50,11,19.09,,,,,,,,,
1725,元禎,4809609,3334,185313535,39.5,40.6,36.55,36.7,-,0.25,36.65,22,36.70,4,33.36,,,,,,,,,
1726,永記,29004,143,2305714,79.8,79.8,79.1,79.4,-,0.4,79.40,1,79.50,3,15.48,,,,,,,,,
1727,中華化,954782,693,28831428,30.5,30.75,29.9,30.2, ,0.0,30.15,7,30.30,2,81.62,,,,,,,,,
1730,花仙子,37642,46,2135393,56.7,56.8,56.6,56.7, ,0.0,56.70,7,56.80,3,15.53,,,,,,,,,
1731,美吾華,574566,421,15071641,26.75,26.75,26.05,26.2,-,0.4,26.15,14,26.25,1,20.63,,,,,,,,,
1732,毛寶,187076,234,5320385,28.75,28.75,28.0,28.6,+,0.05,28.50,11,28.60,10,0.0,,,,,,,,,
1733,五鼎,270122,323,9193624,34.15,34.25,33.9,34.0,-,0.1,34.00,1,34.05,3,29.31,,,,,,,,,
1734,杏輝,707940,662,25972485,36.65,36.8,36.6,36.75,+,0.2,36.70,3,36.75,23,16.41,,,,,,,,,
1735,日勝化,20072,58,342883,17.2,17.2,17.0,17.0,-,0.3,17.00,5,17.05,1,22.37,,,,,,,,,
1736,喬山,297120,467,20899423,71.7,71.7,69.8,70.2,-,1.3,70.10,11,70.20,1,30.0,,,,,,,,,
1737,臺鹽,229957,388,7788624,33.9,34.0,33.75,33.75,-,0.15,33.70,47,33.85,2,22.5,,,,,,,,,
1742,台蠟,130233,60,2204815,16.85,17.05,16.8,17.0,,0.1,16.95,2,17.0,1,41.46,16.93,"93,559,300",17.0,18.7,15.3,0.0,112.0,0.0,1.21
1752,南光,121687,124,5689009,47.0,47.0,46.6,46.75,-,0.25,46.70,1,46.75,5,23.85,,,,,,,,,
1760,寶齡富錦,601921,588,67329327,112.0,113.0,111.0,112.5,+,1.5,112.00,15,112.50,5,125.0,,,,,,,,,
1762,中化生,321274,591,15674315,49.25,49.5,48.45,48.75,-,0.5,48.65,3,48.75,3,14.25,,,,,,,,,
1773,勝一,900593,2408,164565175,183.0,184.5,180.5,183.5,+,2.0,183.50,26,184.00,12,29.08,,,,,,,,,
1776,展宇,7459,14,128001,17.15,17.2,17.1,17.2,+,0.05,17.15,7,17.30,7,40.0,,,,,,,,,
1777,生泰,10670,26,896525,84.1,84.2,84.0,84.0,,-0.1,83.9,3,84.2,1,14.92,84.02,"44,591,713",84.0,92.4,75.6,3.5,112.0,4.17,1.62
1781,合世,94085,129,1493060,15.8,16.0,15.8,15.85,,0.1,15.85,9,15.9,4,,15.87,"47,407,605",15.85,17.4,14.3,0.0,112.0,0.0,2.24
1783,和康生,219092,497,10251336,46.7,47.55,46.15,46.3,-,0.25,46.25,5,46.40,2,24.89,,,,,,,,,
1784,訊聯,324719,371,20842763,63.0,65.7,62.6,65.3,,2.3,65.2,2,65.3,3,39.1,64.19,"49,626,924",65.3,71.8,58.8,1.41847555,112.0,2.17,2.6
