symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,26018655.0,11225.0,850148921.0,32.35,33.2,32.3,32.35,+,0.15,32.35,259,32.40,249,31.41,,,,,,,,,
1102,亞泥,4177240.0,2270.0,175466591.0,41.8,42.25,41.7,42.05,+,0.25,42.00,26,42.05,37,13.7,,,,,,,,,
1103,嘉泥,408005.0,231.0,7207773.0,17.7,17.8,17.55,17.6,+,0.05,17.60,41,17.65,3,146.67,,,,,,,,,
1104,環泥,2519393.0,1100.0,82595763.0,32.6,33.0,32.55,32.75,+,0.1,32.70,65,32.80,33,10.46,,,,,,,,,
1108,幸福,1570597.0,594.0,25775371.0,16.4,16.55,16.3,16.3,-,0.05,16.30,172,16.35,3,12.54,,,,,,,,,
1109,信大,435449.0,275.0,8471280.0,19.35,19.5,19.35,19.45,+,0.1,19.40,49,19.45,2,9.68,,,,,,,,,
1110,東泥,436959.0,154.0,8081716.0,18.2,18.7,18.2,18.6,+,0.4,18.55,1,18.60,9,71.54,,,,,,,,,
1201,味全,338105.0,476.0,6341034.0,18.8,18.8,18.7,18.7,-,0.1,18.70,32,18.75,3,35.28,,,,,,,,,
1203,味王,1155.0,66.0,56049.0,,,,,,0.0,48.25,1,48.40,1,26.89,,,,,,,,,
1210,大成,3744067.0,2977.0,211415405.0,56.9,56.9,56.2,56.3,-,0.9,56.30,14,56.40,15,11.7,,,,,,,,,
1213,大飲,25024.0,16.0,179312.0,7.19,7.2,7.11,7.11,-,0.01,7.11,3,7.19,3,0.0,,,,,,,,,
1215,卜蜂,325088.0,999.0,34359314.0,106.0,106.5,105.0,105.0,-,1.0,105.00,78,105.50,1,13.64,,,,,,,,,
1216,統一,4946930.0,3634.0,379603670.0,76.2,77.0,76.2,76.7,-,0.1,76.70,19,76.80,4,23.75,,,,,,,,,
1217,愛之味,669390.0,735.0,7971087.0,11.9,11.95,11.85,11.9,,0.0,11.90,213,11.95,97,29.02,,,,,,,,,
1218,泰山,641044.0,448.0,13694675.0,21.3,21.5,21.25,21.3,-,0.05,21.30,18,21.40,6,0.0,,,,,,,,,
1219,福壽,287369.0,204.0,5369629.0,18.65,18.8,18.65,18.65,,0.0,18.65,7,18.70,30,19.84,,,,,,,,,
1220,台榮,514972.0,268.0,7794573.0,15.05,15.2,15.0,15.05,+,0.1,15.05,8,15.10,6,19.8,,,,,,,,,
1225,福懋油,26092.0,37.0,1491681.0,57.3,57.6,56.7,57.3,+,0.2,57.00,2,57.60,1,35.81,,,,,,,,,
1227,佳格,235513.0,285.0,8981701.0,38.25,38.25,38.05,38.15,-,0.1,38.10,30,38.15,2,28.26,,,,,,,,,
1229,聯華,651342.0,943.0,44100681.0,67.5,68.2,67.3,67.7,+,0.2,67.60,32,67.80,53,25.64,,,,,,,,,
1231,聯華食,112471.0,263.0,10919559.0,96.7,98.0,96.7,96.8,+,0.1,96.70,3,96.80,1,24.63,,,,,,,,,
1232,大統益,46173.0,171.0,6710064.0,145.5,145.5,145.0,145.0,-,0.5,145.00,21,145.50,2,19.26,,,,,,,,,
1233,天仁,17290.0,37.0,580007.0,33.5,33.55,33.5,33.55,-,0.05,33.55,1,33.65,1,31.65,,,,,,,,,
1234,黑松,192484.0,182.0,7994734.0,41.65,41.7,41.4,41.6,-,0.05,41.60,14,41.65,2,17.63,,,,,,,,,
1235,興泰,16002.0,8.0,1307864.0,81.9,82.5,81.3,82.4,+,0.1,81.50,3,82.40,1,31.57,,,,,,,,,
1236,宏亞,22925.0,46.0,535370.0,23.45,23.5,23.25,23.25,-,0.2,23.25,3,23.35,2,129.17,,,,,,,,,
1240,茂生農經,32709.0,123.0,1706598.0,52.6,52.7,52.0,52.0,,-1.0,52.00,2,52.30,1,12.62,52.18,39370158,52.00,57.20,46.80,2.7,112.0,5.19,1.51
1256,鮮活果汁-KY,80914.0,420.0,18133278.0,232.0,232.0,215.5,224.5,-,9.0,224.00,4,226.00,1,18.09,,,,,,,,,
1259,安心,4146.0,28.0,308304.0,74.4,74.4,74.2,74.4,,-0.6,74.30,1,74.40,3,14.39,74.36,32389500,74.40,81.80,67.00,1.8,112.0,2.42,1.02
1264,德麥,18873.0,195.0,5781759.0,314.5,314.5,305.0,306.5,,1.5,305.00,2,308.00,3,16.8,306.35,37064367,306.50,337.00,276.00,14.0,112.0,4.57,3.6
1268,漢來美食,30271.0,72.0,4586034.0,152.0,152.0,151.0,151.5,,-1.0,151.00,20,152.00,3,19.91,151.50,42223730,151.50,166.50,136.50,7.0,112.0,1.98,2.97
1301,台塑,8137599.0,4394.0,568115088.0,69.7,70.4,69.5,69.6,-,0.1,69.60,24,69.70,6,60.52,,,,,,,,,
1303,南亞,5993138.0,3037.0,341653657.0,57.1,57.3,56.7,57.2,-,0.2,57.10,2,57.20,47,71.5,,,,,,,,,
1304,台聚,7207766.0,3331.0,120764388.0,16.05,17.1,16.05,16.7,+,0.6,16.70,223,16.75,76,0.0,,,,,,,,,
1305,華夏,1656992.0,917.0,31342933.0,18.65,19.2,18.65,18.75,+,0.15,18.75,14,18.80,22,31.78,,,,,,,,,
1307,三芳,709190.0,481.0,20704201.0,29.35,29.75,28.9,28.95,-,0.5,28.90,13,28.95,10,15.16,,,,,,,,,
1308,亞聚,1381345.0,833.0,27085670.0,19.35,19.8,19.3,19.6,+,0.25,19.60,163,19.65,9,98.0,,,,,,,,,
1309,台達化,615463.0,514.0,9776805.0,15.65,16.0,15.65,15.8,+,0.15,15.80,7,15.85,10,0.0,,,,,,,,,
1310,台苯,750738.0,1070.0,9861068.0,13.1,13.2,13.1,13.1,,0.0,13.10,130,13.20,40,0.0,,,,,,,,,
1312,國喬,2335754.0,1199.0,31360447.0,13.3,13.6,13.3,13.35,,0.0,13.30,236,13.35,30,0.0,,,,,,,,,
1313,聯成,886470.0,464.0,12057304.0,13.45,13.75,13.4,13.55,+,0.05,13.55,27,13.60,31,0.0,,,,,,,,,
1314,中石化,40167467.0,8765.0,396139860.0,9.75,10.0,9.62,9.66,+,0.03,9.66,403,9.67,145,0.0,,,,,,,,,
1315,達新,27730.0,57.0,1987193.0,71.6,71.9,71.5,71.5,,0.0,71.50,3,71.60,1,19.54,,,,,,,,,
1316,上曜,7386037.0,3004.0,138827352.0,19.0,19.2,18.55,18.7,-,0.45,18.70,151,18.75,32,0.0,,,,,,,,,
1319,東陽,5076926.0,6820.0,655047209.0,132.0,132.0,126.5,127.5,-,4.0,127.50,23,128.00,5,25.0,,,,,,,,,
1321,大洋,118004.0,71.0,4260344.0,36.2,36.3,35.95,36.0,-,0.2,36.00,1,36.05,1,40.91,,,,,,,,,
1323,永裕,32397.0,37.0,1007348.0,31.0,31.15,31.0,31.15,,0.0,31.10,1,31.15,9,33.49,,,,,,,,,
1324,地球,456576.0,786.0,6957554.0,14.65,15.6,14.65,15.2,+,0.55,15.15,5,15.20,9,28.68,,,,,,,,,
1325,恆大,311642.0,459.0,8964796.0,28.6,29.25,28.55,28.55,,0.0,28.50,12,28.55,7,135.95,,,,,,,,,
1326,台化,3937131.0,2264.0,217567705.0,55.3,55.7,55.0,55.0,-,0.3,55.00,164,55.10,31,37.67,,,,,,,,,
1336,台翰,192393.0,148.0,3722260.0,19.55,19.6,19.2,19.4,,-0.3,19.40,1,19.50,9,13.96,19.35,78818419,19.40,21.30,17.50,0.41,112.0,2.11,0.86
1337,再生-KY,290626.0,473.0,2106080.0,7.3,7.3,7.22,7.22,-,0.09,7.22,31,7.24,2,0.0,,,,,,,,,
1338,廣華-KY,108484.0,133.0,3770592.0,34.8,35.0,34.55,34.6,-,0.45,34.55,4,34.75,4,0.0,,,,,,,,,
1339,昭輝,329469.0,284.0,23475692.0,70.3,72.0,70.2,70.9,+,0.5,70.80,4,70.90,2,12.06,,,,,,,,,
1340,勝悅-KY,77039.0,519.0,769415.0,10.0,10.05,9.96,10.05,+,0.05,9.97,9,10.05,3,0.0,,,,,,,,,
1341,富林-KY,90779.0,117.0,5724306.0,63.8,63.8,62.8,62.8,-,0.4,62.80,2,63.00,4,14.11,,,,,,,,,
1342,八貫,995107.0,1064.0,129247939.0,131.5,133.0,127.5,127.5,-,2.0,127.50,15,128.00,3,17.16,,,,,,,,,
1402,遠東新,4118553.0,2240.0,134583344.0,32.4,32.85,32.3,32.65,+,0.3,32.65,18,32.70,39,21.2,,,,,,,,,
1409,新纖,2832343.0,1122.0,46242220.0,16.2,16.45,16.15,16.25,,0.0,16.25,122,16.30,28,34.57,,,,,,,,,
1410,南染,9151.0,52.0,321784.0,35.1,35.35,35.05,35.2,-,0.1,35.15,4,35.20,4,146.67,,,,,,,,,
1413,宏洲,29474.0,26.0,267107.0,9.1,9.1,9.04,9.08,-,0.13,9.07,1,9.10,1,0.0,,,,,,,,,
1414,東和,358253.0,512.0,6620437.0,18.65,18.7,18.35,18.55,+,0.1,18.55,2,18.60,3,123.67,,,,,,,,,
1416,廣豐,1003895.0,467.0,12659666.0,12.45,12.8,12.4,12.5,+,0.05,12.50,46,12.55,5,24.51,,,,,,,,,
1417,嘉裕,184994.0,698.0,2087459.0,11.3,11.35,11.25,11.3,,0.0,11.25,19,11.30,24,0.0,,,,,,,,,
