symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,發行股數,次日漲停價,次日跌停價,每股股利,股利年度,殖利率(%),股價淨值比
4417,金洲,170000.0,105.0,6638100.0,39.25,39.4,38.3,39.15,,-0.2,39.10,5,39.20,1,10.61,83971399,43.05,35.25,2.0,112.0,5.11,1.19
4419,元勝,9000.0,7.0,359350.0,39.95,39.95,39.9,39.95,,0.0,39.85,1,40.00,10,,158163133,43.9,36.0,0.0,112.0,0.0,6.81
4420,光明,1365000.0,806.0,97930200.0,71.0,72.4,71.0,71.9,,1.1,71.80,27,71.90,7,1.78,40455000,79.0,64.8,20.0,112.0,27.82,1.07
4426,利勤,134072.0,119.0,2377355.0,17.7,17.9,17.55,17.8,+,0.1,17.75,2,17.80,1,77.39,,,,,,,
4430,耀億,4000.0,4.0,85850.0,21.5,21.5,21.45,21.45,,0.0,21.40,2,21.50,10,,56273609,23.55,19.35,0.5,112.0,2.33,0.66
4432,銘旺實,126000.0,79.0,3040250.0,23.9,24.75,23.8,24.75,,0.8,23.80,3,24.75,1,12.89,50589000,27.2,22.3,0.69,112.0,2.79,0.94
4433,興采,43000.0,37.0,1241800.0,28.95,29.15,28.8,29.0,,0.05,29.00,1,29.05,1,54.72,61299774,31.9,26.1,1.0,112.0,3.45,0.89
4438,廣越,53683.0,68.0,5957638.0,111.0,111.5,110.5,110.5,-,0.5,110.50,12,111.00,3,15.56,,,,,,,
4439,冠星-KY,21550.0,32.0,2444692.0,113.5,114.5,112.5,113.0,-,0.5,112.50,1,113.00,2,10.6,,,,,,,
4440,宜新實業,249538.0,82.0,5908486.0,23.7,23.85,23.6,23.85,+,0.25,23.80,1,23.85,2,35.6,,,,,,,
4442,竣邦-KY,8000.0,7.0,182950.0,22.6,23.05,22.6,23.05,,-0.05,22.70,1,23.05,2,17.73,27528938,25.35,20.75,0.8,112.0,3.47,1.23
4502,健信,28000.0,18.0,1017150.0,36.2,36.45,36.15,36.45,,0.05,36.15,4,36.45,2,243.0,58111686,40.05,32.85,0.0,112.0,0.0,3.13
4503,金雨,4188000.0,2903.0,282289100.0,68.8,69.5,65.7,66.0,,-2.5,66.00,1,66.10,7,,60313326,72.6,59.4,0.0,112.0,0.0,4.55
4506,崇友,64000.0,58.0,5615200.0,88.2,88.3,87.5,87.9,,0.1,87.80,1,88.00,6,17.37,177012000,96.6,79.2,4.0,112.0,4.55,2.98
4510,高鋒,493000.0,222.0,7839200.0,15.55,16.1,15.55,16.0,,0.35,15.95,9,16.00,8,16.49,108010689,17.6,14.4,0.7,112.0,4.38,0.93
4513,福裕,4020000.0,1906.0,105412050.0,25.0,27.1,24.55,27.1,,2.1,27.05,19,27.10,12,18.82,106880300,29.8,24.4,0.0,111.0,0.0,2.06
4523,永彰,190000.0,129.0,9924000.0,48.0,52.8,47.9,52.8,,4.8,52.80,70,0.00,0,,64000000,58.0,47.55,0.0,112.0,0.0,3.67
4526,東台,7191407.0,3053.0,145755763.0,19.15,20.8,19.05,19.95,+,0.9,19.95,27,20.00,13,0.0,,,,,,,
4527,方土霖,110000.0,77.0,4390300.0,40.3,40.3,39.7,40.0,,-0.1,39.95,10,40.05,2,11.8,76152370,44.0,36.0,2.4,112.0,6.0,1.87
4528,江興鍛,47000.0,31.0,1421200.0,30.35,30.65,30.1,30.45,,-0.05,30.40,1,30.45,1,33.46,84165695,33.45,27.45,0.6,112.0,1.97,1.14
4529,淳紳,334000.0,171.0,4364850.0,13.1,13.4,12.8,13.05,,-0.15,13.05,9,13.20,3,,84549096,14.35,11.75,0.0,112.0,0.0,2.66
4530,宏易,14000.0,9.0,98850.0,7.1,7.2,7.0,7.2,,0.0,7.00,5,7.18,1,,49437276,7.92,6.48,0.0,112.0,0.0,2.08
4532,瑞智,4255764.0,2054.0,104647090.0,24.6,24.85,24.4,24.5,+,0.1,24.45,127,24.50,39,17.5,,,,,,,
4533,協易機,13188000.0,6374.0,364166100.0,26.0,28.4,26.0,27.1,,1.25,27.05,68,27.10,17,20.22,158434110,29.8,24.4,1.16479823,112.0,4.3,1.66
4534,慶騰,149000.0,87.0,1642800.0,11.0,11.25,10.9,11.05,,0.05,11.00,8,11.10,9,,86788948,12.15,9.95,0.0,112.0,0.0,1.44
4535,至興,56000.0,45.0,1870400.0,33.45,33.5,33.3,33.35,,-0.1,33.35,10,33.40,1,13.9,75661740,36.65,30.05,1.6,112.0,4.8,1.03
4536,拓凱,655147.0,1757.0,128990746.0,198.0,199.5,193.5,195.5,-,1.5,195.50,1,196.00,7,12.55,,,,,,,
4538,大詠城,279000.0,208.0,5886050.0,20.4,21.5,20.4,21.0,,0.7,20.90,28,21.00,2,18.75,57536401,23.1,18.9,0.8,112.0,3.81,1.37
4540,全球傳動,923267.0,660.0,31822651.0,33.45,35.3,33.15,34.3,+,1.35,34.25,1,34.30,3,0.0,,,,,,,
4541,晟田,142000.0,89.0,3994100.0,28.3,28.3,28.05,28.15,,-0.1,28.10,10,28.15,1,,67647068,30.95,25.35,0.0,112.0,0.0,1.24
4542,科嶠,273000.0,178.0,17437900.0,65.3,65.3,63.2,63.4,,-0.9,63.40,6,63.60,1,37.74,32285400,69.7,57.1,1.5,112.0,2.37,3.0
4543,萬在,982000.0,687.0,49062550.0,51.0,51.2,49.25,49.4,,-1.2,49.35,18,49.40,2,20.5,56970000,54.3,44.5,1.2,112.0,2.43,1.62
4545,銘鈺,121391.0,181.0,3791189.0,31.3,31.8,30.8,30.8,-,0.5,30.80,8,31.20,4,28.52,,,,,,,
4549,桓達,60000.0,42.0,5669200.0,94.3,95.0,94.0,94.5,,-0.2,94.40,6,94.60,1,19.33,54788971,103.5,85.1,4.2,112.0,4.44,2.92
4550,長佳,344000.0,227.0,13489650.0,39.05,39.85,38.65,38.95,,0.0,38.90,6,38.95,1,11.95,37838783,42.8,35.1,2.1,112.0,5.39,1.57
4551,智伸科,328526.0,273.0,33535386.0,103.0,103.5,101.5,101.5,-,2.0,101.50,15,102.00,2,22.71,,,,,,,
4552,力達-KY,276492.0,197.0,8463438.0,30.95,31.0,30.45,30.45,-,0.4,30.45,11,30.50,2,8.75,,,,,,,
4554,橙的,144000.0,104.0,4344050.0,29.95,30.7,29.8,29.9,,0.1,29.85,10,29.90,1,28.21,23298641,32.85,26.95,1.0,112.0,3.34,1.59
4555,氣立,41321.0,74.0,2628906.0,63.6,64.4,63.2,63.9,+,0.3,63.20,2,63.60,1,0.0,,,,,,,
4556,旭然,89000.0,75.0,3363100.0,38.05,38.25,37.35,37.4,,-0.1,37.40,2,37.60,1,374.0,41884000,41.1,33.7,0.35,112.0,0.94,1.93
4557,永新-KY,92717.0,104.0,11265756.0,120.0,122.5,120.0,122.5,+,2.5,122.00,10,123.00,9,13.58,,,,,,,
4558,寶緯,10000.0,7.0,246700.0,24.65,25.1,24.6,25.1,,0.5,24.65,2,24.80,1,2510.0,50000000,27.6,22.6,0.0,112.0,0.0,1.42
4560,強信-KY,61000.0,32.0,2246450.0,36.9,36.9,36.7,36.85,-,0.1,36.85,3,36.90,1,34.76,,,,,,,
4561,健椿,160000.0,112.0,5403850.0,33.5,34.0,33.5,33.75,,0.15,33.75,6,33.85,1,12.32,58521619,37.1,30.4,1.0,112.0,2.96,1.57
4562,穎漢,38241.0,37.0,604540.0,15.8,15.95,15.6,15.8,+,0.05,15.70,1,15.80,2,0.0,,,,,,,
4563,百德,351000.0,242.0,15993750.0,45.45,46.0,45.1,45.5,,0.4,45.35,3,45.50,2,22.52,54950000,50.0,40.95,0.534,112.0,1.17,1.76
4564,元翎,612840.0,431.0,14110093.0,23.25,23.25,22.95,23.0,-,0.25,22.95,55,23.00,4,0.0,,,,,,,
4566,時碩工業,148671.0,137.0,7608025.0,51.3,51.4,51.0,51.2,-,0.1,51.20,3,51.40,1,17.78,,,,,,,
4568,科際精密,11000.0,8.0,625700.0,57.0,57.2,56.6,57.2,,0.2,57.00,1,57.20,4,53.96,31935125,62.9,51.5,2.5,112.0,4.37,1.69
4569,六方科-KY,36010.0,30.0,3239706.0,90.0,90.2,89.5,90.1,+,1.0,89.40,2,89.50,1,29.54,,,,,,,
4571,鈞興-KY,134268.0,126.0,12471101.0,91.0,94.6,91.0,93.9,+,3.6,93.00,2,93.90,1,19.64,,,,,,,
4572,駐龍,308427.0,450.0,49449531.0,163.0,163.5,158.5,158.5,-,2.5,158.00,20,158.50,2,25.52,,,,,,,
4576,大銀微系統,893909.0,692.0,65240612.0,68.0,74.5,68.0,74.5,+,6.7,74.50,66,--,0,1862.5,,,,,,,
4577,達航科技,39000.0,35.0,760850.0,19.45,19.85,19.35,19.7,,0.35,19.70,1,19.75,1,,49137998,21.65,17.75,0.0,112.0,0.0,0.94
4580,捷流閥業,53000.0,47.0,4957800.0,93.4,93.8,93.3,93.5,,0.1,93.50,5,93.60,1,12.43,43133107,102.5,84.2,4.8,112.0,5.13,1.83
4581,光隆精密-KY,173669.0,164.0,11871258.0,69.1,69.1,68.0,68.2,-,0.8,68.10,6,68.20,1,12.31,,,,,,,
4583,台灣精銳,1777066.0,2282.0,452851829.0,246.0,263.0,245.5,262.5,+,23.0,262.00,8,262.50,20,24.1,,,,,,,
4584,君帆,137000.0,88.0,8522700.0,62.3,63.8,61.0,62.1,,1.1,62.10,1,62.20,1,18.93,27780000,68.3,55.9,2.0,112.0,3.22,1.87
4588,玖鼎電力,991780.0,958.0,105233397.0,111.0,111.5,104.5,105.0,-,5.0,105.00,3,105.50,7,26.05,,,,,,,
4609,唐鋒,38000.0,15.0,234040.0,6.27,6.36,6.1,6.17,,-0.13,6.16,1,6.37,1,,47946820,6.78,5.56,0.0,112.0,0.0,1.76
4702,中美實,179000.0,90.0,2356750.0,13.25,13.5,13.0,13.05,,-0.15,13.05,2,13.10,3,18.13,72333200,14.35,11.75,0.0,112.0,0.0,0.78
4706,大恭,17000.0,16.0,492000.0,28.7,29.65,28.7,28.8,,0.0,28.80,9,28.85,1,411.43,79030093,31.65,25.95,0.2,112.0,0.69,1.57
4707,磐亞,948000.0,425.0,13035250.0,13.85,13.9,13.65,13.65,,-0.2,13.65,65,13.75,9,14.84,379075371,15.0,12.3,0.9,112.0,6.59,0.86
4711,永純,51000.0,24.0,858000.0,16.9,16.9,16.8,16.85,,-0.1,16.80,5,16.85,4,112.33,61056000,18.5,15.2,0.5,112.0,2.97,0.98
4712,,,,,,,,,,,,,,,,,,,,,,
4714,永捷,24543000.0,6126.0,567186800.0,22.85,23.6,22.65,23.4,,0.7,23.35,24,23.40,83,167.14,142175457,25.7,21.1,0.0,112.0,0.0,2.11
4716,大立,291000.0,72.0,3777650.0,12.95,13.1,12.9,13.0,,0.0,12.95,6,13.05,20,,84904446,14.3,11.7,0.0,112.0,0.0,1.04
4720,德淵,607112.0,275.0,9276224.0,15.35,15.45,15.2,15.2,-,0.1,15.15,68,15.20,7,20.54,,,,,,,
4721,美琪瑪,259000.0,189.0,18892600.0,73.8,73.9,72.7,72.9,,-0.9,72.80,9,72.90,1,,74986304,80.1,65.7,1.1,112.0,1.51,4.87
4722,國精化,114491.0,156.0,4411131.0,38.0,38.8,38.0,38.75,+,0.75,38.55,2,38.65,1,23.2,,,,,,,
4726,永昕,218000.0,128.0,8324250.0,38.0,38.45,37.95,38.05,,0.05,38.00,28,38.10,5,,205925700,41.85,34.25,0.0,112.0,0.0,3.01
4728,雙美,53000.0,48.0,11187000.0,210.5,213.5,210.0,210.5,,0.5,210.00,2,211.00,1,19.71,54463000,231.5,189.5,9.5,111.0,4.51,9.07
4729,熒茂,291000.0,188.0,5574250.0,19.25,19.5,18.8,18.8,,-0.3,18.80,1,19.00,2,55.29,77726741,20.65,16.95,0.5,112.0,2.66,1.35
4735,豪展,104000.0,52.0,3724000.0,36.1,36.1,35.7,35.8,,-0.3,35.80,2,36.00,2,30.6,36768758,39.35,32.25,1.0,112.0,2.79,1.48
4736,泰博,215759.0,292.0,32603910.0,152.5,152.5,150.5,150.5,-,2.0,150.50,17,151.00,1,11.09,,,,,,,
4737,華廣,59518.0,70.0,4188807.0,71.2,71.2,70.2,70.2,-,0.3,70.20,1,70.30,1,702.0,,,,,,,
4739,康普,264342.0,683.0,16667635.0,63.6,63.6,62.4,63.3,,0.0,63.10,2,63.30,6,0.0,,,,,,,
4741,泓瀚,15000.0,14.0,538050.0,36.0,36.0,35.6,35.65,,-0.35,35.65,2,35.80,1,17.65,32841584,39.2,32.1,1.8,112.0,5.05,1.25
4743,合一,1448000.0,1170.0,242976000.0,166.5,170.5,165.5,167.0,,2.0,167.00,35,167.50,13,,454947001,183.5,150.5,0.5,112.0,0.3,5.39
4744,皇將,248000.0,126.0,5976950.0,24.45,24.45,24.0,24.15,,0.05,24.10,14,24.15,1,89.44,54984332,26.55,21.75,0.1,112.0,0.41,1.15
4745,合富-KY,64000.0,25.0,1558650.0,24.4,24.4,24.3,24.4,,-0.1,24.35,1,24.40,7,23.24,77449547,26.8,22.0,0.4,112.0,6.56,0.68
4746,台耀,858229.0,872.0,85526543.0,100.5,101.0,99.1,99.3,-,0.7,99.30,5,99.40,8,94.57,,,,,,,
4747,強生,171000.0,118.0,12336600.0,72.2,73.1,71.3,72.4,,0.7,72.40,1,72.50,3,32.32,44721009,79.6,65.2,1.5,112.0,2.07,1.89
4754,國碳科,26000.0,23.0,1055750.0,40.8,40.8,40.5,40.6,,-0.2,40.55,6,40.60,1,18.04,30283215,44.65,36.55,1.8,112.0,4.43,2.56
4755,三福化,634172.0,677.0,94785991.0,152.5,152.5,148.0,148.5,-,4.0,148.00,19,149.00,7,33.67,,,,,,,
4760,勤凱,24000.0,23.0,1669800.0,69.6,69.7,69.4,69.6,,-0.2,69.50,15,69.70,1,17.85,32112650,76.5,62.7,2.7,112.0,3.88,2.55
4763,材料-KY,2116848.0,6338.0,1891942684.0,908.0,913.0,879.0,883.0,-,25.0,883.00,24,884.00,2,14.66,,,,,,,
4764,雙鍵,45267.0,28.0,1777213.0,40.05,40.05,39.1,39.1,-,0.45,39.05,1,39.20,1,0.0,,,,,,,
4766,南寶,825189.0,1245.0,252668379.0,305.5,310.5,303.0,305.0,+,1.0,305.00,5,306.00,3,15.14,,,,,,,
4767,誠泰科技,0.0,0.0,0.0,,,,,,,31.15,2,31.45,1,12.21,31415000,34.55,28.35,1.5,112.0,4.76,1.1
4768,晶呈科技,3060000.0,2266.0,707958000.0,236.0,238.0,225.5,229.5,,-8.5,229.50,7,230.00,4,83.15,43072989,252.0,207.0,4.0,112.0,1.74,5.9
4770,上品,348320.0,504.0,139445789.0,404.5,405.5,398.0,400.0,-,2.0,400.00,3,401.00,3,18.96,,,,,,,
4771,望隼,2463164.0,2282.0,891571184.0,344.0,378.5,344.0,375.0,+,35.0,374.00,6,375.50,3,34.98,,,,,,,
4804,大略-KY,38000.0,18.0,180620.0,4.78,4.9,4.7,4.82,,0.12,4.82,2,4.83,3,,45347920,5.3,4.34,0.0,112.0,0.0,1.43
4806,昇華,14000.0,8.0,153150.0,10.6,11.3,10.6,11.05,,-0.2,11.05,2,12.00,18,,199894185,12.15,9.95,0.0,112.0,0.0,2.96
4807,日成-KY,5216.0,21.0,91480.0,17.45,17.7,17.4,17.4,,0.0,17.35,3,17.45,1,0.0,,,,,,,
4903,聯光通,79000.0,58.0,1334200.0,16.95,16.95,16.8,16.9,,-0.05,16.90,5,16.95,4,60.36,104051536,18.55,15.25,0.0,112.0,0.0,1.78
4904,遠傳,4522302.0,2904.0,352777195.0,77.8,78.6,77.7,77.8,-,0.2,77.80,239,77.90,1,25.1,,,,,,,
4905,台聯電,161000.0,131.0,14160700.0,89.2,89.8,86.5,86.5,,-1.9,86.00,7,86.60,1,15.42,29260044,95.1,77.9,1.5,112.0,1.73,0.91
4906,正文,5068890.0,2470.0,178641977.0,35.3,35.5,34.9,34.9,-,0.1,34.90,63,34.95,6,23.27,,,,,,,
4907,富宇,75000.0,60.0,3571250.0,46.95,47.9,46.95,47.8,,0.9,47.60,1,47.70,1,21.34,118145778,52.5,43.05,1.3,112.0,2.72,2.85
4908,前鼎,2265000.0,1635.0,235481500.0,105.0,106.5,102.0,102.0,,-2.0,102.00,14,102.50,14,38.78,78216907,112.0,91.8,3.0,111.0,2.94,4.78
4909,新復興,2036000.0,1286.0,162784500.0,81.5,81.5,79.1,79.5,,-2.1,79.50,73,79.60,4,189.29,93356864,87.4,71.6,0.5,112.0,0.63,3.12
4911,德英,21000.0,15.0,1200600.0,57.5,57.7,56.8,56.9,,-0.8,56.80,1,56.90,1,43.77,55660000,62.5,51.3,1.1706856,112.0,2.06,4.15
4912,聯德控股-KY,1655969.0,1360.0,214795451.0,125.5,133.0,125.5,128.0,+,3.0,128.00,21,128.50,2,30.62,,,,,,,
4915,致伸,15090174.0,18311.0,1321977017.0,87.8,90.5,85.4,85.5,+,0.5,85.40,92,85.50,101,15.92,,,,,,,
4916,事欣科,683929.0,651.0,21027444.0,31.05,31.05,30.5,30.7,-,0.4,30.65,7,30.70,6,37.44,,,,,,,
4919,新唐,2685063.0,2136.0,332124731.0,122.0,125.0,122.0,123.0,+,1.5,123.00,61,123.50,45,21.32,,,,,,,
4923,力士,66000.0,47.0,3190150.0,48.85,48.85,47.7,47.7,,-0.75,47.65,1,48.10,1,238.5,33890800,52.4,42.95,2.0,112.0,4.19,2.14
4924,欣厚-KY,32000.0,18.0,465350.0,14.5,14.75,14.25,14.6,,-0.25,14.35,11,14.65,2,,37164409,16.05,13.15,0.0,112.0,0.0,1.6
4927,泰鼎-KY,439190.0,465.0,18048044.0,41.15,41.65,40.75,41.0,-,0.15,41.00,9,41.05,1,0.0,,,,,,,
4930,燦星網,397473.0,382.0,14424480.0,35.7,36.5,35.7,36.15,+,0.25,36.10,25,36.15,6,10.01,,,,,,,
4931,新盛力,176000.0,115.0,5385750.0,30.5,30.8,30.45,30.45,,0.0,30.45,3,30.50,8,18.45,65735761,33.45,27.45,0.8,112.0,2.63,1.87
4933,友輝,388000.0,305.0,22647800.0,58.2,58.9,57.8,58.1,,0.4,58.10,1,58.30,1,13.77,81068675,63.9,52.3,3.0,112.0,5.16,1.39
4934,太極,784844.0,701.0,19068348.0,24.45,24.5,24.15,24.2,-,0.15,24.20,37,24.25,9,14.15,,,,,,,
4935,茂林-KY,105658.0,75.0,5280667.0,50.0,50.2,49.7,49.9,+,0.25,49.85,5,49.90,15,19.42,,,,,,,
4938,和碩,85511573.0,61819.0,8971372108.0,104.5,109.5,101.5,103.5,+,3.5,103.50,392,104.00,322,17.54,,,,,,,
4939,亞電,477000.0,224.0,10512100.0,22.4,22.4,21.9,21.9,,-0.1,21.90,15,21.95,1,59.19,98200868,24.05,19.75,0.5,112.0,2.28,1.42
4942,嘉彰,261815.0,231.0,11930644.0,45.55,45.75,45.4,45.6,+,0.25,45.60,6,45.65,1,10.56,,,,,,,
4943,康控-KY,76545.0,110.0,1926370.0,25.3,25.3,25.0,25.0,-,0.1,24.95,2,25.05,5,0.0,,,,,,,
4945,陞達科技,470000.0,375.0,53344000.0,115.5,116.5,111.0,111.5,,-3.5,111.00,17,112.00,5,52.59,30021800,122.5,100.5,2.0,112.0,1.79,5.06
4946,辣椒,12000.0,9.0,541400.0,45.0,45.3,45.0,45.0,,-0.85,45.00,3,46.65,1,,8709559,49.5,40.5,0.0,112.0,0.0,7.22
4950,,,,,,,,,,,,,,,,,,,,,,
4951,精拓科,144000.0,97.0,10858400.0,76.0,76.0,74.8,75.3,,-0.7,75.30,5,75.50,1,22.75,34148713,82.8,67.8,2.5,112.0,3.32,3.08
4952,凌通,172138.0,230.0,8291778.0,48.3,48.4,48.0,48.0,-,0.4,48.00,38,48.05,2,31.17,,,,,,,
4953,緯軟,3181000.0,2325.0,478521500.0,152.0,153.0,148.0,150.5,,-2.0,150.50,27,151.00,32,17.73,72827739,165.5,135.5,5.0,112.0,3.32,3.09
4956,光鋐,717003.0,441.0,13058848.0,18.4,18.5,18.05,18.05,-,0.35,18.05,1,18.10,2,0.0,,,,,,,
4958,臻鼎-KY,13172186.0,7785.0,1452192415.0,108.5,112.0,108.0,111.0,+,3.5,110.50,259,111.00,57,16.95,,,,,,,
4960,誠美材,3741060.0,1556.0,46726112.0,12.6,12.65,12.4,12.4,-,0.15,12.40,254,12.45,26,0.0,,,,,,,
4961,天鈺,4466238.0,9036.0,1182857452.0,269.0,273.0,260.0,260.0,-,5.0,260.00,38,260.50,5,14.63,,,,,,,
4966,譜瑞-KY,1111000.0,1015.0,1081325000.0,980.0,988.0,965.0,966.0,,-14.0,965.00,19,968.00,2,37.54,81163638,1060.0,870.0,12.65981221,112.0,1.31,3.92
4967,十銓,823959.0,742.0,64383076.0,78.7,79.2,77.5,77.5,-,0.5,77.50,49,77.60,20,22.93,,,,,,,
4968,立積,4218325.0,4385.0,920421675.0,223.5,226.0,213.0,215.5,-,7.5,215.50,9,216.00,10,0.0,,,,,,,
4971,IET-KY,259000.0,183.0,15649200.0,60.6,61.9,59.5,59.5,,-1.3,59.50,3,59.80,2,258.7,36785743,65.4,53.6,0.0,112.0,0.0,1.32
4972,湯石照明,11000.0,11.0,311950.0,28.45,28.45,28.3,28.3,,0.0,28.30,1,28.35,1,24.4,57996587,31.1,25.5,0.7,112.0,2.47,1.01
4973,廣穎,908000.0,538.0,36631050.0,40.4,40.85,40.0,40.15,,-0.3,40.15,16,40.20,3,12.87,64505833,44.15,36.15,2.0,112.0,4.98,1.11
4974,亞泰,91000.0,74.0,6258800.0,68.9,69.1,68.5,68.6,,-0.3,68.50,18,68.60,8,12.16,72500104,75.4,61.8,4.2,112.0,6.12,1.65
4976,佳凌,588540.0,727.0,23630033.0,40.15,40.8,39.8,40.1,+,0.1,40.10,1,40.25,5,0.0,,,,,,,
4977,眾達-KY,652416.0,791.0,47365228.0,73.5,73.6,72.2,72.2,-,1.3,72.20,49,72.30,1,10.3,,,,,,,
4979,華星光,4298000.0,3182.0,616629000.0,148.0,148.5,141.0,141.0,,-6.0,141.00,148,141.50,2,42.22,140839794,155.0,127.0,1.43000433,112.0,1.01,6.54
4987,科誠,8000.0,8.0,491300.0,61.5,61.7,61.3,61.7,,0.0,61.50,2,61.70,6,13.04,31878000,67.8,55.6,3.5,112.0,5.67,1.85
4989,榮科,196793.0,167.0,4639253.0,23.75,24.0,23.4,23.85,+,0.3,23.75,5,23.85,1,0.0,,,,,,,
4991,環宇-KY,39000.0,34.0,1115350.0,28.8,28.8,28.35,28.7,,-0.1,28.50,5,28.65,1,,111283234,31.55,25.85,0.0,112.0,0.0,1.07
4994,傳奇,388448.0,496.0,49327503.0,129.5,132.0,122.5,126.0,-,7.0,126.00,6,126.50,5,53.62,,,,,,,
4995,晶達,122000.0,88.0,6229900.0,50.9,51.4,50.7,50.9,,0.3,50.80,3,51.10,5,14.1,42135036,55.9,45.85,3.2,112.0,6.29,2.28
4999,鑫禾,111319.0,432.0,3715410.0,33.55,33.55,33.3,33.35,-,0.15,33.35,1,33.40,2,667.0,,,,,,,
5007,三星,245625.0,149.0,14279980.0,58.0,58.4,58.0,58.3,+,0.3,58.30,15,58.40,11,17.25,,,,,,,
5009,榮剛,3377000.0,1558.0,165408450.0,49.2,49.3,48.75,48.9,,0.05,48.90,2,48.95,5,10.49,539551197,53.7,44.05,2.5,112.0,5.11,1.76
5011,久陽,3371000.0,1424.0,88545600.0,25.75,26.7,25.65,25.85,,0.3,25.85,4,25.90,3,17.12,100402738,28.4,23.3,1.0,112.0,3.87,1.12
5013,強新,0.0,0.0,0.0,,,,,,,33.85,2,33.90,1,17.51,133416000,37.2,30.5,0.9,112.0,2.66,1.26
5014,建錩,182000.0,102.0,2344650.0,12.95,13.0,12.8,12.9,,0.1,12.90,47,12.95,4,92.14,185333054,14.15,11.65,0.8,111.0,6.2,0.8
5015,華祺,73000.0,38.0,3300650.0,45.0,45.5,44.95,45.15,,0.15,45.15,1,45.20,1,33.69,60639189,49.65,40.65,3.0,112.0,6.64,2.02
5016,松和,6000.0,6.0,168100.0,28.05,28.05,28.0,28.0,,0.25,27.80,6,27.85,1,30.11,49622076,30.8,25.2,0.7,112.0,2.5,0.97
5201,凱衛,3106000.0,1910.0,116979050.0,38.45,38.8,37.0,37.1,,-2.5,37.10,12,37.15,7,15.2,30674600,40.8,33.4,1.5,112.0,4.04,2.69
5202,力新,955000.0,477.0,24029150.0,25.05,25.4,24.85,25.0,,-0.1,25.00,24,25.05,1,13.81,89094000,27.5,22.5,0.7,112.0,2.8,1.96
5203,訊連,207846.0,189.0,18269123.0,88.0,88.3,87.4,87.8,+,0.2,87.70,13,87.90,3,31.25,,,,,,,
5205,中茂,0.0,0.0,0.0,,,,,,,27.60,1,28.60,1,,10250000,30.4,24.9,0.0,112.0,0.0,5.26
5206,坤悅,139000.0,98.0,4473750.0,33.0,33.0,31.7,31.8,,-0.7,31.80,4,31.90,1,13.83,155925000,34.95,28.65,0.5,111.0,1.57,1.62
5209,新鼎,67000.0,59.0,12631500.0,189.0,189.5,188.0,188.0,,-1.0,188.00,7,188.50,1,15.03,28281500,206.5,169.5,10.54,112.0,5.61,5.86
5210,寶碩,546000.0,386.0,22849800.0,41.2,42.4,40.75,42.25,,1.05,42.20,1,42.25,1,,62177779,46.45,38.05,0.0,112.0,0.0,6.32
5211,蒙恬,49000.0,29.0,1127400.0,23.2,23.2,22.85,22.85,,-0.25,22.85,3,22.90,1,,32024727,25.1,20.6,0.0,112.0,0.0,1.81
5212,凌網,32000.0,18.0,1918800.0,60.8,60.8,59.5,60.2,,-0.3,60.00,2,60.30,2,17.92,34633000,66.2,54.2,3.0,112.0,4.98,3.97
5213,亞昕,569000.0,353.0,22203950.0,39.2,39.3,38.75,39.05,,-0.15,39.05,3,39.10,10,15.08,511163955,42.95,35.15,2.25,112.0,5.76,1.85
5215,科嘉-KY,218664.0,199.0,11239702.0,51.7,52.0,50.8,51.6,+,0.4,51.60,5,51.80,4,18.76,,,,,,,
5220,萬達光電,30000.0,20.0,811350.0,26.9,27.35,26.8,26.85,,-0.05,26.75,2,27.00,8,28.26,39667000,29.5,24.2,0.9,112.0,3.35,1.32
5222,全訊,850496.0,2882.0,145863911.0,171.0,173.0,169.5,170.5,+,0.5,170.50,14,171.00,7,29.15,,,,,,,
5223,安力-KY,47000.0,32.0,1816150.0,38.9,39.0,38.5,38.8,,-0.1,38.55,2,38.80,2,,44549781,42.65,34.95,0.0,112.0,0.0,0.9
5225,東科-KY,1691133.0,1231.0,196764921.0,115.0,119.0,114.0,119.0,+,4.0,119.00,14,119.50,40,15.89,,,,,,,
5227,立凱-KY,215000.0,165.0,8596250.0,40.35,40.35,39.8,40.0,,-0.3,40.00,6,40.20,9,,83000000,44.0,36.0,0.0,111.0,0.0,4.39
5228,鈺鎧,1000.0,1.0,22200.0,22.2,22.2,22.2,22.2,,-0.1,22.25,2,22.40,1,,38056253,24.4,20.0,0.0,112.0,0.0,1.42
5230,雷笛克光學,232000.0,101.0,5923500.0,25.8,25.8,25.45,25.5,,0.0,25.50,12,25.55,2,364.29,47600549,28.05,22.95,0.6,112.0,2.35,1.05
5234,達興材料,1941742.0,1655.0,288337069.0,147.0,152.0,145.0,146.5,-,1.0,146.50,19,147.00,23,28.73,,,,,,,
5236,凌陽創新,237000.0,213.0,34658500.0,146.0,147.5,145.0,145.0,,-1.0,145.00,23,146.00,4,19.7,58443594,159.5,130.5,7.0,112.0,4.83,3.36
5243,乙盛-KY,3542527.0,2131.0,203451813.0,58.1,58.6,56.6,56.9,-,0.8,56.90,35,57.00,2,16.03,,,,,,,
5244,弘凱,201707.0,236.0,9617724.0,48.1,48.1,47.2,47.4,-,0.35,47.30,1,47.50,3,19.75,,,,,,,
