symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,發行股數,次日漲停價,次日跌停價,每股股利,股利年度,殖利率(%),股價淨值比
2546,根基,104214.0,587.0,8906366.0,86.0,86.0,85.0,85.5,-,0.2,85.50,13,85.60,1,10.43,,,,,,,
2547,日勝生,1561574.0,695.0,14700282.0,9.41,9.49,9.36,9.42,+,0.03,9.41,3,9.42,7,0.0,,,,,,,
2548,華固,847943.0,880.0,91620822.0,108.0,109.0,107.0,108.0,+,0.5,108.00,5,108.50,37,8.34,,,,,,,
2596,綠意,249000.0,157.0,7731200.0,30.8,31.45,30.6,31.2,,0.4,31.15,2,31.20,6,141.82,100000000,34.3,28.1,1.0,111.0,3.21,1.56
2597,潤弘,513258.0,716.0,75957990.0,150.0,150.0,147.0,147.0,-,2.0,146.50,43,147.00,20,14.29,,,,,,,
2601,益航,1457761.0,660.0,11528599.0,7.94,7.97,7.88,7.89,-,0.05,7.89,38,7.90,14,0.0,,,,,,,
2603,長榮,92502218.0,62968.0,16663803135.0,179.0,186.0,174.5,176.0,-,1.0,176.00,449,176.50,4,10.54,,,,,,,
2605,新興,5364722.0,2895.0,136209778.0,25.75,25.85,25.05,25.1,-,0.6,25.10,4,25.15,10,33.03,,,,,,,
2606,裕民,7444867.0,5643.0,413054931.0,55.6,56.2,54.9,55.0,-,1.0,55.00,202,55.10,73,16.98,,,,,,,
2607,榮運,1671570.0,992.0,52522639.0,31.45,31.6,31.3,31.3,-,0.2,31.30,69,31.35,50,12.27,,,,,,,
2608,嘉里大榮,497056.0,362.0,19121789.0,38.45,39.0,38.2,38.5,+,0.05,38.50,1,38.55,4,10.61,,,,,,,
2609,陽明,29138261.0,15431.0,1315987114.0,45.45,45.75,44.85,44.95,-,0.35,44.95,30,45.00,200,32.81,,,,,,,
2610,華航,16397016.0,7328.0,313744321.0,19.15,19.2,19.05,19.1,-,0.05,19.10,208,19.15,333,16.9,,,,,,,
2611,志信,8421932.0,4264.0,207057940.0,25.1,25.1,24.2,24.7,-,0.05,24.65,6,24.70,34,9.96,,,,,,,
2612,中航,676904.0,501.0,31400201.0,46.8,47.05,45.6,45.65,-,1.05,45.65,13,45.75,2,27.5,,,,,,,
2613,中櫃,81713.0,132.0,1785875.0,21.75,22.15,21.75,21.85,-,0.1,21.80,4,21.95,5,30.77,,,,,,,
2614,東森,1159851.0,1403.0,22831240.0,19.9,19.9,19.6,19.65,-,0.25,19.65,22,19.70,12,0.0,,,,,,,
2615,萬海,7177534.0,4825.0,324491200.0,45.5,45.9,44.85,45.0,-,0.5,45.00,23,45.05,11,0.0,,,,,,,
2616,山隆,251670.0,1071.0,6867716.0,27.25,27.35,27.2,27.3,+,0.05,27.30,18,27.35,6,56.88,,,,,,,
2617,台航,1424542.0,1052.0,50439215.0,35.5,35.65,35.1,35.15,-,0.5,35.15,17,35.20,2,8.81,,,,,,,
2618,長榮航,55647729.0,18576.0,1735006765.0,31.4,31.45,31.05,31.05,-,0.35,31.00,4914,31.05,134,7.76,,,,,,,
2630,亞航,704960.0,544.0,23318339.0,33.55,33.7,32.75,32.75,-,0.45,32.75,11,32.80,4,121.3,,,,,,,
2633,台灣高鐵,3471669.0,1198.0,103435770.0,29.8,29.95,29.7,29.75,-,0.05,29.75,464,29.80,2,21.4,,,,,,,
2634,漢翔,4178780.0,2898.0,201223349.0,48.85,48.85,47.85,47.95,-,0.65,47.95,55,48.00,54,20.4,,,,,,,
2636,台驊投控,2255790.0,3377.0,220571345.0,97.2,99.0,96.6,96.8,-,0.2,96.70,3,96.80,9,9.0,,,,,,,
2637,慧洋-KY,4826849.0,3858.0,296704703.0,61.7,62.3,60.9,61.1,-,0.4,61.10,31,61.20,48,13.95,,,,,,,
2640,大車隊,125000.0,91.0,14762500.0,119.0,119.0,117.5,118.0,,-2.0,117.50,12,118.00,1,16.67,59264956,129.5,106.5,6.0,112.0,5.08,3.68
2641,正德,3590000.0,1469.0,74735050.0,20.95,21.15,20.55,20.75,,-0.3,20.70,13,20.75,24,12.28,297572351,22.8,18.7,0.5,112.0,2.41,0.98
2642,宅配通,98887.0,179.0,3760697.0,38.15,38.15,38.0,38.0,-,0.15,38.00,7,38.05,4,38.38,,,,,,,
2643,捷迅,87000.0,59.0,6413800.0,73.8,74.2,73.2,73.2,,-0.4,73.00,4,73.30,6,9.72,35000000,80.5,65.9,7.0,111.0,9.56,1.38
2645,長榮航太,1209918.0,997.0,127200858.0,105.5,106.0,104.5,105.0,-,0.5,105.00,68,105.50,24,21.47,,,,,,,
2701,萬企,228637.0,157.0,2839444.0,12.4,12.5,12.35,12.45,,0.0,12.40,6,12.45,36,23.49,,,,,,,
2702,華園,152297.0,805.0,2929564.0,19.35,19.4,19.1,19.15,-,0.2,19.10,3,19.15,2,119.69,,,,,,,
2704,國賓,308010.0,626.0,15422878.0,51.0,51.1,49.55,50.1,-,1.1,50.00,6,50.10,1,37.39,,,,,,,
2705,六福,341699.0,311.0,5813842.0,17.1,17.1,16.95,17.0,-,0.1,17.00,23,17.10,18,0.0,,,,,,,
2706,第一店,221875.0,158.0,3303916.0,14.95,14.95,14.85,14.9,-,0.05,14.85,75,14.90,48,24.83,,,,,,,
2707,晶華,398344.0,1685.0,90431830.0,229.0,229.5,225.5,226.5,-,1.0,225.50,11,226.50,11,20.39,,,,,,,
2712,遠雄來,23500.0,18.0,746350.0,31.8,31.85,31.65,31.85,-,0.15,31.75,4,31.85,2,67.77,,,,,,,
2718,晶悅,32000.0,26.0,2496700.0,77.8,78.6,77.7,78.1,,0.4,78.00,1,78.60,1,9.89,87576000,85.9,70.3,0.0,111.0,0.0,2.89
2719,燦星旅,63000.0,52.0,3523700.0,57.4,57.5,55.2,55.3,,-0.8,55.10,3,55.40,1,36.14,68742100,60.8,49.8,0.0,112.0,0.0,6.14
2722,夏都,141936.0,143.0,7085521.0,50.8,50.8,49.7,49.7,-,0.6,49.70,10,49.80,1,72.03,,,,,,,
2723,美食-KY,838066.0,819.0,76665546.0,90.3,92.6,90.0,92.0,+,1.4,92.00,12,92.10,3,19.05,,,,,,,
2724,藝舍-KY,67000.0,42.0,1288000.0,19.5,19.85,18.85,18.85,,0.0,18.10,1,18.85,5,,59656345,20.7,17.0,0.0,112.0,0.0,4.99
2726,雅茗-KY,8000.0,8.0,203850.0,25.3,25.85,25.2,25.5,,0.2,25.50,6,25.60,1,,28000000,28.05,22.95,0.0,112.0,0.0,3.11
2727,王品,641629.0,1413.0,155859252.0,243.5,244.5,240.5,241.5,-,2.0,241.50,17,242.00,5,14.43,,,,,,,
2729,瓦城,130000.0,95.0,31231500.0,241.0,241.5,239.0,240.5,,-0.5,240.00,10,241.00,6,19.44,35943894,264.5,216.5,11.0,112.0,4.57,3.34
2731,雄獅,1563633.0,1290.0,210577108.0,135.5,136.0,132.0,135.5,+,1.5,135.50,23,136.00,141,9.07,,,,,,,
2732,六角,188000.0,168.0,25001000.0,133.5,135.0,132.0,132.0,,-1.5,132.00,12,132.50,3,18.03,46485570,145.0,119.0,6.49655101,112.0,4.92,3.28
2734,易飛網,111000.0,72.0,4167650.0,37.6,37.9,37.2,37.5,,0.05,37.50,8,37.65,1,267.86,42259760,41.25,33.75,0.0,111.0,0.0,4.76
2736,富野,140000.0,79.0,3503300.0,25.15,25.25,24.8,25.1,,0.1,25.05,1,25.10,3,251.0,49972230,27.6,22.6,0.0,112.0,0.0,1.07
2739,寒舍,354703.0,331.0,18706667.0,53.1,53.4,52.3,52.3,-,0.8,52.30,7,52.50,4,12.82,,,,,,,
2740,天蔥,1000.0,1.0,38500.0,38.5,38.5,38.5,38.5,,2.5,34.35,1,38.00,1,,23185484,42.35,34.65,0.0,112.0,0.0,6.12
2743,山富,248000.0,209.0,28253500.0,114.5,115.5,112.5,114.0,,0.0,114.00,2,114.50,7,16.1,36011700,125.0,103.0,3.0,112.0,2.63,5.12
2745,五福,161000.0,130.0,12630900.0,79.3,79.6,77.4,79.0,,0.2,79.00,1,79.20,1,10.04,33808526,86.9,71.1,0.0,111.0,0.0,4.03
2748,雲品,369452.0,471.0,26650602.0,73.0,73.0,71.8,72.0,-,1.0,72.00,1,72.30,6,26.87,,,,,,,
2752,豆府,6000.0,6.0,1588500.0,265.0,267.0,264.0,264.0,,1.0,262.00,1,264.50,2,17.86,26267382,290.0,238.0,13.3,112.0,5.04,5.84
2753,八方雲集,189174.0,253.0,31070260.0,164.5,165.0,163.5,164.5,,0.0,164.50,2,165.00,26,18.55,,,,,,,
2754,亞洲藏壽司,66000.0,54.0,7011500.0,105.5,107.5,105.5,106.5,,0.5,106.00,4,107.00,2,23.46,46721000,117.0,95.9,1.49993578,111.0,1.41,3.04
2755,揚秦,16000.0,13.0,1545600.0,96.7,96.8,96.3,96.3,,-0.5,96.20,4,97.40,2,21.89,30140000,105.5,86.7,3.6,112.0,3.74,3.86
2756,聯發國際,12000.0,12.0,1001600.0,84.0,84.0,83.3,83.3,,-0.1,83.20,2,83.90,1,18.27,24542820,91.6,75.0,4.5,112.0,5.4,3.68
2762,世界健身-KY,705262.0,666.0,78618455.0,110.0,115.0,107.5,113.0,+,3.0,112.50,11,113.00,4,32.29,,,,,,,
2801,彰銀,14924442.0,3378.0,269420082.0,18.1,18.15,17.95,18.05,-,0.05,18.05,197,18.10,207,15.04,,,,,,,
2809,京城銀,5385985.0,2628.0,272075081.0,50.6,50.8,50.0,50.7,+,0.1,50.60,1,50.70,160,9.07,,,,,,,
2812,台中銀,9129168.0,4599.0,153560692.0,16.9,17.0,16.75,16.75,-,0.15,16.75,379,16.80,106,12.79,,,,,,,
2816,旺旺保,1318504.0,817.0,38265044.0,29.25,29.4,28.8,28.95,-,0.25,28.95,19,29.05,3,5.39,,,,,,,
2820,華票,4929515.0,1515.0,73446915.0,14.85,15.0,14.8,14.95,-,0.3,14.90,411,14.95,75,15.57,,,,,,,
2832,台產,453520.0,321.0,11922815.0,26.2,26.45,26.2,26.35,,0.0,26.30,20,26.35,6,9.76,,,,,,,
2834,臺企銀,42091888.0,12060.0,656673997.0,15.6,15.75,15.5,15.55,-,0.05,15.50,5802,15.55,276,12.05,,,,,,,
2836,高雄銀,4949783.0,1037.0,57693829.0,11.7,11.7,11.6,11.7,,0.0,11.65,392,11.70,1543,17.21,,,,,,,
2838,聯邦銀,2772354.0,1165.0,41586355.0,15.05,15.1,14.95,15.0,-,0.1,14.95,156,15.00,58,13.76,,,,,,,
2845,遠東銀,9220813.0,2739.0,129684283.0,14.15,14.2,14.0,14.05,-,0.1,14.00,1658,14.05,142,13.64,,,,,,,
2849,安泰銀,124471.0,81.0,1739347.0,14.0,14.05,13.95,13.95,-,0.1,13.95,52,14.00,1,24.91,,,,,,,
2850,新產,582363.0,553.0,48222435.0,83.1,83.2,82.2,82.7,-,0.4,82.70,4,82.80,2,8.97,,,,,,,
2851,中再保,2148597.0,833.0,52586889.0,24.35,24.65,24.3,24.5,+,0.15,24.45,206,24.50,56,9.39,,,,,,,
2852,第一保,305318.0,148.0,5908971.0,19.45,19.45,19.3,19.35,,0.0,19.30,73,19.40,11,9.17,,,,,,,
2855,統一證,3304423.0,1624.0,76289968.0,23.2,23.35,22.8,22.85,-,0.35,22.85,33,22.95,8,11.54,,,,,,,
2867,三商壽,7389348.0,1791.0,35644623.0,4.84,4.85,4.8,4.81,-,0.04,4.80,1864,4.81,18,0.0,,,,,,,
2880,華南金,19661554.0,9970.0,444602878.0,22.8,22.9,22.5,22.55,-,0.25,22.55,70,22.60,60,14.27,,,,,,,
2881,富邦金,16334008.0,12941.0,1140894132.0,69.9,70.3,69.3,69.6,-,0.2,69.60,59,69.70,94,15.4,,,,,,,
2882,國泰金,19753472.0,9453.0,941421971.0,47.75,47.95,47.45,47.5,-,0.25,47.50,825,47.55,2,15.13,,,,,,,
2883,開發金,74439569.0,16831.0,1037185566.0,14.1,14.15,13.8,13.85,-,0.25,13.85,731,13.90,1188,13.45,,,,,,,
2884,玉山金,25426846.0,14120.0,673401779.0,26.55,26.6,26.35,26.5,-,0.05,26.45,694,26.50,462,19.06,,,,,,,
2885,元大金,23761271.0,8990.0,691702227.0,29.25,29.4,28.85,28.9,-,0.3,28.85,845,28.90,195,13.83,,,,,,,
2886,兆豐金,24900466.0,12007.0,1003994780.0,40.25,40.65,40.15,40.15,-,0.05,40.15,920,40.20,28,17.01,,,,,,,
2887,台新金,14110275.0,4895.0,252324664.0,17.85,17.95,17.85,17.85,-,0.05,17.85,1399,17.90,162,16.53,,,,,,,
2888,新光金,60970677.0,14163.0,491528405.0,8.13,8.15,8.03,8.03,-,0.09,8.03,3046,8.04,34,0.0,,,,,,,
2889,國票金,10765070.0,3798.0,145710941.0,13.6,13.7,13.5,13.5,-,0.1,13.45,936,13.50,86,23.28,,,,,,,
2890,永豐金,16567151.0,4710.0,343768177.0,20.8,20.9,20.65,20.65,-,0.15,20.65,111,20.70,228,12.91,,,,,,,
2891,中信金,56700517.0,22677.0,1780747019.0,32.0,32.0,31.2,31.25,-,0.5,31.25,761,31.30,287,11.2,,,,,,,
2892,第一金,17301109.0,5869.0,471500614.0,27.3,27.4,27.2,27.2,-,0.15,27.20,165,27.25,169,16.48,,,,,,,
2897,王道銀行,15002405.0,2693.0,149862639.0,10.05,10.1,9.93,9.93,-,0.12,9.93,11,9.94,137,11.96,,,,,,,
2901,欣欣,49865.0,100.0,1317486.0,26.8,26.8,26.05,26.55,-,0.6,26.40,1,26.55,1,64.76,,,,,,,
2903,遠百,6184484.0,2220.0,167587028.0,27.25,27.35,26.8,27.05,-,0.25,27.00,49,27.05,19,13.87,,,,,,,
2904,匯僑,61976.0,61.0,1123169.0,18.1,18.2,18.1,18.15,+,0.05,18.10,44,18.15,3,21.61,,,,,,,
2905,三商,1054685.0,760.0,12868533.0,12.2,12.3,12.1,12.25,+,0.05,12.20,141,12.25,12,0.0,,,,,,,
2906,高林,885559.0,264.0,17272999.0,19.45,19.65,19.35,19.5,,0.0,19.50,40,19.55,9,34.21,,,,,,,
2908,特力,208651.0,102.0,4275347.0,20.45,20.55,20.4,20.5,-,0.05,20.45,19,20.50,4,39.42,,,,,,,
2910,統領,43004.0,43.0,1168858.0,27.0,27.55,27.0,27.05,-,0.1,27.00,2,27.05,4,23.12,,,,,,,
2911,麗嬰房,208583.0,1265.0,1480812.0,7.4,7.4,7.02,7.08,,0.0,7.05,1,7.10,10,0.0,,,,,,,
2912,統一超,860473.0,1271.0,229277241.0,266.5,267.5,266.0,266.0,,0.0,266.00,262,266.50,5,26.05,,,,,,,
2913,農林,2526168.0,1168.0,50735106.0,20.1,20.25,20.0,20.1,-,0.05,20.05,212,20.10,7,0.0,,,,,,,
2915,潤泰全,3815081.0,2263.0,221547887.0,58.2,58.6,57.6,57.8,-,0.4,57.80,146,57.90,10,8.23,,,,,,,
2916,滿心,324000.0,264.0,20482600.0,62.3,64.4,62.0,63.2,,1.5,63.20,1,63.30,6,13.71,54626878,69.5,56.9,4.0,112.0,6.33,3.03
2923,鼎固-KY,118995.0,368.0,2859756.0,24.4,24.45,23.3,23.6,-,1.25,23.60,2,23.85,1,73.75,,,,,,,
2924,宏太-KY,0.0,0.0,0.0,,,,,,,24.80,2,25.40,1,,32805174,27.5,22.5,0.0,112.0,0.0,4.88
2926,誠品生活,19000.0,13.0,1119100.0,59.2,59.2,58.4,59.0,,-0.2,58.90,2,59.10,1,,47389650,64.9,53.1,0.0,112.0,0.0,5.04
2929,淘帝-KY,282522.0,247.0,2765725.0,10.0,10.0,9.65,9.74,-,0.25,9.70,2,9.74,7,0.0,,,,,,,
2937,集雅社,65000.0,35.0,2322050.0,35.4,35.85,35.4,35.75,,-0.05,35.70,1,35.75,11,12.72,39583614,39.3,32.2,2.0,112.0,5.59,1.49
2939,凱羿-KY,24104.0,124.0,659752.0,27.35,27.6,27.2,27.3,-,0.2,27.30,1,27.35,4,0.0,,,,,,,
2941,米斯特,313000.0,250.0,27562700.0,90.2,92.0,84.0,89.7,,11.7,89.00,1,89.70,2,21.56,15390000,9995.0,0.01,3.5,112.0,3.9,5.04
2945,三商家購,289751.0,304.0,13089045.0,42.15,46.35,42.15,46.35,+,4.2,46.35,24,--,0,30.9,,,,,,,
2947,振宇五金,30000.0,25.0,2402400.0,79.7,80.5,79.7,79.7,,0.0,79.60,1,80.50,7,34.35,19268600,87.6,71.8,1.3,112.0,1.63,2.09
2948,寶陞,29000.0,25.0,1958600.0,67.9,67.9,67.1,67.7,,0.1,67.10,2,67.80,1,15.89,28000000,74.4,61.0,3.31428571,112.0,4.9,1.87
2949,欣新網,28000.0,27.0,2982000.0,108.0,108.0,105.5,106.5,,-1.0,106.00,9,107.50,3,16.93,24200000,117.0,95.9,2.5,112.0,2.35,2.53
3002,歐格,284352.0,154.0,4101651.0,14.45,14.55,14.3,14.3,-,0.05,14.30,1,14.35,5,130.0,,,,,,,
3003,健和興,214630.0,187.0,14762021.0,69.0,69.1,68.5,68.8,-,0.1,68.80,14,68.90,2,19.11,,,,,,,
3004,豐達科,326186.0,410.0,32170651.0,98.0,99.0,98.0,98.7,+,0.2,98.70,3,98.80,8,17.32,,,,,,,
3005,神基,64959067.0,39533.0,9785194479.0,144.0,155.5,143.5,155.5,+,14.0,155.50,555,--,0,25.33,,,,,,,
3006,晶豪科,3213187.0,2712.0,272725099.0,85.7,85.9,84.2,84.5,-,0.8,84.40,10,84.50,1,0.0,,,,,,,
3008,大立光,1029118.0,4316.0,2624607050.0,2465.0,2600.0,2465.0,2570.0,+,95.0,2565.00,20,2570.00,6,19.16,,,,,,,
3010,華立,1414495.0,1213.0,157504135.0,112.0,113.0,110.0,111.0,-,0.5,111.00,20,111.50,65,13.01,,,,,,,
3011,今皓,579549.0,252.0,17143666.0,29.45,30.0,29.45,29.6,-,0.05,29.60,2,29.65,3,0.0,,,,,,,
3013,晟銘電,3115711.0,2076.0,158295171.0,51.7,52.0,49.9,49.9,-,1.2,49.90,3,49.95,9,38.68,,,,,,,
3014,聯陽,8348314.0,12844.0,1508606669.0,177.5,184.0,176.5,179.5,+,5.5,179.00,86,179.50,60,18.2,,,,,,,
3015,全漢,574336.0,997.0,32023672.0,56.0,56.2,55.3,55.8,-,0.7,55.70,4,55.80,1,17.44,,,,,,,
3016,嘉晶,640906.0,685.0,36564320.0,57.2,58.0,56.6,56.6,-,0.9,56.60,20,56.70,1,99.3,,,,,,,
3017,奇鋐,20796056.0,20531.0,11917911429.0,570.0,588.0,561.0,567.0,-,2.0,567.00,3,568.00,4,40.97,,,,,,,
3018,隆銘綠能,40388.0,697.0,567783.0,14.05,14.05,14.0,14.0,-,0.45,13.95,3,14.05,11,0.0,,,,,,,
3019,亞光,1613213.0,1152.0,104484542.0,64.2,65.5,63.5,64.5,+,0.6,64.50,14,64.60,3,23.2,,,,,,,
3021,鴻名,226245.0,183.0,4938903.0,22.05,22.05,21.6,21.65,-,0.1,21.65,5,21.70,3,16.16,,,,,,,
3022,威強電,921307.0,684.0,74340488.0,80.2,81.4,80.2,80.2,,0.0,80.20,24,80.30,1,10.24,,,,,,,
3023,信邦,723790.0,1816.0,188967832.0,261.5,263.0,258.5,261.5,+,0.5,261.00,19,261.50,2,19.12,,,,,,,
3024,憶聲,1198701.0,458.0,20626583.0,17.2,17.3,17.1,17.1,-,0.1,17.10,83,17.15,17,43.85,,,,,,,
3025,星通,2025315.0,1873.0,139233919.0,69.1,69.6,68.0,68.0,-,1.0,68.00,57,68.10,1,19.32,,,,,,,
3026,禾伸堂,315896.0,410.0,30265159.0,95.5,96.4,95.5,95.7,,0.0,95.60,2,95.70,9,18.66,,,,,,,
3027,盛達,616112.0,590.0,26127375.0,42.8,42.9,42.1,42.1,-,0.4,42.10,5,42.15,8,67.9,,,,,,,
3028,增你強,570574.0,860.0,20337541.0,35.65,35.75,35.5,35.6,+,0.05,35.55,27,35.65,25,17.8,,,,,,,
3029,零壹,6166142.0,4071.0,487079832.0,79.1,79.8,78.3,78.4,,0.0,78.40,49,78.50,12,17.5,,,,,,,
3030,德律,518474.0,567.0,41951206.0,81.7,81.7,80.5,80.5,-,1.0,80.50,53,80.80,9,18.99,,,,,,,
3031,佰鴻,579871.0,323.0,11460107.0,19.95,20.0,19.45,19.75,+,0.45,19.70,9,19.75,6,18.81,,,,,,,
3032,偉訓,1773758.0,1342.0,137703106.0,77.3,78.2,77.1,77.3,+,0.2,77.30,16,77.40,17,15.46,,,,,,,
3033,威健,2131474.0,1752.0,65582066.0,31.05,31.15,30.55,30.6,-,0.45,30.60,2,30.65,14,16.63,,,,,,,
3034,聯詠,7399495.0,8855.0,4478285777.0,600.0,615.0,594.0,595.0,-,1.0,595.00,50,596.00,65,15.53,,,,,,,
3035,智原,5576608.0,6185.0,1956510836.0,352.5,356.0,347.0,347.5,-,2.5,347.50,75,348.00,3,54.3,,,,,,,
3036,文曄,17209613.0,13843.0,2766432891.0,166.0,167.5,157.0,158.5,-,7.5,158.50,21,159.00,89,42.61,,,,,,,
3037,欣興,39497945.0,29330.0,7748448519.0,194.5,199.0,193.0,196.5,+,4.0,196.50,7,197.00,590,25.0,,,,,,,
3038,全台,874788.0,1211.0,28972157.0,33.3,33.5,32.9,32.9,-,0.35,32.90,18,32.95,2,11.71,,,,,,,
3040,遠見,42576.0,151.0,1270368.0,29.85,29.85,29.75,29.85,+,0.05,29.85,1,29.90,2,29.26,,,,,,,
3041,揚智,10228397.0,4994.0,232221305.0,21.4,23.35,21.35,23.35,+,2.1,23.35,1508,--,0,0.0,,,,,,,
3042,晶技,14241734.0,10325.0,1732431869.0,123.0,124.0,119.5,120.5,+,0.5,120.50,27,121.00,146,21.79,,,,,,,
3043,科風,159320.0,232.0,4772375.0,30.1,30.45,29.75,29.85,-,0.25,29.85,3,29.95,1,0.0,,,,,,,
3044,健鼎,8369799.0,11866.0,1816246330.0,215.5,221.5,213.5,213.5,-,0.5,213.00,225,213.50,19,18.52,,,,,,,
3045,台灣大,4082165.0,2791.0,403151757.0,98.5,99.1,98.5,98.6,+,0.1,98.60,90,98.90,1,24.29,,,,,,,
3046,建碁,299419.0,324.0,19174053.0,64.2,64.3,63.6,64.2,+,0.6,63.90,3,64.20,6,21.26,,,,,,,
3047,訊舟,1982850.0,1007.0,29752501.0,15.1,15.2,14.95,14.95,-,0.1,14.95,57,15.00,27,0.0,,,,,,,
3048,益登,368011.0,491.0,8671370.0,23.7,23.7,23.5,23.5,-,0.3,23.50,50,23.60,3,1175.0,,,,,,,
3049,精金,3340208.0,1032.0,27200978.0,8.17,8.2,8.12,8.14,-,0.01,8.14,6,8.15,33,0.0,,,,,,,
3050,鈺德,5467943.0,1828.0,110606273.0,21.0,21.0,19.8,20.35,-,0.35,20.30,3,20.40,22,40.7,,,,,,,
3051,力特,3025101.0,3070.0,119012458.0,39.8,40.6,38.65,38.85,-,0.55,38.85,46,38.95,1,66.98,,,,,,,
3052,夆典,587022.0,415.0,7382583.0,12.55,12.65,12.5,12.55,+,0.05,12.55,11,12.60,38,12.3,,,,,,,
3054,立萬利,102774.0,81.0,2087530.0,20.35,20.7,20.0,20.4,-,0.2,20.35,3,20.45,1,340.0,,,,,,,
3055,蔚華科,2840872.0,2241.0,203238288.0,69.8,73.2,69.6,71.1,+,0.9,71.10,5,71.20,2,0.0,,,,,,,
3056,富華新,1197256.0,1146.0,33088067.0,27.65,27.85,27.5,27.65,-,0.15,27.60,85,27.65,1,30.72,,,,,,,
3057,喬鼎,120244.0,159.0,1497995.0,12.35,12.55,12.35,12.5,+,0.15,12.45,8,12.50,1,0.0,,,,,,,
3058,立德,836697.0,521.0,16517574.0,20.2,20.2,19.55,19.6,-,0.4,19.60,45,19.65,10,72.59,,,,,,,
3059,華晶科,9039061.0,4555.0,316247838.0,34.85,35.6,34.1,35.55,+,0.8,35.55,6,35.60,203,27.99,,,,,,,
3060,銘異,744891.0,613.0,15319096.0,20.8,20.8,20.4,20.5,-,0.25,20.50,30,20.55,7,0.0,,,,,,,
3062,建漢,1722839.0,869.0,36847477.0,21.4,21.7,21.15,21.25,-,0.2,21.25,20,21.30,14,0.0,,,,,,,
3064,泰偉,10000.0,4.0,338900.0,33.95,34.0,33.55,34.0,,0.7,33.65,10,34.00,7,,13011451,37.4,30.6,0.0,112.0,0.0,4.36
3066,李洲,351000.0,259.0,7945000.0,23.6,23.85,21.95,21.95,,-0.55,21.95,7,22.00,4,20.51,83070612,24.1,19.8,0.0,112.0,0.0,1.69
3067,全域,6000.0,5.0,204500.0,34.0,34.1,34.0,34.1,,-1.9,34.00,3,34.95,1,35.89,20000000,37.5,30.7,0.0,112.0,0.0,2.59
3071,協禧,989000.0,692.0,37693250.0,38.3,38.9,37.5,37.6,,-0.55,37.60,17,37.70,6,31.07,110000000,41.35,33.85,1.664,111.0,4.43,2.8
3073,天方能源,5000.0,5.0,162000.0,32.75,32.75,32.3,32.3,,-0.7,31.55,1,31.90,1,,32099556,35.5,29.1,0.0,112.0,0.0,2.48
3078,僑威,4318000.0,3047.0,353130700.0,81.2,82.4,81.0,82.0,,1.3,81.90,9,82.00,25,12.08,227391064,90.2,73.8,4.8,112.0,5.85,2.83
3081,聯亞,4149000.0,2776.0,595830000.0,148.5,149.0,140.0,140.0,,-8.5,140.00,158,140.50,4,,91861677,154.0,126.0,0.5,112.0,0.36,3.33
3083,網龍,1717000.0,1084.0,88625850.0,50.4,52.8,49.8,52.3,,2.0,52.30,1,52.40,27,5230.0,86441108,57.5,47.1,0.0,112.0,0.0,3.42
3085,新零售,6000.0,6.0,63200.0,10.9,10.9,10.3,10.3,,-0.35,10.30,1,10.65,1,,29019288,11.3,9.27,0.0,112.0,0.0,2.48
3086,華義,318000.0,299.0,40478500.0,126.0,129.5,124.0,128.5,,2.5,127.00,1,128.50,7,91.13,23611299,141.0,116.0,1.50000004,112.0,1.17,9.09
3088,艾訊,1839000.0,1327.0,169113800.0,92.4,92.8,91.2,91.2,,0.3,91.20,12,91.30,18,12.68,101910460,100.0,82.1,4.3,112.0,4.71,2.2
3090,日電貿,812323.0,580.0,48800818.0,60.3,60.6,59.7,59.7,-,0.6,59.70,31,59.90,7,17.98,,,,,,,
3092,鴻碩,202423.0,262.0,6195164.0,30.75,30.85,30.45,30.55,-,0.3,30.55,4,30.60,1,0.0,,,,,,,
3093,港建*,132000.0,78.0,4032900.0,30.5,30.8,30.35,30.55,,-0.1,30.45,3,30.60,3,15.12,145155576,33.6,27.5,1.8,112.0,5.89,3.83
3094,聯傑,645125.0,611.0,21770411.0,33.8,34.0,33.45,33.95,+,0.6,33.75,2,33.95,6,55.66,,,,,,,
3095,及成,3000.0,3.0,90000.0,30.0,30.0,30.0,30.0,,-0.1,29.85,1,30.80,2,,10000000,33.0,27.0,0.0,112.0,0.0,7.52
3105,穩懋,3133000.0,2301.0,482847500.0,156.5,157.0,152.5,153.0,,-4.0,152.50,94,153.00,5,,423940384,168.0,138.0,0.0,112.0,0.0,1.91
3114,好德,73000.0,54.0,2009700.0,27.35,27.85,27.35,27.35,,-0.05,27.35,2,27.50,5,17.65,65129792,30.05,24.65,1.2,112.0,4.39,1.15
3115,富榮綱,12000.0,3.0,125400.0,10.45,10.45,10.45,10.45,,0.05,10.45,5,11.00,1,,43697600,11.45,9.41,0.0,112.0,0.0,2.25
3118,進階,35000.0,29.0,1084650.0,31.1,31.1,30.9,30.95,,-0.15,30.95,6,31.00,4,15.95,32452860,34.0,27.9,1.7,112.0,5.49,1.83
3122,笙泉,395000.0,279.0,15775350.0,40.5,40.65,39.3,39.3,,-1.1,39.30,5,39.35,1,,40028986,43.2,35.4,0.0,112.0,0.0,3.41
