symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,9410264.0,6542.0,305655817.0,32.7,32.7,32.4,32.5,-,0.15,32.45,218,32.50,66,27.54,,,,,,,,,
1102,亞泥,2008975.0,1468.0,80817175.0,40.25,40.3,40.05,40.3,+,0.1,40.2,30,40.30,21,14.04,,,,,,,,,
1103,嘉泥,127122.0,237.0,2291139.0,18.1,18.1,17.95,18.05,,0.0,18.0,6,18.05,12,69.42,,,,,,,,,
1104,環泥,337042.0,407.0,9773488.0,29.05,29.15,28.9,28.95,+,0.05,28.95,8,29.00,6,8.64,,,,,,,,,
1108,幸福,276918.0,168.0,4303036.0,15.6,15.6,15.5,15.55,,0.0,15.55,2,15.60,17,8.45,,,,,,,,,
1109,信大,363439.0,235.0,6427288.0,17.75,17.75,17.65,17.7,,0.0,17.7,7,17.75,22,10.41,,,,,,,,,
1110,東泥,55236.0,46.0,1001364.0,18.15,18.2,18.05,18.2,+,0.05,18.15,1,18.20,28,38.72,,,,,,,,,
1201,味全,430204.0,600.0,8049434.0,18.75,18.8,18.65,18.7,-,0.1,18.65,52,18.80,37,66.79,,,,,,,,,
1203,味王,16559.0,128.0,908618.0,55.0,55.6,54.4,54.4,-,0.3,54.5,5,54.70,2,31.63,,,,,,,,,
1210,大成,2552997.0,1735.0,149281064.0,58.0,58.7,57.9,58.5,+,0.7,58.5,27,58.60,58,13.3,,,,,,,,,
1213,大飲,86020.0,22.0,609441.0,7.1,7.1,7.06,7.08,-,0.02,7.08,7,7.12,4,0.0,,,,,,,,,
1215,卜蜂,447120.0,657.0,43401251.0,96.6,97.3,96.6,97.3,+,0.7,97.2,3,97.30,23,14.1,,,,,,,,,
1216,統一,8278192.0,5810.0,631242529.0,76.1,76.8,75.6,76.8,+,0.7,76.6,18,76.80,193,22.59,,,,,,,,,
1217,愛之味,684113.0,476.0,8276187.0,12.15,12.2,12.05,12.05,-,0.05,12.05,18,12.10,36,36.52,,,,,,,,,
1218,泰山,347976.0,499.0,7275564.0,21.0,21.0,20.85,20.95,+,0.1,20.9,10,20.95,10,1.96,,,,,,,,,
1219,福壽,265715.0,204.0,5085114.0,19.15,19.2,19.1,19.1,,0.0,19.1,19,19.15,2,25.47,,,,,,,,,
1220,台榮,120592.0,127.0,1690890.0,14.0,14.15,13.9,14.0,-,0.05,14.0,5,14.05,13,31.82,,,,,,,,,
1225,福懋油,99228.0,29.0,5494338.0,55.2,55.4,55.0,55.4,+,0.2,55.2,1,55.40,3,48.6,,,,,,,,,
1227,佳格,470002.0,454.0,17886028.0,38.15,38.15,38.0,38.05,,0.0,38.05,7,38.10,31,29.27,,,,,,,,,
