symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,18817982.0,10521.0,586216523.0,31.25,31.45,31.05,31.15,-,0.35,31.1,518,31.15,124,30.24,,,,,,,,,
1102,亞泥,3793271.0,2271.0,156536221.0,41.35,41.7,41.05,41.25,-,0.1,41.25,22,41.30,16,13.44,,,,,,,,,
1103,嘉泥,340516.0,313.0,5826326.0,17.15,17.2,17.05,17.1,-,0.1,17.1,33,17.15,1,142.5,,,,,,,,,
1104,環泥,1532653.0,1068.0,48817121.0,32.25,32.25,31.7,31.8,-,0.45,31.75,106,31.80,22,10.16,,,,,,,,,
1108,幸福,535283.0,279.0,8448882.0,15.9,15.9,15.7,15.75,-,0.1,15.75,28,15.80,32,8.56,,,,,,,,,
1109,信大,322089.0,184.0,6108442.0,18.95,19.05,18.9,18.95,,0.0,18.95,19,19.00,5,9.43,,,,,,,,,
1110,東泥,63620.0,34.0,1138792.0,17.75,18.0,17.75,17.95,+,0.15,17.8,3,17.95,8,69.04,,,,,,,,,
1201,味全,1299565.0,645.0,24341564.0,18.8,18.8,18.65,18.7,-,0.1,18.7,55,18.75,13,35.28,,,,,,,,,
1203,味王,39006.0,63.0,1998787.0,51.4,52.0,50.4,51.6,+,0.1,51.5,7,51.70,1,30.0,,,,,,,,,
1210,大成,1787753.0,1878.0,103354998.0,58.2,58.4,57.6,57.6,-,0.6,57.6,169,57.80,14,11.98,,,,,,,,,
1213,大飲,160516.0,34.0,1153458.0,7.13,7.27,7.11,7.25,+,0.12,7.25,29,7.29,2,0.0,,,,,,,,,
1215,卜蜂,356542.0,504.0,37121343.0,103.0,105.0,103.0,105.0,+,1.0,104.5,5,105.00,82,13.64,,,,,,,,,
1216,統一,10762239.0,20073.0,811910349.0,76.3,76.6,74.9,75.4,-,1.2,75.4,149,75.50,121,23.34,,,,,,,,,
1217,愛之味,2201359.0,833.0,25945103.0,11.75,11.9,11.6,11.75,+,0.1,11.75,182,11.80,28,28.66,,,,,,,,,
1218,泰山,1825166.0,1141.0,40691195.0,22.3,22.5,21.9,22.25,,0.0,22.2,177,22.25,29,2.08,,,,,,,,,
1219,福壽,449186.0,361.0,8305719.0,18.6,18.6,18.45,18.45,-,0.05,18.45,37,18.50,11,19.63,,,,,,,,,
1220,台榮,314476.0,328.0,4678754.0,15.05,15.05,14.8,14.9,-,0.05,14.9,11,14.95,32,19.61,,,,,,,,,
1225,福懋油,3286.0,5.0,182200.0,55.5,55.5,55.5,55.5,-,0.3,55.2,1,55.80,1,34.69,,,,,,,,,
1227,佳格,324871.0,322.0,12172517.0,37.35,37.6,37.35,37.6,+,0.25,37.55,9,37.60,2,28.92,,,,,,,,,
1229,聯華,701392.0,858.0,47544911.0,67.6,68.2,67.6,67.8,+,0.2,67.7,41,67.80,15,25.68,,,,,,,,,
1231,聯華食,444749.0,4487.0,42452950.0,96.6,96.8,94.8,94.9,-,1.7,94.9,3,95.00,10,24.15,,,,,,,,,
1232,大統益,68298.0,134.0,9856023.0,144.5,144.5,144.0,144.5,+,0.5,144.5,8,145.00,20,19.19,,,,,,,,,
1233,天仁,7953.0,34.0,267857.0,33.8,33.8,33.7,33.7,-,0.1,33.7,2,33.95,1,31.79,,,,,,,,,
1234,黑松,151530.0,144.0,6178149.0,40.95,40.95,40.7,40.8,,0.0,40.8,9,40.85,3,17.29,,,,,,,,,
1235,興泰,10194.0,20.0,821366.0,80.5,81.0,80.5,80.5,-,0.5,80.5,2,80.70,1,50.0,,,,,,,,,
1236,宏亞,10656.0,58.0,249628.0,23.45,23.45,23.45,23.45,+,0.05,23.4,5,23.50,1,130.28,,,,,,,,,
1240,茂生農經,20601.0,47.0,1051363.0,51.3,51.4,50.8,51.3,,0.0,50.90,4,51.10,1,18.32,51.03,39370158,51.30,56.40,46.20,2.7,112.0,5.26,1.58
1256,鮮活果汁-KY,13152.0,112.0,3050164.0,231.5,233.5,231.0,233.0,+,2.5,232.0,2,233.00,1,18.78,,,,,,,,,
1259,安心,14129.0,93.0,1056188.0,75.0,75.0,74.3,75.0,,0.1,74.80,1,75.00,1,14.51,74.75,32389500,75.00,82.50,67.50,1.8,112.0,2.4,1.03
1264,德麥,1274.0,57.0,391057.0,,,,,,,305.50,3,306.50,1,16.93,306.95,37064367,306.50,337.00,276.00,14.0,112.0,4.57,3.76
1268,漢來美食,119428.0,124.0,18394184.0,154.0,154.5,152.5,154.5,,0.5,153.50,11,154.50,10,20.3,154.02,42223730,154.50,169.50,139.50,3.0,111.0,1.94,3.03
1301,台塑,6866549.0,6047.0,460081224.0,67.4,67.4,66.7,67.0,-,0.4,67.0,68,67.10,16,58.26,,,,,,,,,
1303,南亞,6837458.0,5387.0,374281331.0,55.0,55.3,54.5,54.8,-,0.2,54.7,12,54.80,26,68.5,,,,,,,,,
1304,台聚,3059308.0,2333.0,49489463.0,16.55,16.6,16.0,16.2,-,0.2,16.15,94,16.20,46,0.0,,,,,,,,,
1305,華夏,854042.0,589.0,15626180.0,18.35,18.45,18.2,18.25,-,0.1,18.25,7,18.30,27,30.93,,,,,,,,,
1307,三芳,550520.0,394.0,15264203.0,28.0,28.05,27.5,27.85,-,0.2,27.8,23,27.85,8,14.58,,,,,,,,,
1308,亞聚,1007181.0,1967.0,19568647.0,19.65,19.65,19.3,19.5,-,0.15,19.45,7,19.50,88,97.5,,,,,,,,,
1309,台達化,565038.0,583.0,8587902.0,15.25,15.3,15.15,15.25,,0.0,15.2,2,15.25,26,0.0,,,,,,,,,
1310,台苯,524867.0,467.0,7174134.0,13.6,13.75,13.6,13.75,+,0.15,13.6,27,13.75,7,0.0,,,,,,,,,
1312,國喬,1170717.0,824.0,15707445.0,13.5,13.5,13.35,13.45,,0.0,13.4,80,13.45,85,0.0,,,,,,,,,
1313,聯成,1549468.0,666.0,20454709.0,13.3,13.3,13.15,13.2,X,0.0,13.2,40,13.25,124,0.0,,,,,,,,,
1314,中石化,9081426.0,3102.0,85373164.0,9.45,9.45,9.36,9.41,-,0.02,9.4,94,9.41,120,0.0,,,,,,,,,
1315,達新,46393.0,26.0,3350782.0,72.4,72.4,72.0,72.1,,0.0,72.1,1,72.20,1,19.7,,,,,,,,,
1316,上曜,17365294.0,6505.0,338837195.0,19.6,20.15,19.05,19.4,-,0.15,19.4,14,19.45,75,0.0,,,,,,,,,
1319,東陽,6566072.0,4907.0,773758900.0,119.0,119.5,116.5,118.0,-,2.0,118.0,28,118.50,154,23.14,,,,,,,,,
1321,大洋,315818.0,177.0,10906222.0,34.8,34.85,34.3,34.6,-,0.2,34.6,2,34.70,2,39.32,,,,,,,,,
1323,永裕,32307.0,71.0,999541.0,30.95,31.0,30.9,31.0,+,0.05,30.95,1,31.00,4,33.33,,,,,,,,,
1324,地球,93548.0,161.0,1409105.0,15.1,15.15,14.95,15.05,-,0.05,15.05,4,15.10,1,28.4,,,,,,,,,
1325,恆大,587933.0,446.0,17368071.0,29.8,29.9,29.25,29.5,-,0.25,29.45,1,29.50,15,140.48,,,,,,,,,
1326,台化,3399087.0,3075.0,185336329.0,54.9,54.9,54.3,54.6,-,0.3,54.5,43,54.60,83,37.4,,,,,,,,,
1336,台翰,61109.0,52.0,1240795.0,20.2,20.35,20.2,20.35,,0.05,20.30,1,20.45,2,14.64,20.30,78818419,20.35,22.35,18.35,0.41,112.0,2.01,0.91
1337,再生-KY,366642.0,319.0,2605489.0,7.11,7.16,7.09,7.1,-,0.01,7.1,34,7.11,3,0.0,,,,,,,,,
1338,廣華-KY,75142.0,151.0,2638458.0,35.2,35.35,34.9,35.05,-,0.15,35.05,1,35.10,2,0.0,,,,,,,,,
1339,昭輝,385358.0,632.0,27214107.0,70.9,71.7,70.0,70.0,-,1.8,70.0,17,70.40,1,11.9,,,,,,,,,
1340,勝悅-KY,220432.0,726.0,2198774.0,10.0,10.05,9.93,10.05,+,0.06,9.96,3,10.05,11,0.0,,,,,,,,,
1341,富林-KY,28544.0,32.0,1845312.0,64.8,64.8,64.5,64.8,+,0.1,64.5,6,64.80,5,14.56,,,,,,,,,
1342,八貫,596133.0,664.0,79408572.0,132.5,134.5,131.0,134.0,+,2.0,134.0,5,134.50,35,18.04,,,,,,,,,
1402,遠東新,4756923.0,2710.0,154656533.0,32.5,32.75,32.25,32.5,-,0.2,32.45,22,32.50,130,21.1,,,,,,,,,
1409,新纖,2337228.0,1144.0,36916406.0,15.9,15.95,15.75,15.8,-,0.15,15.75,93,15.80,136,33.62,,,,,,,,,
1410,南染,63085.0,35.0,2252891.0,35.8,35.95,35.5,35.75,-,0.05,35.7,1,35.80,2,59.58,,,,,,,,,
1413,宏洲,42983.0,24.0,388525.0,9.0,9.09,9.0,9.07,,0.0,9.04,5,9.07,2,0.0,,,,,,,,,
1414,東和,587470.0,341.0,11260869.0,18.9,19.5,18.75,19.2,+,0.3,19.2,1,19.25,5,128.0,,,,,,,,,
1416,廣豐,996338.0,524.0,11959946.0,12.2,12.25,11.95,12.0,-,0.25,12.0,1,12.05,5,23.53,,,,,,,,,
1417,嘉裕,505519.0,366.0,5673656.0,11.3,11.35,11.15,11.3,,0.0,11.2,10,11.30,29,0.0,,,,,,,,,
1418,東華,41577.0,49.0,1309027.0,31.5,31.6,31.2,31.6,-,0.1,31.3,6,31.60,2,42.7,,,,,,,,,
1419,新紡,40108.0,23.0,1821514.0,45.65,45.65,45.05,45.25,,0.0,45.25,2,45.50,1,20.85,,,,,,,,,
1423,利華,87858.0,92.0,2729028.0,31.0,31.15,31.0,31.05,-,0.1,31.0,22,31.05,4,43.73,,,,,,,,,
1432,大魯閣,355517.0,1396.0,6897574.0,19.5,19.5,19.3,19.45,+,0.05,19.4,32,19.45,23,29.03,,,,,,,,,
1434,福懋,1095818.0,1263.0,24189100.0,22.1,22.15,22.0,22.1,-,0.1,22.05,125,22.10,14,85.0,,,,,,,,,
1435,中福,5189.0,183.0,258862.0,49.75,50.0,49.75,49.95,+,0.85,49.95,4,50.50,1,0.0,,,,,,,,,
1436,華友聯,251473.0,249.0,27059568.0,108.5,108.5,106.5,108.0,-,1.5,107.5,1,108.00,4,11.38,,,,,,,,,
1437,勤益控,98022.0,64.0,3090363.0,31.6,31.65,31.45,31.65,+,0.15,31.5,1,31.65,4,11.22,,,,,,,,,
1438,三地開發,75227.0,96.0,3329244.0,43.75,44.5,43.7,44.3,-,0.1,44.25,2,44.40,1,0.0,,,,,,,,,
1439,雋揚,383034.0,297.0,10253347.0,26.5,28.0,25.6,26.1,+,0.1,26.1,2,26.20,11,13.05,,,,,,,,,
1440,南紡,1692649.0,711.0,25732425.0,15.15,15.3,15.1,15.25,+,0.15,15.2,30,15.25,35,12.01,,,,,,,,,
1441,大東,15899.0,96.0,213210.0,13.35,13.4,13.35,13.35,-,0.05,13.3,7,13.50,5,0.0,,,,,,,,,
1442,名軒,1445336.0,1142.0,62088326.0,42.5,43.5,42.4,43.35,+,0.35,43.3,7,43.35,5,9.2,,,,,,,,,
1443,立益物流,17019.0,32.0,482132.0,28.35,28.35,28.3,28.35,-,0.05,28.35,2,28.55,1,21.98,,,,,,,,,
1444,力麗,1223173.0,787.0,11276806.0,9.24,9.3,9.15,9.27,+,0.03,9.26,3,9.27,24,0.0,,,,,,,,,
1445,大宇,977573.0,463.0,20897929.0,21.7,21.8,21.25,21.3,-,0.3,21.3,20,21.35,9,2.76,,,,,,,,,
1446,宏和,64679.0,67.0,2164536.0,34.0,34.0,33.35,33.5,-,0.55,33.5,2,33.55,7,0.0,,,,,,,,,
1447,力鵬,850615.0,384.0,6792659.0,7.93,8.04,7.92,8.01,+,0.08,8.0,51,8.01,6,0.0,,,,,,,,,
1449,佳和,424603.0,319.0,8139770.0,19.05,19.45,18.85,19.2,+,0.2,19.2,17,19.25,14,32.0,,,,,,,,,
1451,年興,134681.0,124.0,2568514.0,19.0,19.2,18.95,19.2,+,0.2,19.1,2,19.20,20,0.0,,,,,,,,,
1452,宏益,205340.0,133.0,3352268.0,16.35,16.5,16.2,16.25,-,0.05,16.25,2,16.30,14,41.67,,,,,,,,,
1453,大將,113481.0,162.0,1670099.0,14.8,14.8,14.65,14.7,-,0.1,14.7,10,14.75,9,25.79,,,,,,,,,
1454,台富,53580.0,15.0,858254.0,16.1,16.1,15.95,15.95,-,0.15,15.95,20,16.00,1,99.69,,,,,,,,,
1455,集盛,7384589.0,2378.0,108531396.0,14.3,15.3,14.15,14.5,+,0.25,14.5,212,14.55,76,0.0,,,,,,,,,
1456,怡華,289838.0,177.0,5568761.0,19.45,19.6,19.0,19.0,-,0.35,18.95,4,19.00,4,380.0,,,,,,,,,
1457,宜進,2902701.0,1324.0,60984815.0,20.65,21.6,20.65,20.8,+,0.4,20.8,49,20.85,22,8.16,,,,,,,,,
1459,聯發,148061.0,263.0,1395115.0,9.45,9.56,9.35,9.35,-,0.1,9.35,7,9.37,3,133.57,,,,,,,,,
1460,宏遠,6045188.0,1551.0,49591108.0,7.73,8.39,7.73,8.3,+,0.54,8.29,9,8.30,1,0.0,,,,,,,,,
1463,強盛,23019.0,54.0,416904.0,18.2,18.2,18.05,18.1,-,0.2,18.05,13,18.10,1,27.85,,,,,,,,,
1464,得力,233819.0,305.0,3019521.0,12.95,12.95,12.85,12.9,-,0.05,12.9,24,12.95,29,99.23,,,,,,,,,
1465,偉全,171338.0,104.0,2592451.0,15.2,15.25,15.05,15.1,-,0.05,15.05,1,15.10,3,26.96,,,,,,,,,
1466,聚隆,141471.0,161.0,1903612.0,13.6,13.7,13.35,13.35,-,0.2,13.35,10,13.40,1,0.0,,,,,,,,,
1467,南緯,596195.0,443.0,6507657.0,11.05,11.05,10.85,10.9,-,0.05,10.9,6,10.95,10,0.0,,,,,,,,,
1468,昶和,66135.0,62.0,878131.0,13.35,13.6,13.15,13.6,+,0.1,13.35,3,13.65,2,80.0,,,,,,,,,
1470,大統新創,26000.0,15.0,537400.0,20.3,20.9,20.3,20.9,+,0.6,20.3,1,20.50,1,36.03,,,,,,,,,
1471,首利,673821.0,470.0,11159651.0,16.7,16.7,16.5,16.55,,0.0,16.55,6,16.60,7,0.0,,,,,,,,,
1472,三洋實業,83013.0,80.0,6384383.0,80.8,80.8,76.0,76.3,-,0.1,76.3,1,76.60,1,22.84,,,,,,,,,
1473,台南,383848.0,375.0,12143816.0,31.7,32.0,31.45,31.45,-,0.45,31.4,5,31.45,2,14.77,,,,,,,,,
1474,弘裕,113267.0,125.0,1355048.0,11.95,12.05,11.9,12.05,+,0.1,12.0,17,12.10,14,0.0,,,,,,,,,
1475,業旺,30419.0,28.0,1455664.0,48.0,48.05,47.6,48.05,-,0.15,48.05,1,48.20,2,11.41,,,,,,,,,
1476,儒鴻,1481566.0,1890.0,797341286.0,540.0,545.0,531.0,541.0,-,8.0,541.0,11,542.00,13,28.67,,,,,,,,,
1477,聚陽,2021803.0,2401.0,808014283.0,407.0,407.0,394.5,400.0,-,7.0,400.0,143,400.50,3,24.24,,,,,,,,,
1503,士電,54313511.0,40036.0,14920850205.0,275.5,280.0,268.5,274.0,+,7.5,274.0,71,274.50,119,60.75,,,,,,,,,
1504,東元,42212197.0,27235.0,2410834849.0,59.4,59.6,55.7,55.9,-,2.2,55.8,323,55.90,46,20.25,,,,,,,,,
1506,正道,232309.0,119.0,3750958.0,15.9,16.25,15.9,16.05,+,0.15,16.05,5,16.10,10,55.34,,,,,,,,,
1512,瑞利,11976.0,43.0,134022.0,11.15,11.3,11.15,11.2,-,0.05,11.1,2,11.20,5,0.0,,,,,,,,,
1513,中興電,41244647.0,31740.0,7491628232.0,183.0,187.5,177.0,177.5,-,4.0,177.5,177,178.00,104,55.3,,,,,,,,,
1514,亞力,25774033.0,16227.0,2906057049.0,114.0,116.0,110.0,112.5,-,1.0,112.0,126,112.50,53,36.53,,,,,,,,,
1515,力山,3174800.0,2268.0,162483519.0,48.9,52.4,48.9,51.2,+,1.95,51.1,8,51.20,5,30.12,,,,,,,,,
1516,川飛,22734.0,92.0,372568.0,16.45,16.5,16.35,16.45,,0.0,16.4,6,16.45,1,48.38,,,,,,,,,
1517,利奇,971112.0,602.0,16069762.0,16.55,16.85,16.35,16.35,,0.0,16.35,45,16.45,8,0.0,,,,,,,,,
1519,華城,635013.0,1059.0,449197736.0,716.0,716.0,699.0,714.0,+,14.0,714.0,1,715.00,8,72.34,,,,,,,,,
1521,大億,60127.0,93.0,2401026.0,39.5,40.3,39.5,39.75,+,0.25,39.6,3,39.95,3,70.98,,,,,,,,,
1522,堤維西,4430449.0,2768.0,217614720.0,49.45,50.1,48.55,49.8,+,0.15,49.75,19,49.80,5,15.56,,,,,,,,,
1524,耿鼎,2826634.0,1877.0,101267991.0,35.95,36.2,35.6,35.65,-,0.5,35.65,26,35.70,3,16.74,,,,,,,,,
1525,江申,37539.0,49.0,2778847.0,73.5,74.2,73.5,74.2,+,0.7,74.0,2,74.20,2,13.49,,,,,,,,,
1526,日馳,154316.0,332.0,5176880.0,33.8,33.9,33.2,33.35,-,0.55,33.35,6,33.40,1,43.88,,,,,,,,,
1527,鑽全,257649.0,359.0,10688043.0,41.7,41.75,41.35,41.45,-,0.25,41.4,6,41.50,9,15.52,,,,,,,,,
1528,恩德,950334.0,639.0,12153829.0,12.75,12.95,12.7,12.8,+,0.05,12.8,11,12.85,7,0.0,,,,,,,,,
1529,樂事綠能,3395353.0,2135.0,118845852.0,35.0,35.35,34.45,35.15,+,0.3,35.1,61,35.15,38,38.21,,,,,,,,,
1530,亞崴,25913.0,56.0,826781.0,31.9,31.95,31.8,31.95,+,0.05,31.9,2,32.00,3,14.66,,,,,,,,,
1531,高林股,45579.0,88.0,609458.0,13.4,13.4,13.3,13.35,-,0.1,13.35,2,13.40,5,166.88,,,,,,,,,
1532,勤美,1299587.0,887.0,47380801.0,36.55,36.65,36.25,36.45,-,0.1,36.45,50,36.50,16,14.29,,,,,,,,,
1533,車王電,113159.0,86.0,5455425.0,47.7,48.5,47.7,48.4,+,0.3,48.35,10,48.50,3,0.0,,,,,,,,,
1535,中宇,458374.0,617.0,33501967.0,74.5,74.6,72.5,72.5,-,1.4,72.4,13,72.50,4,16.11,,,,,,,,,
1536,和大,726740.0,654.0,37345290.0,51.5,51.7,51.1,51.6,+,0.1,51.5,36,51.60,3,44.1,,,,,,,,,
1537,廣隆,101107.0,125.0,14119158.0,139.5,140.0,139.0,139.5,,0.0,139.5,5,140.00,67,18.8,,,,,,,,,
1538,正峰,34616.0,88.0,724318.0,20.85,21.1,19.5,19.5,+,0.3,19.6,1,20.85,6,0.0,,,,,,,,,
1539,巨庭,108329.0,97.0,2662808.0,24.45,24.75,24.4,24.55,+,0.05,24.5,5,24.55,3,25.57,,,,,,,,,
1540,喬福,483334.0,274.0,9048264.0,18.75,18.8,18.65,18.7,-,0.05,18.7,49,18.75,5,14.38,,,,,,,,,
1541,錩泰,22268.0,23.0,696194.0,31.15,31.5,30.95,31.3,+,0.15,31.1,1,31.40,1,21.44,,,,,,,,,
1558,伸興,126461.0,704.0,12402126.0,98.3,98.5,97.8,98.1,,0.0,98.1,2,98.30,7,25.75,,,,,,,,,
1560,中砂,1625557.0,1628.0,397309375.0,247.0,247.5,242.0,245.0,,0.0,245.0,41,245.50,1,41.67,,,,,,,,,
1565,精華,126035.0,309.0,23920007.0,192.0,192.0,188.5,189.5,,-1.0,189.00,10,190.00,3,17.5,189.79,50416516,189.50,208.00,171.00,7.0,112.0,3.69,1.56
1568,倉佑,250186.0,188.0,7748547.0,30.75,31.15,30.75,31.15,+,0.35,31.1,9,31.15,15,11.67,,,,,,,,,
1569,濱川,125275.0,78.0,3083129.0,24.7,24.7,24.6,24.6,,-0.1,24.60,13,24.65,2,,24.61,121447441,24.60,27.05,22.15,1.0,112.0,4.07,0.9
