symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,15502444.0,7106.0,500788849.0,32.05,32.5,32.05,32.45,+,0.15,32.40,418,32.45,117,31.5,,,,,,,,,
1102,亞泥,4277165.0,2676.0,179346271.0,41.8,42.05,41.7,42.0,+,0.25,42.00,7,42.05,34,13.68,,,,,,,,,
1103,嘉泥,407659.0,243.0,7169802.0,17.55,17.7,17.45,17.65,+,0.1,17.65,11,17.70,36,147.08,,,,,,,,,
1104,環泥,5973591.0,3027.0,198443802.0,32.75,33.6,32.3,33.45,+,0.7,33.40,142,33.45,59,10.69,,,,,,,,,
1108,幸福,2763496.0,1182.0,45432433.0,16.7,16.7,16.15,16.45,-,0.25,16.45,83,16.50,31,12.65,,,,,,,,,
1109,信大,626443.0,330.0,12331234.0,19.75,19.8,19.6,19.75,+,0.1,19.75,18,19.80,55,9.83,,,,,,,,,
1110,東泥,431250.0,163.0,7822236.0,18.0,18.4,17.95,18.4,+,0.5,18.35,16,18.40,38,70.77,,,,,,,,,
1201,味全,276278.0,299.0,5215051.0,18.9,18.95,18.85,18.9,,0.0,18.90,56,18.95,12,35.66,,,,,,,,,
1203,味王,29860.0,136.0,1475407.0,49.1,49.95,49.0,49.85,-,0.35,49.45,1,49.90,2,27.69,,,,,,,,,
1210,大成,1568219.0,1129.0,90991366.0,58.0,58.2,57.7,58.0,,0.0,58.00,39,58.10,7,12.06,,,,,,,,,
1213,大飲,29341.0,16.0,210034.0,7.15,7.19,7.15,7.19,-,0.02,7.16,13,7.20,11,0.0,,,,,,,,,
1215,卜蜂,330568.0,731.0,36435530.0,109.5,111.0,109.0,110.5,+,1.5,110.00,31,110.50,5,14.35,,,,,,,,,
1216,統一,6083469.0,4142.0,463566610.0,75.1,76.5,75.1,76.5,+,1.1,76.30,52,76.50,180,23.68,,,,,,,,,
