symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日參考價,次日漲停價,次日跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1423,利華,49516,79,1534045,31.05,31.05,30.95,30.95,-,0.1,30.90,35,31.00,1,43.59,,,,,,,,,
1432,大魯閣,829044,2282,16541775,20.05,20.2,19.7,19.9,-,0.1,19.85,33,19.90,2,29.7,,,,,,,,,
1434,福懋,969996,983,21506578,22.1,22.3,22.05,22.1,-,0.05,22.10,32,22.15,5,85.0,,,,,,,,,
1435,中福,5253,214,263528,50.0,50.2,50.0,50.2,+,0.2,50.20,1,54.70,1,0.0,,,,,,,,,
1436,華友聯,384505,451,43759252,111.5,116.5,111.0,116.5,+,5.5,116.50,1,117.00,11,12.28,,,,,,,,,
1437,勤益控,256355,195,8130195,31.9,31.9,31.5,31.85,-,0.05,31.60,3,31.85,7,11.29,,,,,,,,,
1438,三地開發,477757,212,21597710,44.65,46.55,44.65,45.1,+,0.5,45.10,3,45.15,2,0.0,,,,,,,,,
1439,雋揚,309351,279,8696238,27.8,28.4,27.5,28.2,+,0.8,28.20,2,28.25,2,14.1,,,,,,,,,
1440,南紡,1575904,584,24137671,15.2,15.5,15.2,15.2, ,0.0,15.20,19,15.25,14,11.97,,,,,,,,,
1441,大東,27219,131,375975,13.8,13.9,13.65,13.7,-,0.1,13.60,1,13.70,2,0.0,,,,,,,,,
1442,名軒,1030675,1061,45245933,44.05,44.3,43.6,43.9,-,0.05,43.80,2,43.90,4,9.32,,,,,,,,,
1443,立益物流,21380,25,607725,28.5,28.55,28.4,28.4,-,0.1,28.35,4,28.45,1,22.02,,,,,,,,,
1444,力麗,1182984,838,10913179,9.25,9.29,9.16,9.18,-,0.07,9.18,29,9.20,4,0.0,,,,,,,,,
1445,大宇,539613,273,11533035,21.45,21.5,21.25,21.45,+,0.05,21.40,3,21.45,23,2.78,,,,,,,,,
1446,宏和,139877,123,4638176,33.2,33.35,33.0,33.3,+,0.15,33.20,3,33.35,1,41.62,,,,,,,,,
1447,力鵬,1357238,534,10973574,7.99,8.12,7.99,8.11,+,0.1,8.10,4,8.11,8,0.0,,,,,,,,,
1449,佳和,547137,332,10375756,19.05,19.3,18.7,18.7,-,0.3,18.70,8,18.80,5,31.17,,,,,,,,,
1451,年興,97044,124,1872375,19.3,19.35,19.25,19.3,+,0.05,19.30,5,19.35,18,0.0,,,,,,,,,
1452,宏益,357519,131,5851868,16.3,16.5,16.2,16.3,+,0.05,16.25,18,16.35,3,41.79,,,,,,,,,
1453,大將,83729,123,1216857,14.6,14.6,14.45,14.5, ,0.0,14.50,3,14.55,4,25.44,,,,,,,,,
1454,台富,28514,39,452112,15.9,15.95,15.8,15.8,-,0.1,15.75,4,15.85,1,98.75,,,,,,,,,
1455,集盛,9935080,3133,147807148,14.7,15.4,14.3,14.4,-,0.25,14.35,96,14.40,14,0.0,,,,,,,,,
1456,怡華,87506,75,1694643,19.4,19.45,19.25,19.25,-,0.1,19.20,21,19.35,1,385.0,,,,,,,,,
1457,宜進,1355639,650,28286112,21.1,21.2,20.7,20.75,+,0.05,20.70,203,20.75,6,8.14,,,,,,,,,
1459,聯發,57087,82,535476,9.35,9.41,9.35,9.41,+,0.04,9.38,20,9.42,1,134.43,,,,,,,,,
1460,宏遠,2792396,857,23415329,8.29,8.47,8.24,8.4,+,0.11,8.36,6,8.40,6,0.0,,,,,,,,,
1463,強盛,68021,74,1240176,18.4,18.4,18.1,18.35,-,0.1,18.30,10,18.40,2,28.23,,,,,,,,,
1464,得力,129059,217,1669778,13.05,13.05,12.9,12.9, ,0.0,12.90,92,12.95,111,99.23,,,,,,,,,
1465,偉全,150537,95,2275945,15.1,15.2,15.05,15.15,+,0.05,15.10,3,15.15,9,27.05,,,,,,,,,
1466,聚隆,206136,156,2825550,13.6,13.9,13.5,13.5,-,0.1,13.50,10,13.60,1,0.0,,,,,,,,,
1467,南緯,166909,241,1820050,11.0,11.0,10.85,10.9,-,0.05,10.90,1,10.95,17,0.0,,,,,,,,,
1468,昶和,45083,39,615697,13.7,13.85,13.55,13.75,-,0.1,13.50,3,13.75,3,80.88,,,,,,,,,
1470,大統新創,0,0,0,,,,, ,0.0,20.25,3,20.50,5,35.34,,,,,,,,,
1471,首利,1695305,948,27317417,16.45,16.45,15.9,15.95,-,0.5,15.95,45,16.00,10,0.0,,,,,,,,,
1472,三洋實業,83468,75,6332099,76.1,76.5,74.9,75.8,-,0.3,75.50,4,76.00,4,22.69,,,,,,,,,
1473,台南,443962,343,13552564,31.0,31.15,30.1,30.7,-,0.15,30.65,1,30.70,1,14.41,,,,,,,,,
1474,弘裕,101071,144,1228643,12.1,12.3,12.05,12.2, ,0.0,12.10,10,12.20,1,0.0,,,,,,,,,
1475,業旺,46110,47,2263362,49.4,49.4,48.35,49.2,+,0.1,48.90,3,49.20,1,11.69,,,,,,,,,
1476,儒鴻,963019,832,525367290,542.0,549.0,542.0,545.0,+,4.0,545.00,13,546.00,1,28.88,,,,,,,,,
1477,聚陽,1544232,1174,618334720,399.0,403.0,398.5,400.0, ,0.0,400.00,71,400.50,2,24.24,,,,,,,,,
1503,士電,9031530,11221,2828866401,315.0,324.5,296.0,320.0,+,21.0,319.50,21,320.00,140,70.95,,,,,,,,,
1504,東元,57596344,30349,3254716226,56.3,58.7,54.6,55.6,-,0.4,55.60,224,55.70,114,20.14,,,,,,,,,
1506,正道,205472,113,3293192,16.05,16.15,15.9,16.05, ,0.0,15.95,1,16.05,9,55.34,,,,,,,,,
1512,瑞利,27740,72,299552,10.7,11.2,10.7,10.8,+,0.1,10.75,2,11.00,2,270.0,,,,,,,,,
1513,中興電,95125541,73395,18299159285,187.0,199.5,183.0,187.0,+,2.0,187.00,364,187.50,9,58.26,,,,,,,,,
1514,亞力,50258585,31353,5819744709,115.5,120.0,110.5,114.0,-,0.5,113.50,512,114.00,187,37.01,,,,,,,,,
1515,力山,1257199,1574,62241285,50.7,50.9,48.85,49.45,-,0.95,49.45,18,49.50,5,29.09,,,,,,,,,
1516,川飛,45545,120,745712,16.4,16.45,16.3,16.4,-,0.05,16.30,12,16.40,4,48.24,,,,,,,,,
1517,利奇,757180,600,12145849,16.2,16.25,15.95,16.0,-,0.2,15.95,21,16.00,1,0.0,,,,,,,,,
1519,華城,968271,1708,770390273,801.0,827.0,750.0,788.0,+,3.0,788.00,6,794.00,20,79.84,,,,,,,,,
1521,大億,75589,108,3057546,40.15,40.75,40.15,40.25,+,0.25,40.25,3,40.40,1,71.88,,,,,,,,,
1522,堤維西,7067369,5543,359089688,50.8,51.7,49.8,50.2,-,0.8,50.20,29,50.30,12,15.69,,,,,,,,,
1524,耿鼎,3767600,2222,132179897,35.5,35.65,34.6,34.75,-,0.75,34.75,30,34.80,13,16.31,,,,,,,,,
1525,江申,44202,38,3268827,74.5,74.5,73.5,73.5,-,0.6,73.50,1,73.60,1,13.36,,,,,,,,,
1526,日馳,324845,472,11189517,34.15,35.0,33.9,34.0,+,0.05,33.95,7,34.00,2,44.74,,,,,,,,,
1527,鑽全,255156,399,10482371,41.2,41.3,40.95,41.0,-,0.2,40.95,15,41.10,9,15.36,,,,,,,,,
1528,恩德,2764253,1517,37588148,13.6,13.9,13.35,13.35,-,0.1,13.35,58,13.40,27,0.0,,,,,,,,,
1529,樂事綠能,11722027,7498,429169383,36.4,37.5,35.35,36.55, ,0.0,36.50,21,36.55,77,39.73,,,,,,,,,
1530,亞崴,115201,299,3773123,33.5,33.5,32.3,32.45,-,0.7,32.45,2,32.50,1,14.89,,,,,,,,,
1531,高林股,107729,184,1433830,13.35,13.35,13.25,13.3,-,0.05,13.25,17,13.35,6,166.25,,,,,,,,,
1532,勤美,1108738,842,40619012,36.85,36.95,36.35,36.5,-,0.35,36.45,6,36.50,3,14.31,,,,,,,,,
1533,車王電,127616,112,6228401,49.2,49.5,48.3,48.6,-,0.55,48.55,3,48.75,1,0.0,,,,,,,,,
1535,中宇,520875,530,37999355,72.8,74.6,70.7,72.0,-,0.7,71.90,1,72.00,3,16.0,,,,,,,,,
1536,和大,1149906,1006,58291949,51.0,51.3,50.2,50.5,-,0.4,50.50,2,50.60,9,43.16,,,,,,,,,
1537,廣隆,240898,342,33711832,139.5,140.5,139.0,139.5,-,0.5,139.00,7,139.50,1,18.8,,,,,,,,,
1538,正峰,27144,32,521135,19.55,19.55,19.15,19.55, ,0.0,19.10,3,19.55,3,0.0,,,,,,,,,
1539,巨庭,140669,115,3463671,24.85,24.85,24.4,24.65,-,0.25,24.65,4,24.70,5,25.68,,,,,,,,,
1540,喬福,955990,574,18195804,19.2,19.2,18.8,18.9,-,0.1,18.90,5,18.95,3,14.54,,,,,,,,,
1541,錩泰,31334,35,977920,31.3,31.35,31.1,31.1,-,0.1,31.05,2,31.10,1,21.3,,,,,,,,,
1558,伸興,160982,507,15702804,97.8,97.9,97.3,97.5,-,0.3,97.50,20,97.60,2,25.59,,,,,,,,,
1560,中砂,6333378,8077,1623695074,258.5,263.0,250.0,253.5,-,0.5,253.00,92,253.50,45,43.11,,,,,,,,,
1565,精華,155492,368,29300509,190.0,190.0,187.5,188.0,,-2.0,187.5,29,188.0,2,17.36,188.44,"50,416,516",188.0,206.5,169.5,7.0,112.0,3.72,1.54
1568,倉佑,547358,370,16752846,31.1,31.1,30.3,30.4,-,0.75,30.40,27,30.45,7,11.39,,,,,,,,,
1569,濱川,444457,296,10868023,24.65,24.65,24.25,24.4,,-0.25,24.4,227,24.45,5,,24.45,"121,447,441",24.4,26.8,22.0,1.0,112.0,4.1,0.89
1570,力肯,1004908,949,32400663,33.9,34.0,30.5,30.95,,-2.9,30.9,48,30.95,1,85.97,32.24,"51,500,839",30.95,34.0,27.9,1.0,112.0,3.23,1.77
1580,新麥,111629,228,17802842,162.5,162.5,157.0,158.5,,-3.5,158.5,3,159.5,1,13.2,159.48,"50,230,242",158.5,174.0,143.0,9.0,112.0,5.68,2.79
1582,信錦,4084040,4032,357797499,89.7,89.9,86.0,87.4,-,2.0,87.30,12,87.40,1,19.17,,,,,,,,,
1583,程泰,205765,155,15900315,77.8,79.8,75.8,75.8,-,1.2,75.70,7,76.00,2,11.73,,,,,,,,,
1584,精剛,2649273,1580,92357537,35.3,35.35,34.3,34.5,,-0.5,34.5,30,34.55,25,11.46,34.86,"192,470,533",34.5,37.95,31.05,1.5,112.0,4.35,1.8
1586,和勤,109869,100,3507314,32.15,32.15,31.6,32.05,,0.0,32.0,7,32.05,7,,31.92,"86,312,302",32.05,35.25,28.85,0.13,112.0,0.41,1.78
1587,吉茂,6330595,3308,189175347,29.05,31.15,27.8,28.65,-,0.45,28.65,28,28.85,1,46.97,,,,,,,,,
1589,永冠-KY,917830,891,48564296,52.9,53.6,52.1,52.5,-,0.4,52.50,6,52.70,1,0.0,,,,,,,,,
1590,亞德客-KY,786914,907,874636125,,,,,-,5.0,"1,105.00",16,"1,110.00",1,31.87,,,,,,,,,
1591,駿吉-KY,500492,550,31451768,64.0,64.0,61.9,62.3,,-1.4,62.3,11,62.7,4,,62.84,"34,798,047",62.3,68.5,56.1,0.0,112.0,0.8,5.08
1593,祺驊,20411,20,978752,48.2,48.2,47.8,47.8,,-0.4,47.8,1,47.85,1,37.34,47.95,"39,784,772",47.8,52.5,43.05,1.6,112.0,3.35,1.46
1595,川寶,93139,89,3351413,36.8,36.8,35.2,36.2,,-0.65,36.05,1,36.25,2,26.42,35.98,"47,807,134",36.2,39.8,32.6,1.0,112.0,2.76,0.65
1597,直得,3800619,3057,301548344,79.1,83.9,75.4,75.4,-,4.5,75.40,1,75.50,24,67.32,,,,,,,,,
1598,岱宇,179425,174,5532160,31.25,31.25,30.45,31.2,+,0.25,30.70,1,31.20,10,0.0,,,,,,,,,
1599,宏佳騰,53191,424,1741209,32.9,32.95,32.5,32.55,,-0.4,32.55,1,32.6,1,,32.74,"74,528,764",32.55,35.8,29.3,0.0,112.0,0.0,1.25
1603,華電,27782750,10027,1182056052,40.0,43.1,40.0,43.1,+,3.9,43.10,"18,159",--,0,14.41,,,,,,,,,
1604,聲寶,772941,749,22984297,29.65,29.9,29.55,29.6,-,0.05,29.60,23,29.65,2,14.8,,,,,,,,,
1605,華新,54571769,25380,2080557690,37.8,38.8,37.4,37.9,+,0.45,37.85,222,37.90,204,29.84,,,,,,,,,
1608,華榮,85021300,30569,2423032445,26.9,29.05,26.6,29.05,+,2.6,29.05,"5,610",--,0,13.03,,,,,,,,,
1609,大亞,141250132,74733,6414576393,45.2,46.95,43.7,43.8,-,1.6,43.80,264,43.85,18,11.59,,,,,,,,,
1611,中電,8403767,4633,149606940,17.3,18.4,17.0,17.65,+,0.35,17.65,13,17.70,11,38.37,,,,,,,,,
1612,宏泰,39609967,20553,1245670862,30.8,32.75,29.75,31.55,+,0.75,31.50,59,31.55,23,15.85,,,,,,,,,
1614,三洋電,214275,138,8390236,38.9,39.4,38.8,39.3,+,0.4,39.20,1,39.30,4,31.69,,,,,,,,,
1615,大山,2893872,2247,173727284,58.2,63.0,57.4,58.7,+,0.2,58.70,37,58.90,16,18.29,,,,,,,,,
1616,億泰,22939106,9483,511839371,22.5,22.75,20.95,22.75,+,2.05,22.75,471,--,0,19.12,,,,,,,,,
1617,榮星,4874098,1450,89540693,16.85,18.5,16.8,18.5,+,1.65,18.50,531,--,0,205.56,,,,,,,,,
1618,合機,47908778,27116,1875265373,37.65,40.8,36.4,38.55,+,1.35,38.50,309,38.55,168,19.18,,,,,,,,,
1626,艾美特-KY,60283,106,977599,16.25,16.25,16.2,16.2,-,0.05,16.15,7,16.20,1,95.29,,,,,,,,,
1701,中化,594532,783,13397654,22.65,22.7,22.4,22.45,-,0.15,22.40,107,22.45,5,20.98,,,,,,,,,
1702,南僑,779411,1151,44764891,57.9,57.9,57.1,57.5,-,0.2,57.30,1,57.50,82,13.69,,,,,,,,,
1707,葡萄王,927714,1583,148910081,162.0,163.0,158.5,158.5,-,2.5,158.50,12,159.00,8,16.16,,,,,,,,,
1708,東鹼,586930,505,18116777,31.0,31.05,30.65,30.75,-,0.25,30.75,9,30.80,10,0.0,,,,,,,,,
1709,和益,475739,715,9297797,19.6,19.65,19.4,19.5,-,0.1,19.45,76,19.50,9,22.16,,,,,,,,,
1710,東聯,772516,766,13955561,18.1,18.2,17.95,17.95,-,0.15,17.95,50,18.00,44,59.83,,,,,,,,,
1711,永光,1513054,1200,29759303,20.05,20.05,19.45,19.55,-,0.45,19.55,6,19.60,19,122.19,,,,,,,,,
1712,興農,809902,752,31209373,38.65,38.65,38.4,38.45,-,0.2,38.45,8,38.50,13,15.38,,,,,,,,,
1713,國化,214384,265,9430912,43.0,44.35,43.0,44.05,+,1.3,43.90,1,44.05,1,18.99,,,,,,,,,
1714,和桐,2579226,838,22452414,8.71,8.76,8.67,8.7,-,0.02,8.70,29,8.71,23,14.5,,,,,,,,,
1717,長興,2454384,1529,77166563,31.6,31.7,31.0,31.0,-,0.75,31.00,63,31.05,3,24.22,,,,,,,,,
1718,中纖,1988570,1051,14481015,7.3,7.32,7.24,7.26,-,0.04,7.25,76,7.26,1,0.0,,,,,,,,,
1720,生達,418253,486,27413656,66.3,66.3,65.0,65.2,-,0.9,65.20,7,65.50,1,13.96,,,,,,,,,
1721,三晃,2377880,2105,36386295,15.25,15.5,15.1,15.35,-,0.05,15.35,3,15.40,28,0.0,,,,,,,,,
1722,台肥,2814817,1892,177913090,63.5,63.7,62.8,62.9,-,0.6,62.90,80,63.00,1,15.72,,,,,,,,,
1723,中碳,1040945,876,122399446,119.0,120.0,116.0,117.0,-,2.0,117.00,15,117.50,5,18.93,,,,,,,,,
1725,元禎,1229194,719,39599252,31.6,32.85,31.5,32.85,+,2.95,32.85,"32,918",--,0,29.86,,,,,,,,,
1726,永記,78784,89,6146933,77.8,78.6,77.5,78.6,+,1.1,78.50,30,78.60,2,15.32,,,,,,,,,
1727,中華化,2695917,1991,80860837,30.25,30.45,29.4,29.4,-,1.5,29.40,5,29.50,31,79.46,,,,,,,,,
1730,花仙子,39812,63,2242808,56.3,56.5,56.2,56.2,-,0.1,56.20,19,56.30,1,15.4,,,,,,,,,
1731,美吾華,611754,381,15711203,26.0,26.05,25.4,25.5,-,0.4,25.50,7,25.55,2,20.08,,,,,,,,,
1732,毛寶,217422,180,6010472,28.0,28.0,27.35,27.4,-,0.6,27.40,1,27.50,2,0.0,,,,,,,,,
1733,五鼎,722594,786,24396249,34.05,34.25,33.25,33.35,-,0.75,33.30,5,33.35,5,28.75,,,,,,,,,
1734,杏輝,812866,983,29096717,36.1,36.25,35.6,35.6,-,0.5,35.55,13,35.60,1,15.89,,,,,,,,,
1735,日勝化,31005,36,526679,17.0,17.0,16.95,17.0,+,0.05,17.00,9,17.05,3,22.37,,,,,,,,,
1736,喬山,404107,1271,28126261,70.0,70.4,68.7,69.1,-,0.9,69.00,6,69.10,1,29.53,,,,,,,,,
1737,臺鹽,191939,241,6487810,33.75,33.9,33.7,33.8,+,0.05,33.80,2,33.85,23,22.53,,,,,,,,,
1742,台蠟,128577,52,2157460,16.7,16.85,16.7,16.8,,0.0,16.75,10,16.8,3,40.98,16.78,"93,559,300",16.8,18.45,15.15,0.0,112.0,0.0,1.19
1752,南光,170735,153,7952655,47.0,47.2,46.15,46.3,-,0.7,46.30,11,46.35,1,23.62,,,,,,,,,
1760,寶齡富錦,682576,717,72659864,107.5,107.5,105.0,106.0,-,0.5,105.50,28,106.00,1,117.78,,,,,,,,,
1762,中化生,371423,985,18296883,50.0,50.1,48.7,49.1,-,0.8,49.10,1,49.15,4,13.13,,,,,,,,,
1773,勝一,3439667,6182,643275077,183.5,191.5,180.0,184.0,+,1.0,184.00,31,185.00,12,29.16,,,,,,,,,
1776,展宇,35630,31,613598,17.45,17.45,17.1,17.15,-,0.2,17.15,2,17.20,1,39.88,,,,,,,,,
1777,生泰,40898,50,3440119,83.8,84.5,83.7,83.8,,0.4,83.8,1,84.0,3,14.88,84.11,"44,591,713",83.8,92.1,75.5,3.5,112.0,4.18,1.61
1781,合世,85134,56,1321347,15.65,15.65,15.4,15.6,,-0.05,15.5,3,15.65,6,,15.52,"47,407,605",15.6,17.15,14.05,0.0,112.0,0.0,2.21
1783,和康生,124030,410,5687172,46.1,46.25,45.35,45.35,-,0.55,45.30,3,45.35,2,24.38,,,,,,,,,
1784,訊聯,267004,311,16709196,63.6,63.7,61.9,62.1,,-1.3,62.0,16,62.1,2,37.19,62.58,"49,626,924",62.1,68.3,55.9,1.41847555,112.0,2.28,2.47
