symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,20178265.0,9456.0,656970067.0,32.8,32.85,32.2,32.65,+,0.2,32.65,130,32.70,146,31.7,,,,,,,,,
1102,亞泥,5880974.0,3790.0,243788698.0,41.3,41.7,41.15,41.45,+,0.05,41.45,23,41.50,2,13.5,,,,,,,,,
1103,嘉泥,256333.0,213.0,4455651.0,17.25,17.6,17.2,17.45,+,0.15,17.45,21,17.50,3,145.42,,,,,,,,,
1104,環泥,2772635.0,1768.0,91464827.0,32.25,33.25,32.25,33.15,+,0.95,33.1,22,33.15,28,10.59,,,,,,,,,
1108,幸福,2395650.0,758.0,39296692.0,16.2,16.7,16.05,16.45,+,0.3,16.45,27,16.50,43,12.65,,,,,,,,,
1109,信大,413286.0,263.0,7953407.0,19.2,19.35,19.1,19.25,+,0.05,19.25,56,19.30,3,9.58,,,,,,,,,
1110,東泥,133075.0,71.0,2444835.0,18.2,18.45,18.2,18.4,+,0.15,18.35,2,18.40,16,70.77,,,,,,,,,
1201,味全,315178.0,345.0,5829372.0,18.45,18.55,18.45,18.5,+,0.05,18.5,8,18.55,3,34.91,,,,,,,,,
1203,味王,22541.0,96.0,1082245.0,48.2,48.6,47.8,48.6,+,0.4,48.15,1,49.20,1,27.0,,,,,,,,,
1210,大成,1947076.0,1555.0,108687591.0,55.5,56.2,55.4,55.6,+,0.4,55.6,10,55.90,2,11.56,,,,,,,,,
1213,大飲,47150.0,19.0,336950.0,7.08,7.19,7.08,7.08,+,0.01,7.08,5,7.18,10,0.0,,,,,,,,,
1215,卜蜂,374056.0,702.0,39107882.0,103.5,106.0,103.5,104.5,+,1.0,104.0,132,104.50,7,13.57,,,,,,,,,
1216,統一,7840483.0,4206.0,591665804.0,74.6,76.2,74.6,75.4,+,0.9,75.4,117,75.60,69,23.34,,,,,,,,,
