symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日參考價,次日漲停價,次日跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1301,台塑,6577465,4171,461563971,70.3,70.7,69.8,70.0,-,0.8,70.00,490,70.20,20,60.87,,,,,,,,,
1303,南亞,6643009,3962,378601873,57.0,57.4,56.8,56.8,-,0.6,56.80,76,56.90,15,71.0,,,,,,,,,
1304,台聚,1442253,1139,23082362,16.1,16.15,15.95,15.95,-,0.2,15.95,136,16.00,24,0.0,,,,,,,,,
1305,華夏,1311511,777,24350998,18.9,18.9,18.45,18.55,-,0.3,18.55,22,18.60,31,31.44,,,,,,,,,
1307,三芳,990726,681,29502386,29.45,30.0,29.15,29.95,+,0.7,29.90,4,29.95,144,15.68,,,,,,,,,
1308,亞聚,522425,544,10099431,19.4,19.45,19.25,19.35,-,0.1,19.35,13,19.40,66,96.75,,,,,,,,,
1309,台達化,242715,322,3776402,15.7,15.85,15.45,15.5,-,0.2,15.50,15,15.55,2,0.0,,,,,,,,,
1310,台苯,716189,1486,9535888,13.4,13.4,13.25,13.3,-,0.1,13.30,44,13.35,13,0.0,,,,,,,,,
1312,國喬,977671,866,12937830,13.3,13.35,13.15,13.2,-,0.15,13.20,157,13.25,60,0.0,,,,,,,,,
1313,聯成,681137,384,9002596,13.35,13.35,13.15,13.15,-,0.15,13.15,173,13.20,16,0.0,,,,,,,,,
1314,中石化,11482519,3011,109385017,9.6,9.63,9.47,9.48,-,0.12,9.47,110,9.48,41,0.0,,,,,,,,,
1315,達新,14802,69,1082540,73.4,73.4,73.0,73.2, ,0.0,73.10,2,73.40,1,20.0,,,,,,,,,
1316,上曜,7687799,3028,149806568,19.8,19.85,19.3,19.45,-,0.5,19.40,267,19.45,18,0.0,,,,,,,,,
1319,東陽,3094834,2761,375782360,123.0,123.5,120.0,120.5,-,3.0,120.50,14,121.00,17,23.63,,,,,,,,,
1321,大洋,41001,33,1420584,34.75,34.75,34.6,34.65,-,0.05,34.60,9,34.70,14,39.38,,,,,,,,,
1323,永裕,37255,26,1153500,30.95,31.1,30.9,31.1,+,0.15,31.00,1,31.05,1,33.44,,,,,,,,,
1324,地球,207068,305,2986110,14.55,14.65,14.3,14.35,-,0.2,14.35,11,14.40,1,27.08,,,,,,,,,
1325,恆大,324486,307,9402812,29.45,29.45,28.8,28.95,-,0.4,28.90,8,28.95,2,137.86,,,,,,,,,
1326,台化,5103527,3514,282151485,55.8,55.8,55.0,55.1,-,0.8,55.10,38,55.20,45,37.74,,,,,,,,,
1336,台翰,233481,153,4576651,19.95,20.0,19.5,19.55,,-0.4,19.5,17,19.55,2,14.06,19.6,"78,818,419",19.55,21.5,17.6,0.41,112.0,2.1,0.87
1337,再生-KY,200282,263,1425748,7.13,7.15,7.1,7.12,-,0.01,7.11,2,7.13,2,0.0,,,,,,,,,
1338,廣華-KY,73122,90,2628824,35.9,36.35,35.55,35.95,+,0.2,35.95,5,36.00,1,0.0,,,,,,,,,
1339,昭輝,487502,669,35001571,69.8,73.5,69.3,71.6,+,1.8,71.20,1,71.60,4,12.18,,,,,,,,,
1340,勝悅-KY,63731,201,642162,10.2,10.2,10.0,10.1,-,0.05,10.05,1,10.10,5,0.0,,,,,,,,,
1341,富林-KY,21221,20,1348576,64.2,64.2,63.4,63.5, ,0.0,63.40,1,63.50,1,14.27,,,,,,,,,
1342,八貫,526783,605,73079279,138.5,140.0,137.0,138.0,-,0.5,137.50,18,138.50,5,18.57,,,,,,,,,
1402,遠東新,4501730,3415,147024194,33.05,33.05,32.55,32.6,-,0.55,32.60,124,32.65,2,21.17,,,,,,,,,
1409,新纖,1113354,545,17555899,15.8,15.85,15.7,15.8,-,0.1,15.75,23,15.80,127,33.62,,,,,,,,,
1410,南染,61656,49,2201693,35.8,36.0,35.55,35.8, ,0.0,35.50,9,35.65,1,149.17,,,,,,,,,
1413,宏洲,27500,11,247460,9.0,9.02,8.92,9.02,-,0.01,8.94,1,9.01,6,0.0,,,,,,,,,
1414,東和,316685,286,6189793,19.8,19.8,19.4,19.45,-,0.25,19.45,21,19.50,15,129.67,,,,,,,,,
1416,廣豐,499857,311,6042260,12.15,12.15,12.05,12.1,-,0.05,12.10,73,12.15,50,23.73,,,,,,,,,
1417,嘉裕,280938,371,3173594,11.4,11.4,11.25,11.35,-,0.05,11.30,16,11.35,13,0.0,,,,,,,,,
1418,東華,35619,35,1179182,32.75,33.5,32.7,33.4,+,0.2,33.30,1,33.45,2,45.14,,,,,,,,,
1419,新紡,4433,10,204253,46.2,46.2,46.0,46.2,+,0.05,45.90,2,46.05,1,21.29,,,,,,,,,
1423,利華,30305,91,942672,31.1,31.25,31.05,31.15, ,0.0,31.15,1,31.20,1,43.87,,,,,,,,,
1432,大魯閣,439278,619,7929736,18.3,18.3,18.0,18.0,-,0.3,18.00,96,18.05,6,26.87,,,,,,,,,
1434,福懋,884546,795,19685300,22.4,22.4,22.15,22.2,-,0.25,22.20,154,22.25,11,85.38,,,,,,,,,
1435,中福,293,280,14706,,,,, ,0.0,48.50,3,49.50,3,0.0,,,,,,,,,
1436,華友聯,351925,412,37973638,109.0,109.0,106.0,108.5,-,3.5,108.00,2,108.50,1,11.43,,,,,,,,,
1437,勤益控,121163,94,3896652,32.05,32.35,32.0,32.25,+,0.15,32.20,2,32.25,4,11.44,,,,,,,,,
1438,三地開發,120929,103,5838943,48.2,48.9,47.8,48.55,+,0.05,48.35,4,48.75,4,0.0,,,,,,,,,
1439,雋揚,127586,122,3333724,26.4,27.3,25.75,27.2,+,0.8,27.10,1,27.20,2,13.6,,,,,,,,,
1440,南紡,877236,460,13628106,15.6,15.7,15.4,15.5,-,0.1,15.50,38,15.55,47,12.2,,,,,,,,,
1441,大東,46520,192,613940,13.35,13.5,12.95,13.2,-,0.2,13.15,3,13.45,1,0.0,,,,,,,,,
1442,名軒,927127,538,41266806,44.65,44.85,44.1,44.8,+,0.15,44.75,2,44.80,3,9.51,,,,,,,,,
1443,立益物流,25991,25,752960,29.15,29.15,28.85,29.0,+,0.4,28.65,2,28.80,1,22.48,,,,,,,,,
1444,力麗,744482,636,6775097,9.12,9.12,9.09,9.1,-,0.02,9.10,11,9.11,16,0.0,,,,,,,,,
1445,大宇,796214,493,17435887,21.9,22.2,21.75,21.85,+,0.1,21.80,15,21.85,3,2.83,,,,,,,,,
1446,宏和,109385,73,3680086,33.7,33.8,33.5,33.7,-,0.15,33.50,6,33.75,4,42.12,,,,,,,,,
1447,力鵬,1472610,626,11687827,7.98,8.04,7.89,7.92,-,0.11,7.92,41,7.93,3,0.0,,,,,,,,,
1449,佳和,377767,254,7123687,19.0,19.05,18.6,18.85,-,0.1,18.85,4,18.90,3,31.42,,,,,,,,,
1451,年興,53166,54,1024645,19.25,19.3,19.15,19.3,+,0.05,19.25,7,19.30,3,0.0,,,,,,,,,
1452,宏益,342347,206,5669811,16.5,16.7,16.5,16.65,+,0.3,16.60,31,16.65,10,42.69,,,,,,,,,
1453,大將,125983,164,1952381,15.85,15.85,15.3,15.3,-,0.25,15.30,11,15.35,1,26.84,,,,,,,,,
1454,台富,46133,23,735799,16.0,16.05,15.65,16.05,-,0.05,15.85,20,15.95,1,100.31,,,,,,,,,
1455,集盛,2809632,1003,40901214,14.8,15.0,14.4,14.55,-,0.3,14.55,26,14.60,20,0.0,,,,,,,,,
1456,怡華,60411,48,1177103,19.6,19.8,19.4,19.8,+,0.2,19.70,1,19.85,3,396.0,,,,,,,,,
1457,宜進,459077,345,9227354,20.25,20.25,20.0,20.1,-,0.15,20.10,1,20.15,50,7.88,,,,,,,,,
1459,聯發,33422,75,326467,9.8,9.84,9.75,9.84,+,0.04,9.75,15,9.85,5,140.57,,,,,,,,,
1460,宏遠,2162130,615,18545577,8.49,8.62,8.49,8.49,-,0.01,8.49,4,8.50,2,0.0,,,,,,,,,
1463,強盛,25610,45,470446,18.35,18.45,18.2,18.35,-,0.05,18.35,11,18.40,1,28.23,,,,,,,,,
1464,得力,96693,139,1249115,12.9,12.95,12.9,12.9, ,0.0,12.90,13,12.95,18,99.23,,,,,,,,,
1465,偉全,86988,69,1320305,15.1,15.3,15.05,15.25,+,0.2,15.20,1,15.25,2,27.23,,,,,,,,,
1466,聚隆,115234,127,1506243,13.2,13.2,13.05,13.05,-,0.15,13.05,7,13.10,17,0.0,,,,,,,,,
1467,南緯,6740733,888,75418380,10.85,11.35,10.85,11.25,+,0.35,11.20,209,11.25,64,0.0,,,,,,,,,
1468,昶和,52101,44,710813,13.6,13.8,13.5,13.8,-,0.05,13.55,1,13.80,1,81.18,,,,,,,,,
1470,大統新創,27000,15,563700,20.45,21.25,20.45,20.5, ,0.0,20.70,1,20.80,4,35.34,,,,,,,,,
1471,首利,431003,350,6884148,16.05,16.1,15.85,16.0,-,0.1,16.00,21,16.05,13,0.0,,,,,,,,,
1472,三洋實業,72314,100,5330693,74.6,74.6,73.2,73.5,-,1.1,73.10,2,73.30,1,22.01,,,,,,,,,
1473,台南,292071,255,9039195,31.1,31.4,30.65,30.8,-,0.05,30.70,17,30.85,7,14.46,,,,,,,,,
1474,弘裕,102081,92,1274542,12.45,12.55,12.45,12.5, ,0.0,12.45,8,12.50,27,0.0,,,,,,,,,
1475,業旺,35105,33,1758203,50.3,50.3,49.8,50.1,-,0.5,49.80,11,50.10,2,11.9,,,,,,,,,
1476,儒鴻,471623,600,258063278,551.0,551.0,544.0,546.0,-,3.0,546.00,3,547.00,1,28.93,,,,,,,,,
1477,聚陽,1284980,1230,483449498,378.5,380.0,374.5,374.5,-,4.0,374.50,34,376.50,2,22.7,,,,,,,,,
1503,士電,2334566,2829,714101982,302.0,309.5,301.5,305.5,-,2.5,305.50,5,306.00,8,67.74,,,,,,,,,
1504,東元,11398176,5929,636172989,55.4,56.2,55.3,55.7,+,0.3,55.70,57,55.80,8,20.18,,,,,,,,,
1506,正道,121637,81,1939216,16.0,16.0,15.9,16.0,-,0.05,15.90,26,16.00,5,55.17,,,,,,,,,
1512,瑞利,40121,69,413262,10.3,10.6,10.15,10.6,+,0.05,10.40,1,10.60,9,265.0,,,,,,,,,
1513,中興電,8834789,7590,1573850067,177.5,179.5,176.0,178.5, ,0.0,178.00,162,178.50,176,55.61,,,,,,,,,
1514,亞力,4963587,3940,529068059,107.5,108.0,106.0,106.0,-,2.5,105.50,334,106.00,4,34.42,,,,,,,,,
1515,力山,925949,686,43443188,47.0,47.45,46.25,47.2,+,0.2,47.20,16,47.40,4,27.76,,,,,,,,,
1516,川飛,170740,233,2895121,16.55,17.3,16.55,16.9,+,0.4,16.90,2,16.95,2,49.71,,,,,,,,,
1517,利奇,304714,291,4881097,16.05,16.1,15.9,16.05, ,0.0,16.00,28,16.05,1,0.0,,,,,,,,,
1519,華城,1007575,1478,809357365,792.0,816.0,776.0,816.0,+,24.0,815.00,1,816.00,2,82.67,,,,,,,,,
1521,大億,38516,67,1520791,39.7,39.7,39.3,39.65,-,0.25,39.50,4,39.70,2,70.8,,,,,,,,,
1522,堤維西,6840845,5324,402211119,59.0,59.9,57.3,58.5,-,0.6,58.50,41,58.60,7,18.28,,,,,,,,,
1524,耿鼎,10664483,6684,404821434,38.0,38.4,37.35,37.85,+,0.4,37.85,16,37.90,15,17.77,,,,,,,,,
1525,江申,28170,64,2062694,73.3,73.4,73.0,73.3,-,0.3,73.30,1,73.50,4,13.33,,,,,,,,,
1526,日馳,90021,227,3039034,33.7,33.9,33.7,33.7,-,0.15,33.70,13,33.75,1,44.34,,,,,,,,,
1527,鑽全,914852,622,38994295,42.6,43.0,42.35,42.5,+,0.05,42.45,6,42.55,8,15.92,,,,,,,,,
1528,恩德,878073,457,11147380,12.8,12.85,12.6,12.65,-,0.2,12.65,43,12.75,7,0.0,,,,,,,,,
1529,樂事綠能,1106972,769,36912815,33.3,33.55,33.2,33.2,-,0.4,33.20,32,33.25,4,36.09,,,,,,,,,
1530,亞崴,13370,47,432854,32.4,32.4,32.3,32.35,-,0.05,32.30,5,32.40,6,14.84,,,,,,,,,
1531,高林股,105043,119,1385357,13.2,13.25,13.1,13.25,+,0.05,13.20,6,13.25,2,165.62,,,,,,,,,
1532,勤美,1567033,904,58962776,37.5,37.85,37.35,37.75,+,0.35,37.70,2,37.75,4,14.8,,,,,,,,,
1533,車王電,106335,87,5107912,48.4,48.4,48.0,48.0,-,0.4,48.00,6,48.10,1,0.0,,,,,,,,,
1535,中宇,152170,185,11172859,73.9,74.0,73.0,73.5,+,0.1,73.50,1,73.70,4,16.33,,,,,,,,,
1536,和大,563061,667,29321961,51.8,52.4,51.6,52.4,+,0.4,52.30,5,52.40,8,44.79,,,,,,,,,
1537,廣隆,58284,83,8146499,140.0,140.5,139.0,139.5,-,0.5,139.50,4,140.00,1,18.8,,,,,,,,,
1538,正峰,64915,31,1235712,19.0,19.2,19.0,19.0,-,0.2,18.80,1,19.00,10,0.0,,,,,,,,,
1539,巨庭,300118,250,7602071,25.5,25.7,25.1,25.1,-,0.5,25.10,12,25.15,3,26.15,,,,,,,,,
1540,喬福,407914,312,7747842,18.85,19.15,18.85,19.1,+,0.2,19.00,18,19.10,9,14.69,,,,,,,,,
1541,錩泰,21022,19,667564,32.1,32.1,31.25,31.75,-,0.05,31.70,1,31.80,1,21.75,,,,,,,,,
1558,伸興,30231,172,2980638,98.6,98.7,98.5,98.5,-,0.1,98.50,9,98.60,1,25.85,,,,,,,,,
1560,中砂,5184733,11338,1387130993,265.0,273.5,263.5,266.5,-,6.0,266.50,10,267.00,49,45.32,,,,,,,,,
1565,精華,98808,628,18851948,191.0,191.5,190.0,190.5,,0.0,190.5,3,191.0,2,17.59,190.79,"50,416,516",190.5,209.5,171.5,7.0,112.0,3.67,1.57
1568,倉佑,436470,302,13297256,30.9,30.9,30.3,30.4,-,0.35,30.40,14,30.45,5,11.39,,,,,,,,,
1569,濱川,195738,125,4884179,25.0,25.0,24.85,24.9,,-0.25,24.9,15,25.0,15,,24.95,"121,447,441",24.9,27.35,22.45,1.0,112.0,4.02,0.96
1570,力肯,882179,290,35734057,40.4,40.6,40.0,40.6,,3.65,40.6,123,0.0,0,112.78,40.51,"51,500,839",40.6,44.65,36.55,1.0,112.0,2.46,2.33
1580,新麥,52929,76,8404625,159.0,159.5,157.0,159.5,,0.5,159.0,6,159.5,2,13.28,158.79,"50,230,242",159.5,175.0,144.0,9.0,112.0,5.64,2.8
1582,信錦,3418262,2942,305461453,88.0,90.4,87.4,89.4,+,2.2,89.30,19,89.40,1,19.61,,,,,,,,,
1583,程泰,17202,23,1310958,75.6,76.4,75.6,76.4,+,1.1,75.90,1,76.40,6,11.83,,,,,,,,,
1584,精剛,1924151,1266,67632035,35.4,35.75,34.8,34.9,,-0.3,34.85,85,34.9,1,11.59,35.15,"192,470,533",34.9,38.35,31.45,1.5,112.0,4.3,1.82
1586,和勤,133699,163,4267318,32.05,32.1,31.75,31.9,,-0.15,31.85,1,31.9,14,,31.92,"86,312,302",31.9,35.05,28.75,0.13,112.0,0.41,1.78
1587,吉茂,9175400,3892,358100980,39.45,39.65,37.5,39.65,+,3.6,39.65,"10,912",--,0,65.0,,,,,,,,,
1589,永冠-KY,253984,355,12955952,51.0,51.5,50.5,51.2,+,0.2,51.10,22,51.20,1,0.0,,,,,,,,,
1590,亞德客-KY,471190,646,526264105,,,,,+,5.0,"1,125.00",17,"1,130.00",6,32.44,,,,,,,,,
1591,駿吉-KY,327244,252,20951211,64.3,65.5,63.1,65.3,,1.0,64.9,2,65.3,3,,64.02,"34,798,047",65.3,71.8,58.8,0.0,112.0,0.77,5.32
1593,祺驊,2284,10,107288,46.9,47.0,46.9,47.0,,0.1,46.6,1,46.75,1,36.72,46.97,"39,784,772",47.0,51.7,42.3,1.6,112.0,3.4,1.44
1595,川寶,18123,19,655412,36.0,36.3,36.0,36.0,,-0.2,36.05,1,36.15,1,34.62,36.16,"47,875,384",36.0,39.6,32.4,1.0,112.0,2.78,0.65
1597,直得,384258,410,27953515,72.4,73.4,72.0,73.2,+,0.3,73.20,1,73.30,6,65.36,,,,,,,,,
1598,岱宇,57465,53,1767504,30.75,31.0,30.6,30.9,+,0.25,30.90,5,30.95,1,0.0,,,,,,,,,
1599,宏佳騰,37371,207,1193533,31.7,32.1,31.6,32.0,,-0.1,32.0,7,32.05,1,,31.94,"74,528,764",32.0,35.2,28.8,0.0,112.0,0.0,1.22
1603,華電,4324554,2588,180057914,42.05,42.7,40.95,41.0,-,1.0,41.00,34,41.10,1,13.71,,,,,,,,,
1604,聲寶,707445,519,21275023,30.1,30.15,29.95,30.1,+,0.05,30.10,32,30.15,75,15.05,,,,,,,,,
1605,華新,20419511,9933,755414573,37.15,37.9,36.3,36.3,-,0.4,36.30,371,36.35,30,28.58,,,,,,,,,
1608,華榮,10644268,5949,320824392,30.1,30.7,29.7,30.0, ,0.0,30.00,72,30.05,36,13.45,,,,,,,,,
1609,大亞,31886772,17389,1333512644,42.25,43.1,41.05,41.15,-,0.6,41.15,72,41.20,70,10.89,,,,,,,,,
1611,中電,673222,485,11322383,16.9,17.0,16.6,16.8,-,0.15,16.80,12,16.85,2,36.52,,,,,,,,,
1612,宏泰,4407673,2309,137883923,30.95,31.75,30.9,31.1,+,0.15,31.10,13,31.15,5,15.63,,,,,,,,,
1614,三洋電,23496,38,923979,39.3,39.5,39.1,39.3,-,0.2,39.30,2,39.50,10,31.69,,,,,,,,,
1615,大山,274503,230,15755008,56.8,57.9,56.8,57.3,+,0.2,57.20,2,57.30,1,17.85,,,,,,,,,
1616,億泰,1815430,1238,37913173,21.2,21.4,20.6,20.6,-,0.9,20.60,21,20.65,11,17.31,,,,,,,,,
1617,榮星,3314270,2001,63277509,19.65,19.75,18.45,18.45,-,1.4,18.40,158,18.45,2,205.0,,,,,,,,,
1618,合機,3274626,2274,120094963,37.2,37.65,36.3,36.3,-,0.9,36.30,42,36.35,5,18.06,,,,,,,,,
1626,艾美特-KY,71609,108,1147022,16.0,16.1,15.95,16.0,-,0.1,16.00,2,16.05,1,94.12,,,,,,,,,
1701,中化,243424,199,5527319,22.8,22.8,22.65,22.75,-,0.05,22.70,22,22.75,4,21.06,,,,,,,,,
1702,南僑,394175,531,23073999,58.0,58.8,58.0,58.8,+,0.3,58.70,3,58.80,46,14.0,,,,,,,,,
1707,葡萄王,455262,468,72824561,160.5,161.0,158.5,160.5, ,0.0,160.00,17,160.50,5,16.36,,,,,,,,,
1708,東鹼,329468,252,10178272,31.0,31.05,30.8,30.9,-,0.1,30.85,33,30.90,10,0.0,,,,,,,,,
1709,和益,185820,332,3634174,19.6,19.6,19.5,19.55,-,0.05,19.55,7,19.60,22,22.22,,,,,,,,,
1710,東聯,1174059,867,20999910,18.05,18.05,17.8,17.9,-,0.15,17.85,82,17.90,2,59.67,,,,,,,,,
1711,永光,1152193,666,23401422,20.35,20.5,20.15,20.35,-,0.1,20.35,20,20.40,10,127.19,,,,,,,,,
1712,興農,496854,413,19397519,38.95,39.3,38.8,38.9,-,0.05,38.90,62,39.00,2,15.56,,,,,,,,,
1713,國化,444646,330,21640450,49.3,50.0,47.8,47.95,-,2.0,47.95,5,48.00,20,20.67,,,,,,,,,
1714,和桐,1181349,623,10306302,8.75,8.78,8.7,8.71,-,0.04,8.71,29,8.72,11,14.52,,,,,,,,,
1717,長興,2710898,1718,87121513,32.35,32.35,32.0,32.1,-,0.6,32.10,37,32.15,16,25.08,,,,,,,,,
1718,中纖,1442565,859,10519456,7.27,7.34,7.24,7.29,+,0.02,7.29,2,7.30,2,0.0,,,,,,,,,
1720,生達,278810,352,18343625,66.4,66.4,65.5,65.7,-,0.7,65.70,1,65.80,2,14.07,,,,,,,,,
1721,三晃,502932,554,7535295,15.05,15.05,14.9,15.0,-,0.15,15.00,19,15.05,23,0.0,,,,,,,,,
1722,台肥,1578729,867,100218254,63.8,63.9,63.1,63.5,-,0.4,63.50,376,63.60,3,15.88,,,,,,,,,
1723,中碳,1062630,1015,124459042,117.5,118.5,116.0,117.5,-,0.5,117.50,11,118.00,19,19.01,,,,,,,,,
1725,元禎,1044084,888,37291403,36.05,36.85,34.8,35.75,-,0.95,35.55,1,35.75,10,32.5,,,,,,,,,
1726,永記,12470,27,994921,79.5,80.0,79.3,79.8,+,0.4,79.70,1,79.90,7,15.56,,,,,,,,,
1727,中華化,2638892,655,77721454,30.2,30.2,29.3,29.45,-,0.75,29.45,3,29.50,4,79.59,,,,,,,,,
1730,花仙子,13459,14,763380,56.6,56.8,56.6,56.7, ,0.0,56.70,3,56.80,9,15.53,,,,,,,,,
1731,美吾華,347234,277,9229501,26.4,26.85,26.3,26.75,+,0.55,26.75,1,26.85,10,21.06,,,,,,,,,
1732,毛寶,211574,176,6085397,29.2,29.2,28.5,28.65,+,0.05,28.65,8,28.75,1,0.0,,,,,,,,,
1733,五鼎,341328,267,11648565,34.0,34.4,33.75,34.4,+,0.4,34.35,4,34.40,21,29.66,,,,,,,,,
1734,杏輝,885863,686,32428130,36.75,36.85,36.2,36.65,-,0.1,36.65,28,36.70,1,16.36,,,,,,,,,
1735,日勝化,17065,31,291793,16.95,17.15,16.95,17.1,+,0.1,17.00,1,17.05,1,22.5,,,,,,,,,
1736,喬山,372649,223,25982210,69.6,70.7,69.0,70.5,+,0.3,70.40,6,70.60,5,30.13,,,,,,,,,
1737,臺鹽,156057,267,5294303,33.8,34.0,33.8,33.85,+,0.1,33.85,3,33.90,74,22.57,,,,,,,,,
1742,台蠟,44107,19,746549,17.0,17.0,16.85,16.9,,-0.1,16.85,18,16.95,2,41.22,16.93,"93,559,300",16.9,18.55,15.25,0.0,112.0,0.0,1.2
1752,南光,112303,99,5212913,46.8,46.8,46.2,46.6,-,0.15,46.55,1,46.60,2,23.78,,,,,,,,,
1760,寶齡富錦,930417,935,104724726,113.5,114.0,110.5,114.0,+,1.5,113.50,24,114.00,8,126.67,,,,,,,,,
1762,中化生,669801,1210,32055582,48.55,48.55,47.6,47.6,-,1.15,47.60,3,47.75,1,13.92,,,,,,,,,
1773,勝一,861067,1542,156456855,182.0,184.5,179.0,184.0,+,0.5,183.50,6,184.00,2,29.16,,,,,,,,,
1776,展宇,45295,31,771665,17.05,17.2,16.95,17.15,-,0.05,17.10,3,17.20,23,39.88,,,,,,,,,
1777,生泰,8140,43,681008,83.8,83.8,83.6,83.6,,-0.4,83.6,2,83.7,1,14.85,83.66,"44,591,713",83.6,91.9,75.3,3.5,112.0,4.19,1.61
1781,合世,136167,132,2194983,16.0,16.25,15.95,16.15,,0.3,16.15,1,16.2,6,,16.12,"47,407,605",16.15,17.75,14.55,0.0,112.0,0.0,2.28
1783,和康生,85590,210,3940637,46.2,46.65,45.8,46.0,-,0.3,46.00,2,46.15,1,24.73,,,,,,,,,
1784,訊聯,356730,348,22974737,65.8,65.8,63.5,64.5,,-0.8,64.5,2,64.8,4,38.62,64.4,"49,626,924",64.5,70.9,58.1,1.41847555,112.0,2.2,2.57
1785,光洋科,6277200,3733,298827471,47.85,48.2,47.0,47.9,,0.05,47.85,4,47.9,7,26.17,47.61,"596,270,243",47.9,52.6,43.15,1.50061598,111.0,3.13,2.21
