symbol,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,均價,發行股數,次日 參考價,次日 漲停價,次日 跌停價,每股股利,股利年度,殖利率(%),股價淨值比
1101,台泥,26975719.0,6816.0,862458750.0,31.9,32.15,31.85,31.95,-,0.05,31.90,1134,31.95,235,31.02,,,,,,,,,
1102,亞泥,8208052.0,2862.0,337126990.0,41.15,41.2,40.75,41.1,-,0.05,41.10,102,41.15,128,13.39,,,,,,,,,
1103,嘉泥,555360.0,368.0,9576719.0,17.4,17.5,17.15,17.2,-,0.15,17.20,31,17.30,5,143.33,,,,,,,,,
1104,環泥,1232690.0,972.0,38904122.0,31.8,31.8,31.45,31.45,-,0.4,31.45,34,31.55,14,10.05,,,,,,,,,
1108,幸福,1990121.0,733.0,32329417.0,16.35,16.35,16.1,16.3,+,0.1,16.30,77,16.35,99,8.86,,,,,,,,,
1109,信大,1031835.0,531.0,19244600.0,18.85,18.9,18.5,18.65,-,0.1,18.60,14,18.65,13,9.28,,,,,,,,,
1110,東泥,66003.0,33.0,1180851.0,17.9,17.95,17.85,17.85,,0.0,17.85,4,17.90,9,68.65,,,,,,,,,
1201,味全,374079.0,384.0,7103961.0,19.05,19.1,18.85,18.95,-,0.1,18.95,11,19.00,3,35.75,,,,,,,,,
1203,味王,4870.0,50.0,253187.0,52.1,52.3,52.0,52.0,-,0.1,51.60,10,51.90,1,30.23,,,,,,,,,
1210,大成,14066662.0,14432.0,806054420.0,59.4,59.4,56.4,56.8,-,3.7,56.80,166,56.90,1,11.81,,,,,,,,,
1213,大飲,89366.0,19.0,633534.0,7.05,7.15,7.04,7.15,,0.0,7.06,60,7.14,1,0.0,,,,,,,,,
1215,卜蜂,819739.0,1109.0,82726644.0,101.0,102.0,100.0,101.0,,0.0,101.00,12,101.50,57,13.12,,,,,,,,,
1216,統一,16737114.0,4482.0,1297674875.0,77.8,77.8,77.0,77.5,-,0.3,77.50,1065,77.60,180,23.99,,,,,,,,,
1217,愛之味,884750.0,558.0,10330044.0,11.75,11.75,11.6,11.65,-,0.1,11.65,10,11.70,24,28.41,,,,,,,,,
1218,泰山,792618.0,843.0,17241656.0,22.05,22.05,21.6,21.85,-,0.1,21.75,4,21.85,20,2.04,,,,,,,,,
1219,福壽,257310.0,248.0,4801005.0,18.55,18.7,18.55,18.7,+,0.05,18.65,84,18.70,44,19.89,,,,,,,,,
1220,台榮,367992.0,189.0,5193446.0,14.05,14.15,14.05,14.1,+,0.15,14.10,27,14.15,60,18.55,,,,,,,,,
